,S1,S1,S1,S1,S1,S1+Triton,S1+Triton,S1+Triton,S1+Triton,S1+Triton,S2,S2,S2,S2,S2,S2 + Triton,S2 + Triton,S2 + Triton,S2 + Triton,S2 + Triton
20.6,8.135811007660378,9.232458986047966,5.881845790033301,3.3029389964939626,-0.5262759089872785,3.948824740076636,6.943296513040996,-0.3977735764530501,4.660490332795336,5.001477588916597,32.44342900042132,65.6446470113417,22.010407779638935,77.66019071756209,98.05864765818217,36.20085010128317,29.12282925424212,19.000039300971576,25.644063621887604,31.61241757961381
20.7,7.252597116037833,8.175019470450103,4.864669549189904,2.674016764342489,-0.8249948720137674,1.9345606967376872,1.649047537454078,-2.267959818073749,1.512843592952866,2.340872649836178,32.55508018853591,65.94829445743592,21.38806619274264,76.64969235672199,96.05399707394565,33.96381634806434,28.399893762238346,14.661411887110686,24.91005733865623,30.651810218430075
20.9,5.059542494849001,5.8936170671571535,3.28367707285332,1.1965107637896215,-2.303201454495482,-0.16695435996602925,-2.5972592203681053,-3.3237559426805783,-0.780863281564523,0.24931747349561076,33.045957153882505,66.2845424953908,20.42961975258265,75.69921282167286,94.9567787837212,30.719841454342546,27.120879891099623,10.720450287057966,23.65754715529581,29.24843512852798
21.1,2.785029323207188,3.5041594018740723,1.9991253219701532,-0.3715243555289683,-4.817561413162736,-1.9675257876655765,-4.06609543188342,-3.7771793128631064,-2.050167689080844,-1.193986564122472,33.574242162633894,66.34797276037756,19.175327828941292,74.43256296861405,94.0106001529964,27.477041877947197,25.660413486429896,6.815832132581808,22.055652786298136,27.35891350240497
21.3,1.1930655747475187,1.818024499170853,1.3214524493029978,-1.4613428869984255,-7.669456813411697,-2.95111004008185,-3.989953600056544,-3.7731033510169008,-2.4641545972234287,-1.9756408543158253,33.91535350644139,66.0644693162359,17.68936268277673,73.06952041742397,92.6566204176808,24.876795796771173,24.396819100721817,3.706298343291025,20.471413761757905,25.484730577536467
21.5,0.31205904659100536,0.7928138263640883,0.894466682810366,-2.0962409311180994,-9.963881103539466,-2.988148097412381,-4.074895001782833,-3.2850890366057013,-2.154403400301349,-2.134620169769208,34.091320905828816,65.51795108329995,16.186334912723275,71.56025155485794,90.63473532813887,23.101806269760605,23.407176638838028,1.9873256461099853,19.214054418875023,24.093741055402738
21.6,-0.3472621411131553,-0.18382634374628445,0.2520354884445649,-2.801088251458866,-11.23192418921747,-2.3755064157595136,-4.700959182839505,-2.335623970079169,-1.279457257689394,-1.7761027190573055,34.20672035575589,64.88360382482227,14.999923382198622,69.7727077743437,88.1556526199699,22.032400219622122,22.46136432581804,1.3438864704605713,18.27971420794133,23.14430335992813
21.8,-1.3482696062136774,-1.4912707831728171,-0.6945264355421858,-3.916648958211689,-11.755821614582825,-1.514017073848791,-5.092947493522834,-1.2794730226090336,-0.2495687082211691,-1.0809872053184932,34.281692404151485,64.4973742840915,14.318854114179606,68.01909046431703,85.89223500500279,21.26184151354262,21.245812027560188,1.0686216534326909,17.35557367575699,22.226742436030335
22.0,-2.859369552127044,-2.947331213741413,-1.618916218232254,-5.109512329203831,-12.264005166078732,-0.8589433992275503,-5.214292258156346,-0.7417723421931434,0.3807630450932134,-0.3828584333934271,34.297798822434245,64.71058482577197,13.970557215026286,66.89560976386853,84.5015695244441,20.20911985352318,19.752183606147906,0.8715601533707179,16.218352484913186,21.053914133860587
22.2,-4.616534040514624,-4.315566776367056,-1.9703233097836836,-5.924857076498003,-13.274821826130696,-1.0121812492662277,-6.959177171993182,-1.1518602980037045,0.3063400818432464,-0.153359734928723,34.21080487888846,65.30508409124285,13.435403927104351,66.64809098832761,84.26286035114914,18.668089418092002,18.683527014344897,0.8214608380218158,15.109310044028115,19.886293735356585
22.4,-6.332876595899127,-5.39856172094462,-1.9217711941447184,-6.163905723140286,-14.656759660605926,-1.9299930239375356,-10.30895578824785,-2.319913350783102,-0.5089071980585812,-0.5726212226816617,33.855259860604384,65.64518916224452,12.405403918496544,66.8602883375782,84.81643070375468,17.17536824389673,18.890429245290488,1.1225403074813192,14.460512999532346,19.57346638224808
22.6,-7.567144009802174,-6.1464472060013975,-1.8509670014380255,-6.003480689605113,-15.807131565816547,-2.900947593298448,-13.234418904320547,-3.4798739204575697,-1.675244935505118,-1.5622228894301,33.21757305852669,65.1578345350935,10.342509724368949,66.50229888489648,85.05413995906528,17.077457741196785,20.571685259392034,1.7274176749029944,15.06685173174616,20.803516214993007
22.8,-8.08966289495159,-6.374343648287348,-1.8509521031685952,-5.815816856090166,-16.075490271143554,-2.812404746950925,-13.454316002986976,-3.465096274891843,-2.0131396774994097,-1.988748845230647,32.391169870957164,63.84465869364149,8.802981439539945,65.18189602183739,84.26654308409121,18.567605969646173,22.689913442606663,2.240913611095239,16.992572960716526,23.17485957300969
22.9,-8.019060133190258,-5.885827999878634,-1.4106284726928893,-5.5441750264320895,-16.098903985353996,-1.5289613221763434,-11.810052649151313,-2.3323423457374255,-1.1589462023797903,-1.5120165572237199,31.355088150836593,62.30742212240736,7.9901611924191105,63.27587401610606,82.3935204720274,20.356800461240535,24.006604777678085,2.2786814461007165,19.31724336162447,25.442870516882333
23.1,-7.399756355166624,-4.997230490083345,-0.7158549219333125,-5.176288804761981,-16.168288657180035,-0.019915699130302226,-10.283568032032457,-0.9518035708193076,0.2970639366483689,-0.1648552048546028,30.085493349897078,60.63865263185557,6.813207609736569,61.32555122117482,80.05339229218414,21.08901698923644,24.26786405926819,2.0500331519780577,21.0416632747942,26.569174602940578
23.3,-6.6990128904209225,-4.27689989092744,-0.17993904925036475,-4.635675762081866,-16.072321879899224,0.8438527944914046,-9.36630522803948,-0.20147257924824724,1.3425430155861588,1.2076400566750334,28.690881047811946,58.75165461547093,4.483871154118043,59.341278352258165,77.6888162251418,20.670283999854366,23.877101964739857,1.9236290978673505,21.798931956033673,26.622120900883537
23.5,-6.278909630935372,-4.163830679346507,0.2441107412533324,-4.155518195492771,-15.688624220291526,0.9582087036052234,-9.350366334944844,-0.2396215085465789,1.3689809924290608,1.7613968233626984,27.256302339700927,56.70074603504198,1.4438470904552514,57.09337017035854,75.21026067186042,20.047739192125395,23.399678742098445,1.9974059350950817,22.013288428769865,26.40198163098857
23.7,-6.430620649478866,-4.518011868845304,0.5357968251152178,-3.999303803103072,-15.169411414912961,0.6549331228872427,-9.879908052458557,-0.6788456405538221,0.7307721724118682,1.2792641670369218,25.86606570504375,54.72134962508286,-1.2511361580391789,54.53455468152749,72.55041690721822,19.766228098974253,23.136372636676768,2.151104705970228,22.101479076802505,26.505188371354283
23.9,-6.9988817619420205,-4.856320775539615,0.6255435280239579,-3.99862036913279,-14.792355885180298,0.36171190898633937,-10.437570119551069,-1.183582450500236,-0.07000346594365942,0.24137268644007864,24.58127897949117,53.097413693804796,-3.07573911442488,52.02315317159521,69.8765733822753,19.773552035814213,22.88817792885079,2.193976726176899,22.16997156141563,26.812214578412984
24.1,-7.370665004201295,-4.791300965608666,0.6187766464137752,-3.930052977930526,-14.651273994365999,0.17336873898713762,-10.922785242765016,-1.7129296732760562,-0.8997180317467176,-0.7157432462168467,23.34782604216073,52.007489155862,-4.198001558766367,49.99051272337356,67.61013206018967,20.190126779339774,22.23387519294655,2.0032165781403237,22.008765773887625,26.746333129839414
24.3,-7.104557220969937,-4.208071799276184,0.7578571866947613,-3.844712044272388,-14.482335842156113,-0.20520698720896796,-11.58632348818582,-2.360018929653148,-1.809899586708274,-1.365567119126028,22.61582194182807,51.54674717545396,-4.762629148478056,48.481015537929466,66.54584203271942,21.325003367840978,20.996619074082865,1.685242206402994,21.304231701227145,25.92341736646831
24.5,-6.326442552802172,-3.204838413648961,1.2897781513573374,-3.5862739130869525,-13.909904194004548,-0.8405151451282181,-12.718726938246766,-3.1957854888165267,-2.9438465893323964,-1.9285756489242247,23.85509892215217,51.91791927810425,-4.556210324752356,47.35170602397733,67.25954469290365,22.698516827177247,19.367778347429237,1.5373768198100497,20.047182857350574,24.49251366279108
24.7,-5.231253212200038,-1.9463888932892972,2.294996112014235,-3.20346130611271,-12.984088347950795,-1.4281475690806968,-14.132521817604234,-4.176380584587389,-4.206236047316844,-2.8142225838968407,27.081740398604705,53.423986825718345,-3.4633380992093215,46.99611014319022,68.14570900255767,23.27993659043056,17.80936684534269,1.5008738433786013,18.384500089250906,22.82673996251197
24.9,-3.928874109007425,-0.6065132291955819,3.130821024310692,-2.5952052569056927,-11.938357704061756,-1.543467813798844,-15.161202032628687,-5.220436237374972,-5.310929260853576,-3.9618612231949486,30.412473466268803,56.18698383993566,-1.4562425612689944,47.790179416577104,67.87435588398279,22.447276612796745,16.65918117450738,1.3927187257970777,16.77801422325042,21.2545474124364
25.1,-2.320259136765292,1.2631855442353277,4.592800130521946,-1.5595235107164898,-11.328181893537133,-1.2459984330228204,-15.479264127858714,-6.112827571400248,-6.2457817375224725,-5.060007669291168,32.541413269185306,60.46492630315216,1.4693111214292307,49.59981101844542,67.21086897755589,20.76173620320131,16.030789606914706,1.058670117730049,15.583868374383119,20.211046823151893
25.3,-0.1253484355019694,3.992598256773929,6.601664914277033,-0.08090710130233415,-11.244393590876207,-1.0872270507627753,-15.545829149757173,-6.347982761522401,-7.086629072218689,-5.797632027791835,34.50047642341768,65.95392619272522,5.167012640891145,52.18166948066888,68.37506845154194,19.11877364205165,16.169085417289278,0.4833486117157484,15.060118973085954,19.85666690280646
25.5,2.9142834744873247,7.643840287261645,9.24645865595679,2.0153865847090886,-10.980792927080412,-0.9943053341564688,-15.182728535580564,-5.717041597845993,-7.229187046365522,-5.985078594318918,38.09021119271789,72.1425292625497,8.96229261249031,55.582865093054984,72.54535817226552,17.67083472489285,17.319644290795633,-0.05174798796596474,15.248282225513568,20.45041092590823
25.7,7.111466651935988,12.175254060554268,12.346646002342096,4.458452914778022,-10.020073972418649,-0.5398925928794045,-13.828042494579096,-4.187371141303591,-6.407600082496961,-5.470743929854502,43.59267733771532,78.49210624707362,12.273389170174775,59.49685512039203,77.34259063159062,16.772945874107446,19.393043478833455,-0.4662334049684828,16.312767724885674,22.035570949485642
25.9,12.498241172159714,17.634519236483047,15.941392342319322,7.3218067629888,-8.40545361582374,0.9197577588917816,-11.068263760154206,-1.7504780555407913,-4.462338840673337,-3.994158083877892,49.48525036909185,84.53409171575889,14.870492204270446,63.240652030963794,81.98092611283845,16.93655175295058,22.136506659410085,-0.8203284612884426,18.289861412392106,24.49544727870113
26.1,18.97819581448173,24.33236342378261,20.22643592851892,10.823556796494946,-6.308150140807582,3.683810557172001,-6.988688215913571,1.4965356191129568,-1.3838661381328978,-1.5661385098459215,54.970684842825435,89.9129588765789,16.957156396504462,66.22003603277196,85.93644920384813,18.361744704447624,25.222246970799837,-1.0274608079595497,21.060538293371245,27.6864001192723
26.3,26.539217980988962,32.50282047932497,25.30488776652134,15.124542227953553,-3.7066749617104886,7.609584462382833,-2.029514060960728,5.483119152793056,2.7803860870606245,1.8345015328255023,60.01982016083707,94.50183449182049,18.594215365863054,68.33046647747294,88.80275374668855,20.867003165813614,28.61100469507332,-1.0119980378894913,24.436513343235532,31.53457530473148
26.5,35.21508691591169,41.77459830774201,30.92158893126293,20.169623132326137,-0.4655884956797256,12.335852915529546,3.3947820649595686,10.166254344200112,7.92520841982312,6.447978315124068,64.58670243448883,98.4529160105114,19.852434455142426,69.94325653199586,90.82932734720444,24.07253343442483,32.56435943880606,-0.8541983863853122,28.279741397982157,35.99549788185587
26.7,44.69706105920615,51.02230059903364,36.41516628203456,25.52592410224275,3.38687864530706,17.459123549762126,9.085379547269945,15.240063226761134,13.699817880704536,12.206865555288001,68.83061724359835,102.06545554383041,21.779615738788813,71.48821089664024,92.4456372997481,27.560448645223275,37.09371649760399,-0.6321277947755147,32.51407244007293,40.91553676104361
26.9,53.83307665267279,58.92632471889987,41.20172369700365,30.537707789920024,7.645730817784745,22.59432132412805,14.8085225478534,20.087393120689946,19.552114201272158,18.352166674437523,72.66239245595327,105.55265494602034,25.612256342952968,73.03840284012121,94.04463162001646,31.08362867587773,41.70626689426738,-0.4664665092401937,36.89523444042843,45.99072757963085
27.1,61.188703598751786,64.724355632916,44.94758918034293,34.551756558799724,12.298474967712767,27.185054044784703,19.865395222477066,24.320103112994648,24.87287927667619,24.008896902110237,76.08553784579523,108.86994477702291,28.8214215166488,74.38126298275951,95.85790020973963,34.59035395104524,45.442265616390294,-0.2584271427915613,41.579841632232906,50.652893133153064
27.3,66.42366171794033,68.6563383753543,47.626965661680615,37.43538508710583,17.046212050083813,30.841289880706164,23.95959212910124,27.944695776913616,29.38555691830498,28.292319406991343,79.22162134296094,111.89516853832495,29.166547162855416,75.47576175383641,97.7127310748033,37.88253155088861,47.86253975365707,0.06028416676529085,45.99526884819944,54.82327579152786
27.5,70.0451517438198,71.30148573830058,49.66599821511236,39.68473560054538,21.21395084091793,33.65107433977313,27.368358222545186,31.069132511945625,33.09170653887184,31.796382813146742,81.98348968963137,114.52454775172886,27.43762120166081,76.17390784044295,99.1504200643466,40.55911185513732,49.569196334488346,0.36620106119188217,49.495498050699865,58.389778903942634
27.7,72.28953326483526,72.68664871973547,51.018915302222425,41.403865038797534,24.4341777365113,36.20851811790916,30.45538805874664,33.869969501294605,36.2686576718476,35.13357016473214,84.16488124615262,116.26995540307304,26.02195735745425,76.55895172501857,100.02148660026873,42.51340891892823,51.06381936620407,0.4922016434774893,51.866846478900655,61.330446236268365
27.9,72.79068988653052,72.19356159324461,51.0301375430923,42.31839086619105,26.828220685186807,38.90454036583887,33.41830786349917,36.3816885407926,39.26397418285216,37.86512982011587,85.46955711345981,116.76742488609959,25.81508848360596,76.44088202155545,100.15038022501952,43.97391716613249,52.225783536727846,0.42086498518399534,53.403096015429384,63.60259680993283
28.1,70.80159124827229,69.00948351790942,48.969763518379104,41.8589015384346,28.61017464829543,41.595354300324146,36.18143610462461,38.672083969365005,42.14778145069346,40.10771894694402,85.55703878109107,115.9382288691436,24.596601182620784,75.56501367496782,99.51342167638491,45.296482697099684,53.07157073348528,0.17853374675339675,54.62672795252809,65.39411404207743
28.3,65.81078691710128,62.76726188633047,44.54284738443487,39.62198022296223,29.60317380130027,43.996981044234495,38.685824390291174,40.775559546256076,44.79513120391017,42.04908670136742,84.31113374161032,113.79952987621981,21.807112524179388,73.85153264050959,97.93884306753257,46.50722531847682,53.75006821038309,-0.11047648747173183,55.90949093151833,67.01650900064207
28.5,58.075831494423745,54.10002403685047,38.414135484646074,35.72268143502645,29.305914632977878,45.89382631944449,40.9243445118263,42.62164932551321,47.094674227841864,43.72688500644417,81.82129304461584,110.39890959775542,18.80035977558712,71.33670815102641,95.23861258191867,47.468078945963704,54.45753120538203,-0.3641079982983271,57.342337378469296,68.72577310434247
28.8,48.71815704210747,44.617499302880375,32.05823700027299,30.76731139265348,27.388375545803914,47.11993567876258,42.73876701779525,44.12878898718483,49.015848718319816,45.49508709481971,78.25128861138442,105.93118838819484,15.358789533534374,68.06141153630465,91.58623385405173,48.369206401970736,55.376003395093605,-0.6763701350429009,58.881585044919646,70.61081366590619
29.0,39.278767394296345,35.9959343416932,26.423269951172962,25.57674750700657,23.959325148053264,47.87397400649254,43.90551233758893,45.334704594498476,50.51617587716142,47.46414617234697,74.08499019954141,100.73568215350508,11.59460181071784,64.2891208098455,87.19771986248493,49.499656386343545,56.200900386618116,-0.9914195393945708,60.447467202909024,72.4297928861173
29.2,30.93169687715943,29.25169338475648,22.29271425238942,21.113905703632184,19.509406042772028,48.512206627283476,44.18254658080563,46.06433537564261,51.473035358902216,48.75923440113218,69.78140024570322,95.25427026099487,7.381896977322197,60.26690706301488,82.16975479141102,50.68911829756874,56.32813712202794,-1.1620268859301943,61.404647445407285,73.34694102748755
29.4,24.54831831714237,24.40821141871218,19.43887645199101,17.879405060028674,14.763117276168424,48.44565395196225,43.24619595844214,45.89829501685522,51.54966559708794,48.884579823049,65.26932375008431,89.58843368343551,3.061709352564788,56.1565200079015,76.75365464542581,50.886333800635775,54.52997685006032,-1.129607756215694,60.854297835599574,72.26132880369342
29.6,19.847306212661124,20.805995353263217,17.23574045215395,15.335353221235087,10.498499317670158,46.907392101288394,40.69956094532067,42.560656297706046,50.25441093507786,47.436386565056374,60.38094892019146,83.9536038544599,-0.9014218988047804,51.95315946382002,71.18212803018733,49.230780826025104,50.60720408450798,-0.9577050879572084,58.549438207973324,68.92118003471832
29.8,16.475508571078542,18.234118681261215,15.371643919330435,13.343124689684437,7.149520346884914,43.49682777389857,36.37596392748795,40.564033765907524,47.2657871672077,44.425988948269904,55.52404904346805,78.94631046681286,-4.086927101667961,47.630650134936154,65.72578297577053,45.74774705114932,45.11800853560199,-0.7649983293436606,54.4728026531327,63.62210322866529
30.1,14.192035834003049,16.50509891936644,13.966717138631294,11.836733103452199,4.600000018687123,38.65354910443406,30.815674123283127,39.95749389434489,42.67438712263258,40.22390265425025,51.24897930368733,75.1126217768252,-6.170739996042958,43.9982595019729,60.74571727683362,41.02861258558313,38.9647114312075,-0.5908106977520085,48.85589543722668,57.07419942179556
30.3,12.899822566896713,15.838826754561502,13.33828834265506,10.955594974848104,2.587366913865706,33.29564559934135,24.80199466070533,38.07898283944304,36.95617467011631,35.1433946791472,48.0487257458424,72.71685139687507,-7.24745984057162,41.614125478079984,56.86584619159722,35.706227951165296,33.04391147309679,-0.2886853259079695,42.31720705533663,49.96664335450361
30.5,12.537424425539081,16.28027977550382,13.444845034788134,10.667483838008165,1.011187568481411,28.095225256443342,18.916431631797746,32.75110146244234,30.681933929591885,29.608385920370132,46.129850017096096,71.73055002632012,-7.049473918807808,40.37478471460815,54.57233491817557,30.415522526342283,28.09076056032083,0.24784793259404356,35.78307889402238,43.099932561336736
30.7,12.919065929618943,17.382482051325855,13.937629732594841,10.774640086040566,-0.01624471101649264,23.327235544335608,13.411252416342736,24.456095565405498,24.33749789876897,24.023378073063146,45.42345451877667,71.94475658927486,-5.722879356140038,39.76511687785892,53.713087745942794,25.836397115829435,24.670716668811284,1.0009236753456665,30.16459081437468,37.26930879949197
30.9,13.718828592837912,18.55254099060722,14.523521518222525,11.118203241651022,-0.4089650683585669,19.194071674782496,8.48912155680952,16.36554777342435,18.366465186942325,18.57447237456704,45.72447770050889,73.06405472552737,-4.305884178530675,39.43266233504298,53.64627960064122,22.55328048071425,23.019177510971613,1.907560168956206,26.058028470710653,33.00440479855055
31.2,14.655236095232587,19.56875992292931,15.047016481986914,11.546156782579098,-0.3772719126161681,16.06511307358407,4.702371664013286,11.962563589940093,13.304127133640705,13.437357761476244,46.758420806862965,74.74400589213346,-3.311301360652815,39.591147749415505,54.03206439725946,20.76799489868062,22.70755913267612,2.9118502863224984,23.661261977202358,30.500135955687576
31.4,15.592302866399796,20.26234179172712,15.43929382707532,11.913623057796045,-0.11502662784007298,14.323677422057896,2.7376519101261287,10.793589289295811,9.72762726642043,9.098509171434593,48.21944040108053,76.73459441490063,-2.7446408867474776,40.702618785057055,54.79073216768588,20.229819772231274,22.82368024069768,3.9216948959752975,22.705248999348306,29.50867044234417
31.6,16.735470270126868,21.02804800511408,15.876451633785205,12.404392834319575,0.5572059883958076,13.927288111816676,2.642924454895761,10.197859075125054,7.93726793795231,6.312052027223302,49.99060986921003,78.9219339583403,-1.822666665429972,41.7350527394414,55.74892641066634,20.32943398964881,22.893498032212594,4.935377321322462,22.63965390020143,29.455116526012283
31.8,17.965699144775318,22.256966106258997,16.500895356647543,13.094470216351581,1.3495878455131636,14.312585793432898,3.364834675103871,10.810313582519331,7.392235825130704,5.182717496920375,52.10448617173763,81.30721482043819,-0.32565748712258896,42.73296274780415,56.818964768777406,20.515173425795485,23.06828024917148,5.952482888789137,22.778756227621532,29.55614346272409
32.0,19.631369338845968,23.86999574520182,17.463602479876922,13.947166483251973,1.7255643179072317,15.168984175203411,4.5582115952915965,11.747421618902054,7.71483320047825,5.145416554490644,54.595503075630475,83.9461218564365,0.8963716538597261,43.768931381271926,58.097440615670955,20.715048542528294,23.48347749355945,6.989569997387224,23.08503773492108,29.72123109595057
32.3,21.646476073251932,25.795442275405488,18.626939269433333,15.010252269272485,2.041719657399304,16.351139045771475,6.303554634515509,12.679272708753054,8.693131706616823,5.642713774048344,57.18329502014368,86.6104592926283,1.6248700471254962,44.92002118113431,59.74820012920848,20.907364966853546,24.189791204573112,8.005380149989945,23.540997963580576,30.05924841700581
32.5,23.38931934932007,27.474585818293534,19.63797060792629,16.180404651264926,2.7236044678124602,17.74867957710181,8.510445936538716,13.687930781361224,10.027558664153444,6.502816761243247,59.496857088104036,88.76732461595408,1.9193530206355511,45.917386069089176,61.3669486393725,21.413117513118905,25.301712642741915,8.898375530964275,24.32901290841453,30.80969550392489
32.7,24.345418631124144,28.414094600752854,20.328187127141774,17.191806434912504,3.8346296236077353,19.261970801181253,10.817715490473113,15.019402720390394,11.55154406182832,7.720261880315565,61.29037083873025,90.08690075886496,2.0587606615757594,46.46648074009042,62.41101509349552,22.448404669518737,26.938518021575447,9.602805434691067,25.657626828377037,32.26611981795236
33.0,24.35850578516367,28.580096439922034,20.535460404716343,17.709931460880508,5.085987619635916,20.942520544870366,13.0360746427146,16.75758121538164,13.248302528514323,9.259189640980077,62.59169506000643,90.74826653603728,2.291666692980752,46.54615679921229,62.60145674770836,23.959143488687054,28.976516384484224,10.157055899421133,27.64809586856355,34.53599000276926
33.2,23.614363703023496,28.388122573561024,20.227926944689838,17.590070256149318,6.253822678646074,22.992515948372283,15.328277974012794,18.853238751094533,15.206680277875956,11.071312358630399,63.69310572992421,91.38622920230394,2.7446899854344693,46.38896115912366,62.13327726234792,25.669732383414807,30.793455086792665,10.660350042499283,30.1713686489538,37.35487787878678
33.4,22.726962181530922,28.41502076807209,19.918650091115808,17.082746385308642,7.352212674988329,25.470508276823697,17.832841218208745,21.293216915298494,17.58985693666855,13.183411815361048,64.93976640159539,92.67397973903661,3.5284696923634447,46.28239691658038,61.6410078055237,27.147086167869727,31.444259052783213,11.158719974381668,32.64551994505089,40.09509694777152
33.6,22.988008914906388,29.069120354452828,20.18682408497801,16.59510782486183,7.860032453340245,27.95860532835677,20.290131519922703,23.71093671270298,20.40561432779911,15.571530471471831,66.40472079531179,94.67694098683891,4.601999768787232,46.567598427489536,61.7965370936793,27.895022906525327,30.734167359864006,11.610737256557984,34.11622454179575,41.927352776214015
33.9,26.054711674350024,30.355656677197924,21.19458266568079,16.614417562907168,7.416451638291532,30.07235838633325,22.038575268596407,25.574785756392355,22.911993093212672,18.014359042869962,67.95519604621954,96.93063616451616,5.4792245436464215,47.51099956462796,62.80144855176133,27.54372635623207,31.121221268372253,12.02391016786294,34.10045120449977,42.20684400267061
34.1,30.14951303419149,31.702856574538004,22.278797132096248,17.325393788626535,6.669571471994603,30.990942816347562,22.886272453192724,26.67441332348556,24.589870547654343,19.922116700567635,69.43344941201255,98.93786289539852,6.102941830079011,48.69895008691848,64.22296237211475,26.064908904360493,31.694056917727362,12.345202289936648,32.85812750360089,41.12112348236101
34.3,32.38499187872384,33.00204412013638,22.928636675958614,18.470550882183932,6.5392223332502235,30.6807168213482,23.41554391161685,27.308644459945285,25.475663452827323,21.024085710539936,70.81768866043194,100.5129586349552,6.486968004216664,49.660394331826744,65.43020000155411,24.40426405490797,30.922814900568145,12.443697166341153,31.152465786843052,39.56443938784655
34.6,33.00074961345797,34.27162834036203,23.325094237293982,19.38503069885996,7.383383405641168,32.066092661138356,24.033811934444426,27.769622694203147,25.893179274223122,21.60845471228221,72.0559057169978,101.55968514106934,6.682313674008913,50.23922663711016,66.10640059954241,23.23110951417481,28.87865592795189,12.160472434670975,29.676129052963127,38.31656764006625
34.8,33.69813517164115,35.22444082310561,23.607370892826733,19.933983221022668,8.232238988417663,35.290575093767686,24.951123766048216,28.405554340853644,26.33864541167481,22.09747737494376,72.93572333262118,102.060721070679,6.604177191527264,50.51641938287328,66.25858930738929,22.874596884422015,27.19277445790555,11.478292189973716,28.950141005983077,37.91220400211388
35.0,35.28706235592588,35.47280608361886,23.63883830976502,20.17814747025981,8.85693713866052,38.249921958883796,26.21157990580575,29.365178917930056,27.12998055086133,22.771095168853453,73.36983154215814,102.132648873432,6.281891096301448,50.5805216551527,66.03066065585135,23.343360942401727,27.71845081906455,10.528572919722727,29.320110978261198,38.47162662536567
35.3,36.49355682347754,34.73887867902489,23.294768012662548,20.19339384294139,9.377805569763687,39.02882088766177,27.64218478626339,30.628814613344122,28.3520429003165,23.76291050782063,73.56126027065979,101.95742631412195,5.856801105211457,50.2584911211944,65.39125958792464,24.514320182159533,29.58194926581969,9.451636756968073,30.641616101926346,39.8219142209234
35.5,35.35496230630573,33.23128943792973,22.67204325877749,19.95872786595333,9.764273232493721,37.70560744376338,28.930410021437254,31.905745204583052,29.819442275298137,25.02989080587304,73.47451201471301,101.6036668632435,5.3539687480513685,49.51633456639582,64.35532039192132,26.163512922309685,30.74799191659902,8.278554566796926,32.270959896342816,41.49058849159237
35.8,31.673471343786453,31.583216151560897,21.98138792796068,19.425095154127046,9.919153557980303,36.278571409454905,29.78125555075192,32.69569198301794,31.11703700373188,26.29927444774896,72.54971489333845,100.87362096977071,4.521456586854211,48.81158252184552,63.37897317850368,27.88213631892241,30.88055257103085,6.961541618497293,33.421694692287986,42.725812178262785
36.0,27.54127919069702,29.928321835545212,21.259253923935738,18.78492803877024,9.664284767682872,36.57449323360763,29.95800417779646,32.80453851988307,31.86546518097919,27.172270106554432,70.60480571544427,99.36423521064327,3.0236812484330025,48.43884849433008,63.05327714491196,29.171268863887487,30.00123623648515,5.5292414242947086,33.59414317435527,42.92814151387528
36.2,24.29595466798295,27.54434030858773,20.157873370882424,18.159114685942573,8.907922294296226,36.48747816017472,29.184344890084876,32.188794221654604,31.84323048320088,27.37285458869873,68.31342202201071,96.88703583262348,0.9314231820079834,47.85872311251004,62.82473349373468,29.917801886293343,29.1015783155524,4.092180307274662,33.10244757541331,42.33618514077035
36.5,21.67628884249288,24.627766429050773,18.462984533971557,17.663413395736796,8.242811010038452,35.721282815538736,28.026162677924905,31.361094811304078,31.028664109383026,26.851450413396925,66.3159787357115,94.31864835023107,-0.3124069065605284,45.790119147957896,61.10188744764079,30.455304433345674,29.533638821044658,2.8079263572144537,32.8659303233973,41.990061969639115
36.7,19.610935239373298,22.970050839313817,17.314103217944687,15.776191388210796,7.6958377430005696,35.896845042891435,27.700059663259157,31.188710479855022,30.169385325465285,26.24959943481276,65.11885982477179,93.55929599672837,0.5837209082820256,42.88395835194581,57.771338938132715,31.285147980404574,30.58724674861171,1.6898277026267623,33.27807944917916,42.41166441915636
37.0,18.84434261660483,24.34849072906517,17.93840597882732,13.820938650713911,6.86706372481336,37.05017149885699,28.484586752015325,31.67058704774196,29.968534776875238,26.002980133224693,65.18644267782832,95.91902050125731,3.6153755390335354,41.804979695011475,55.18062775856959,31.85488789157528,31.209762327037925,0.8152211551555002,33.98815227854207,43.01253271779681
37.2,20.34881499561552,28.777557142967037,20.942212609355508,16.021840837491062,5.57170840799899,37.97306698478058,29.28915198599205,32.019264693535646,30.35348299408414,26.185413211516046,66.87287387187787,101.17953413072911,7.56203725787866,43.731214136111916,55.63654999260274,31.358487548824282,31.372386920140773,0.2046911085897357,34.13741777159389,43.0588889967321
37.4,24.04629143030061,34.494082291532095,25.205150331304765,23.248743201624894,4.394805022483805,37.404131888333715,28.97343141074244,31.51825423675848,30.567691791342806,26.26162418449513,70.2442705456858,107.47401036224926,10.584133981091233,47.986185092214406,59.6336992127067,29.98611220890253,32.54109834951109,-0.16468380432346366,33.8097762541642,43.01765295155137
