,S1,S1,S1,S1,S1,S1+Triton,S1+Triton,S1+Triton,S1+Triton,S1+Triton,S2,S2,S2,S2,S2,S2 + Triton,S2 + Triton,S2 + Triton,S2 + Triton,S2 + Triton
12.1,50.835237237724854,54.10250619263854,53.52836513006137,91.49118771625857,100.55019952737855,10.88690916350434,6.528943616539112,17.11974648750387,16.69818712109634,11.18796854304183,190.36245571745275,257.3327776272334,223.12535243268061,282.33156375148917,319.83910136258,52.87628026742854,67.64983763794022,-6.30727921149981,57.039997428994816,65.78401057044238
12.2,42.21888482406197,44.237709844471006,45.856185062700824,84.4235071785468,98.99150064949373,21.58784933738349,21.562620069509578,26.727591649437947,32.29688450682882,27.93168568149927,174.5488032696344,235.53073727958702,203.02130322559074,268.67824094468915,305.2713539329178,63.63762831234203,70.26461391018361,-6.193852707213472,70.16468173190107,77.56731755606651
12.3,33.78537946929125,33.42465890741807,40.063155475582334,78.53174390278917,94.5018387981299,24.79243359592041,28.124187173721793,27.66411727395853,39.54199401110999,39.41425766233213,158.34359759889705,212.66700501198696,185.65079300448247,251.3816853039053,285.4156120651344,65.26084941291033,63.39680815695618,-6.084463019172901,72.55799307404496,77.84162143047676
12.5,28.51559454517912,25.831592452073828,37.00519991066777,75.0627897319532,89.64780129463983,19.805078076140855,23.91304309505825,20.34403890636464,35.9534205212329,40.93431093006292,144.94977728564112,194.70154086784916,173.3700410894718,235.32037849296464,266.1635856918925,59.05006143858002,52.103120945141875,-5.957426745112176,65.61546857183903,68.62666647304353
12.6,27.22500655954572,23.08497396753893,36.54600431815172,73.95681710137652,86.27510451959775,9.69326974427308,11.820928176642832,8.885188594297308,24.05438912967081,32.47744518572785,135.6969324074776,183.02896493491042,166.07392350732772,222.96690935089703,251.12869448276714,49.27212891686621,41.12980570752648,-5.817785737669102,54.04073209883074,55.24778082888402
12.8,28.69478227960185,24.123864572070126,38.01522813657138,74.57055668903342,84.80567488189834,-0.7866740948532314,-2.1334489177657487,-1.7314687052277944,9.75248745553225,19.083233596813862,130.32686841765604,176.40001022487357,161.92395001205276,214.7941508614497,241.28305999554195,39.964453808781506,32.91266088070143,-5.72656921884065,42.408040679878944,42.76214277086945
12.9,30.877054390087064,26.76002990459343,40.10725826639601,76.01261717112902,85.10911655032831,-8.002004444982266,-12.554237060735915,-8.441645532704078,-1.3884121824667268,6.8526644902798575,127.85900212596756,173.43996129280382,159.56914414704363,210.2425037553649,235.86651248996571,33.01669730595974,27.823595785158354,-5.722393649019924,33.350123670295986,33.748111541432266
13.0,32.12311031495623,28.797706224901845,41.12168225941456,77.27847533597064,86.87938925572313,-11.107854354473314,-17.65261516834135,-11.109633428423562,-7.059330091739069,-0.719618725756562,127.30329622299983,173.04578001220244,158.49628787390688,208.2799823521124,233.67855760696537,28.55758634775173,25.447284115770888,-5.746012506584472,27.55730443476008,28.385823825712546
13.2,31.84122544794609,29.375874713498305,40.82004859858246,77.58184397610556,89.24103715663706,-11.484821616540453,-19.1957326667969,-11.187014229857027,-8.96294066340331,-4.0946688622329885,127.73583737424431,174.11125242765456,158.10431734677573,207.5744826610744,233.38111887394595,26.379166867032538,25.197007011829623,-5.713055297724813,24.67790255061152,25.96352698432325
13.3,30.115705641289054,28.406800085393108,39.30879342423957,76.7004554081379,91.06044088699193,-10.145959867089367,-18.102453841263724,-9.764493109351527,-8.531264165146952,-4.852440537189481,128.62544747869296,176.09822194715503,158.14397556422958,207.66345250357253,233.5985364844941,26.096155591785692,26.324143931887413,-5.267434564836318,24.02383529880055,25.69374487513896
13.4,27.224673027065048,26.05255133838661,36.91884450696437,74.74660001853731,91.81389630219375,-7.869809738347133,-15.430429944172914,-7.3477257680104,-6.613218719299937,-3.9860822046642785,129.39735964680895,178.39888475558197,157.9170790764896,208.1697431630383,233.9536335726556,27.172360420972414,27.893073362423163,-3.812199417902227,24.830823509443768,26.703027075901126
13.6,23.55122092694923,22.719173907944565,34.02108263629126,71.92618184664234,91.33592536390985,-5.030067925351462,-12.035918873721533,-4.274872751901467,-3.6459860426466855,-2.222220286588012,129.38933199267856,179.5543350438234,156.3218456223466,208.7746138321887,234.56850714627288,28.671283081013087,28.887982538556923,-1.2983548847341375,25.94325149546969,27.883480988980885
13.7,19.55794889867885,18.88719885654018,30.876995066748012,68.41328863390598,89.75012738243154,-1.888759560748795,-8.058463734236298,-0.8041183168817635,0.0378664731314704,0.2884618897162308,128.27052508802535,178.54595846749837,153.19526856573523,208.20573870884368,234.55607302831345,29.802426817792878,28.72346150132401,2.084661008987803,26.57237893956192,28.46910128794934
13.9,15.804289593993293,15.051004094140033,27.77223782755155,64.57774083476544,87.32539499832359,1.2239330921602753,-4.046022089886415,2.6186887964106367,3.9733632569845216,3.802887252809661,126.68651643452179,175.84928027482178,149.4501510719434,205.74054179603226,232.7047193618713,29.821373803316536,27.29879444492304,5.606758208673324,26.000095408352088,27.83476871921015
14.0,12.969152417264366,11.67295411051505,25.30833617923357,61.17650235844914,84.33189627681459,3.896396997017504,-1.4156588699295247,5.152506892927764,7.4550580576829,8.180799914197209,125.89871198471779,173.55449030194563,147.13145451515103,201.66081887566648,228.96142442312927,28.46889969460923,25.038211667451662,8.460188612636243,24.11179158655268,25.960661977992547
14.1,11.840204937229315,8.944679650650935,24.413782530212288,58.78359465567172,81.21707722166099,5.437770593806785,1.918487972378476,6.174805857202176,9.541216370697645,12.257663261464788,127.31542085637163,174.3742594130421,148.29558223809696,197.5970867769047,224.94607318202537,26.124139572053434,22.86319932892257,10.230656809856496,21.43942472949297,23.39985883229103
14.3,13.854868748463195,10.100913231112695,25.706221773449645,57.94025964645402,78.44306948371162,4.975306931700592,4.717408501035872,5.389711408266884,9.561970156066536,14.12819021820059,131.73969632606142,180.13296869378553,153.76799148304056,196.09544860280772,223.3415206261365,23.721124582090372,21.881442707776728,10.959796080295089,18.9913693363498,21.146433394855574
14.4,19.19477708857197,15.555033770134141,28.47316129327725,58.471961016572436,76.48329507405901,3.780542372341028,6.387661650048537,4.072397888825221,8.00295800324476,13.29959366147299,139.09994587293912,190.76706175490162,162.9063795225641,199.150230459905,226.57999325666762,22.444411195348138,23.10130218632719,10.954271181527265,17.878792222003515,20.366778734373586
14.6,25.98537114210475,23.154881901637697,31.73970046864761,59.88709535338528,75.75552112608091,3.179235540375367,6.181639966109232,3.315421674076311,6.295624389383734,11.084221418938236,148.94585063624652,204.63792297494481,174.46260497038887,206.8516082217432,235.56597885337487,23.36249321009193,27.227031215097245,10.499084214551914,18.964509769047652,22.053227563476206
14.7,32.922903814233976,30.69381291142909,35.69826103529643,61.92033929285426,76.15002424641924,4.275441783513047,5.2980512506625566,4.2262695225820694,6.101337564481341,9.32728239601808,161.16439288182355,220.25811251283483,187.83626377800945,217.7805784769582,249.22241636348042,27.19967313235816,34.36527667803591,9.570193742310403,22.854571339461327,26.872682769864486
14.9,41.021058915832775,38.71844041725876,41.96986456217135,65.05598879727891,77.42624550401578,7.203593677758347,6.400431902637196,7.38103454620548,8.450614560963405,9.395240150755486,176.27885167441528,238.5505845553352,204.78622335439485,230.42561259234128,265.4043503737638,34.11052699810145,44.08478907722436,8.01922768637204,29.920163784169283,35.40027829433724
15.0,53.2807726817853,50.44497503647563,52.726564245115405,71.01981591778019,79.5269546882532,11.696411674740554,10.971609808294573,12.859361832274413,13.603792685564821,11.947312938500204,196.14360675040373,262.7496640819605,227.78715466386527,245.7563286384991,284.1590690422308,43.65868859606275,56.2173827696084,6.010588119692237,40.55109969579105,47.98379563475513
15.2,72.9523758537458,69.7805912014639,69.4493322678258,81.94351509830045,82.90557294670694,17.856257659496542,18.681105777074638,20.653415587879586,21.451388772644226,17.19395786223736,221.36212222753426,294.2998683147749,256.5224783162512,266.10608999466484,307.5341356173138,55.12322288152704,71.09716104312409,4.1105037312983645,54.15611280080458,64.2477711138029
15.3,101.3407998026207,98.39248788694971,91.82286260341611,98.87604171115014,88.88018080154909,26.38330175158968,28.871889591993817,31.117986750342666,32.14661892149896,25.39602060617085,252.13671125816464,333.8930262933501,290.83728957169626,292.2010901052536,336.3374368739486,68.88377762152825,89.32926923988725,2.6458796259948825,71.19769803155937,84.44690325552595
15.5,136.30992001727725,133.6159242736776,117.14294715215745,120.61834048025395,99.63912950058851,37.999598575565116,42.29389513332535,45.07261990155012,46.52712084322616,37.27899251103529,287.68720826383463,381.3630774509159,329.54320777525896,324.62707939974047,371.1398206889252,85.53102355578866,111.4206488113697,1.6870654482549714,92.2229082280001,109.27607670058671
15.6,172.7863688579949,171.7509592161289,140.24091729569844,142.3503360849117,116.40763570404958,52.92538423424859,59.43948904044915,63.21182032633799,65.76542383800268,53.9270318254965,325.32525733434846,432.99553591662766,367.4487472102812,363.4597709240985,412.1682874475137,105.50386913798178,138.66574786295521,1.1225604487794485,118.13664534595532,140.14504927033855
15.8,201.8702392079631,202.51392046246326,154.17244739475217,156.89848918452986,135.97026964458763,71.0822508326971,81.61588614028577,86.21583742967218,90.19531707078049,76.04103213419869,359.6485694242654,479.9584250351557,394.18685470372566,406.3116754791588,457.2895129468689,129.87899748236634,172.80282311050584,0.8025450288218462,150.5130875247569,178.77488220828647
15.9,215.11353879554596,216.5256441574124,153.06470959837273,158.92631919462787,152.5225047073049,93.34309001983914,109.40786334507324,114.50487257241713,119.50177244897124,103.40637321652594,382.59031308296517,508.57741569597084,397.06288046173205,444.9514212464094,499.10776911704016,160.43252332633762,213.4688439048001,0.6427272735981366,191.1711584602196,226.11585045248265
16.1,207.04872215335845,207.25631516019337,135.56440357219495,146.13984472596982,160.61935521767685,121.14958241291616,144.2232356434759,147.51168512173984,154.4623693890685,136.3444166227289,385.3006859592645,504.43828401326124,368.01678946190424,465.03111697447235,524.1367724574519,197.6939029151224,254.8473747231825,0.5932690201385175,240.13629102661068,280.09633770333244
16.2,178.19280432691227,175.469873284981,106.20764718078364,121.07874141277908,156.6180296597864,152.35587219327306,182.9479352068361,180.18303039078918,193.50547513279724,173.91681075929714,361.85797645450316,460.13792938520197,310.55876704875635,451.9734874022957,516.7944951311691,237.50492772146117,284.4949295338386,0.5666720585905599,292.18035574466387,332.60903962704026
16.4,135.54069104041133,130.13688087901187,73.03158686112582,90.1906837873128,139.88354604660404,178.97407815926158,215.57435832055802,202.60939311632703,228.95832157197154,210.7793285686449,313.4165840940385,382.81694313137496,240.45947093570354,401.20023056896736,468.598256694665,268.6711148292123,287.3304477032428,0.5192479821719334,333.9460368155925,367.9927584761994
16.6,89.83507510481184,83.79428658711059,43.69853762956004,60.88574801059166,113.49873463646084,189.52833774633416,228.01798552514148,204.13730571946246,247.11209889488362,235.83947495721176,250.4110408804113,294.2879709015408,178.31697937541134,325.1032048653631,388.38921198998037,275.73849363373404,255.3630246376297,0.6289518226336256,345.7926643468334,367.6432644162114
16.7,51.16040938000702,46.591586481033175,22.56052038439661,38.37233405360225,83.51739745290938,175.49870151525272,209.75864901514993,179.78667808701118,235.1559636310336,235.89398595795032,189.76735099496136,221.60464684212357,136.39713933569584,253.30735233566688,303.57749634715725,246.7963323439129,196.29839187743443,1.090554485327106,309.33298546213905,318.85756083648516
16.9,24.996775206532305,22.573396667131032,10.006926571737296,23.99601020468197,56.579614050395385,138.31369802023966,162.44459350297154,135.17270218495105,191.69482638518195,203.91948229096653,142.1637661144419,173.1951131735967,110.44785306433286,201.57836687821182,239.9829683716064,195.38215189988082,135.64548741943102,1.9060293017439156,242.18998960499698,243.05021973646728
17.0,11.026363572358147,9.859406516635968,3.9740377570842695,16.295574085425354,36.79993679181336,90.76466014376877,102.40356969371462,85.23136305961762,130.97835703011307,147.53675774114757,109.3838350424517,144.41977390308486,94.99981072364315,169.93829241942242,201.3582287180563,139.9013655355369,88.87816832575736,3.1068959140084265,169.30648250304188,166.89958313241718
17.2,5.4851203887526205,4.557611157747254,2.1219938956981728,13.121883613835086,25.0980363697232,51.39119726262118,53.15302138296397,47.208214702868176,77.15622561962387,90.48124003251776,88.97435419231682,128.22375627589486,85.54169181226355,152.01956154456664,179.97979435527702,94.71773238575764,59.83815752180791,4.7357024151798255,110.91687513895442,108.87248683471547
17.4,3.503017466428352,2.951858703504519,1.649930638940336,11.619254608137163,18.265643023298388,27.064844199784183,23.28601216633089,25.1478446801218,42.33232945013887,50.62261068987547,77.60878979674601,119.1786086653564,79.21888989376102,142.0374698791529,168.49170220228862,64.95458905054562,44.65656253882888,7.075748655800523,74.03356022643452,73.33805212934362
17.5,3.161744890730117,2.822967087626321,1.7056111054317504,10.609733534845573,14.472313547669424,14.294224204124394,8.287060913817607,14.469380170486753,23.54480847147425,28.131515910869666,72.14118394663768,113.81250171227413,74.50443388202298,136.085027890698,161.8125331850808,48.445402178132255,37.52406905253517,10.302599403914186,54.42098175206194,54.688235944636624
17.7,3.5288826571780585,3.130467852305699,1.7826229340495725,9.673549699400931,12.22726825504086,8.565969632139089,1.829108970689889,9.992843609496964,14.630830360146533,17.271363935856662,69.78339947751337,110.25311988353305,70.68742169610441,131.75161757608063,156.8942205762331,40.25112384333367,33.94287540361092,14.391927493995714,44.14239942407449,45.09713826009679
17.8,4.039657273274348,3.602841741555271,1.6992559818983826,8.735000703305618,10.522284416496896,6.411547018568849,-0.5002052474650447,8.160528092972669,10.898486465269732,12.617385710208644,68.59215345746581,107.61402616825188,67.37633368152497,127.76067970890541,152.3837240396634,36.111599558913824,31.48087612258648,19.30064475793403,37.693507271452745,39.397879583733676
18.0,4.387826907739585,4.160734047998245,1.5224482606843657,7.796073271532855,8.937914166802386,5.616447336748188,-1.3391569854830017,7.1050632612194295,9.455742688840848,10.576357526813515,67.86834554622634,105.34297845722864,64.19615179595142,123.8060274849656,148.1124091266794,33.56230118463343,29.333521630854765,25.13131498896004,33.11392215898079,35.363771375763676
18.2,4.474181188958046,4.594395393171014,1.3451783832881297,6.7784249831362855,7.425238235828138,5.182923692209831,-1.954463767065481,6.256477554278243,8.753259200941846,9.290958034394269,67.30119268511721,103.02953513355403,60.85111556354504,120.13405995998724,144.27305078643846,31.599383210287126,27.59250031301401,32.09649707423103,29.60861422212905,32.276218673676354
18.3,4.264854612283963,4.593919974703961,1.0569951841167693,5.563949467732996,6.006322586732592,4.984741726546666,-2.4305833367429943,5.808449451056992,8.259229411894486,8.206325372822278,65.88512233615933,100.04937241525869,57.11103660266478,116.76286906011377,140.59105849248724,30.088940304050137,26.434230614496602,40.52293637066948,26.433107775007013,29.872027220101586
18.5,3.59742144247304,3.9646934934623785,0.3461813061104441,4.207112551746883,4.683038769201128,4.759349870143437,-2.4326296236779728,5.851645794948965,7.981324136364496,7.6094244303413,62.99389005015118,96.39992356864408,53.26326906190764,112.79101148823672,136.34746796481056,29.107162674850283,25.67884184145739,50.3490507615857,23.912358139213342,28.23785825925931
18.7,2.5021122180644424,2.681821564357433,-0.6395860372552795,2.653165616282537,3.149955974145336,4.824733145218093,-2.0800825944867327,6.018910797964272,7.921818403752926,7.654834180564248,59.37359792140982,92.86515530802812,49.894710851479985,108.52761860270188,131.78667346775813,28.337653195367484,25.08589557325849,60.307741839440574,22.38311668712829,27.09486095122909
18.8,1.4321835885539689,1.685555411268178,-1.3574442720448907,1.4489916758644152,1.1624914127676431,4.949717605949207,-2.0657681115786355,5.964186832936791,8.02101952907316,7.893202402006097,56.173758582022536,90.00110775691947,47.31064088633673,104.9188416418496,127.71766847691684,27.547446493099685,24.925393642218946,68.86272588357554,21.74179843810995,26.43119971455661
19.0,1.0172624217343604,1.496661598826626,-1.451843374409232,0.9461758408639179,-0.6038192333495125,4.689031235449086,-2.555055068935791,5.4995010745165525,7.791000701428894,7.946825874387955,53.669616136977,87.86067265946562,44.97179043879966,102.26715161976307,124.9143476427543,26.99050222346939,25.589293113009838,74.53090108072591,21.649261029394477,26.59101953475195
19.2,1.4437655198919366,1.979555529450608,-0.9502880751469716,0.7217750120710382,-1.6831752482205924,4.2574309305203135,-3.1470262916527143,5.131070323870502,7.4038362131403455,7.726547306309293,51.5521981366437,85.86947626292708,42.33190613395315,100.24602900796913,123.02901809268286,27.24336882540736,27.04769845680209,76.44331026851513,22.37025105122872,27.810012620573243
19.3,2.086139244562343,2.5302155278741516,-0.4210222296743655,0.5289723801594396,-2.1160657086512917,4.180222573456904,-3.080825050320109,5.349553366096728,7.410667943146576,7.618907723195517,49.342296753010814,83.40312422533374,39.0986657969611,98.07528384821859,121.24217993064508,28.43617212603495,28.802327581519254,74.75899954326064,23.929494134616732,29.930351060272283
19.5,2.3138663404817548,2.6720741335726887,-0.1644727667828948,0.22309335369701885,-2.290499320404667,4.8367963386050254,-2.0464670005622683,6.1983695424044205,8.150671624900482,8.004560990483087,46.728199955942095,80.22829155113895,35.429274432758,95.11840263506596,118.95877210590906,30.22495800079853,30.1609009594635,70.19912288149666,25.890219858213353,32.33824486662417
19.7,2.105310995399562,2.5092015971372974,0.02132681518788647,-0.1018273579096762,-2.514529717301768,6.1064720443835725,-0.8873103154017938,7.263963413668731,9.421316854874068,8.948890641975554,43.660652931136944,76.52496104793991,31.8069294692598,91.71969415282268,116.03659901552177,32.10519479761776,30.64239396951487,63.49856671319644,27.55808472623377,34.21187927743327
19.9,2.0558382080844515,2.7163257542979933,0.6090141937179725,-0.15278906869903214,-2.712737197937844,7.33280053496328,-0.10662003774438757,7.8323273165629965,10.569582770641516,10.099403584497948,40.329475479451844,72.71267534897208,28.610957074821894,88.93092287771705,112.6310215584802,33.67474294720403,30.285877511776985,55.11658872358027,28.267331335774767,34.97338586448096
20.0,2.8672287697635803,3.978069791670856,1.9509801613496047,0.2522319329533325,-2.5070861835516665,7.7023093456911695,2.2101139836500656,7.155353132423038,10.910165448842061,10.741280444538125,37.20242788035023,69.38794995829299,25.9019701532136,86.49440939767403,108.91973471051314,34.910027564715854,29.63457380557467,45.07292339383003,27.874018281937367,34.61337380085841
20.2,4.940329965771817,6.078130900902037,3.935817981971244,1.2790965835578167,-1.6746056389330444,6.971101219141666,5.690712123477105,5.208813456284704,10.12333279402162,10.025779924102523,34.636240883005044,66.9709778474942,23.90406880890205,83.66207639393726,104.8910828727692,36.11370635839949,29.26139589473966,34.24794426306955,26.920692224899067,33.50795544664045
20.4,7.208965652049549,8.351554118299669,5.577106441453863,2.6812881450880055,-1.0431194570101383,5.639773721869839,8.436054336808409,2.3098394286258386,7.852908629140771,7.814691276263072,33.03459373315783,65.7981111382669,22.63952807154545,80.10087636763886,101.07803486899286,36.846001383836985,29.2286478839272,25.12968156863521,26.15415051366098,32.35480515578411
