ix,mw,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66
339,96.3,-1.336746109,-0.778637444,0.462114819,0.223275385,5.028744117,2.171394419,3.59672823,-1.644299413,1.104006145,-0.653775718,0.035201917,1.152787609,-0.685163948,-0.612129769,0.331204863,1.023977478,0.867760932,0.916870467,3.321392571,0.052551163,3.042911556,1.0763845,0.489618089,1.999267985,4.746209819,6.426191729,1.522912562,-1.28810657,0.573229462,0.774184798,1.805707908,2.171564981,0.424413468,4.726598156,0.05000123,0.647485359,0.280518317,0.951777181,0.343511326,0.996247171,-0.304316495,0.143176313,0.068011668,-1.402353001,-0.103220023,0.910222946,-0.138597298,0.823772335,1.605752032,-1.615281936,-0.0637853,0.247390797,1.167513515,-2.305934784,-1.204896857,0.273213315,-1.008095499,-1.480452455,2.024108282,-1.193181518,2.857310754,3.241999321,1.054671437,2.064742955,1.769893801,0.149274249
340,96.7,-1.388240338,-0.839168041,0.190075036,0.114763287,4.621339201,1.850432729,3.416637312,-2.018913508,0.508319835,-0.947709279,0.117313161,0.728979638,-0.649950486,-0.838290934,-0.059342619,1.151074379,0.977715387,0.556893567,2.880478344,-0.407080896,2.885723941,0.70566577,0.458172045,1.888385944,4.623784843,6.223025433,1.501774326,-1.523035108,0.564674393,0.377580446,1.311688686,1.815218382,0.031178257,3.724020797,-0.31747982,0.396351695,0.207528655,0.867259862,0.088601774,0.977091728,-0.558353709,-0.05478859,0.157253084,-1.781845265,-0.026043487,0.596362396,-0.062893541,0.885824398,1.277113705,-1.926720845,-0.462655966,0.01241686,1.14439853,-2.408238002,-1.705801161,0.424366987,-0.939132296,-2.057726413,1.364471578,-1.484274796,2.727495323,3.247418174,0.903044083,1.588544213,1.870089703,0.215007902
341,97.1,-1.449699472,-1.016481121,-0.06682597,-0.094027827,4.019031627,1.530584307,3.022904146,-2.409284106,0.021907944,-1.246753611,0.297501498,0.306060098,-0.723944878,-1.095096767,-0.512044397,1.329575649,0.922348643,0.197523454,2.355939937,-0.853615813,2.597590401,0.369647447,0.229031992,1.673027185,4.34239498,6.04273437,1.321767635,-1.722524841,0.415812851,-0.006669885,0.709739343,1.419184194,-0.408185621,3.209701678,-0.593223039,0.060389403,0.215179889,0.731727557,-0.245271757,0.756896384,-0.832873086,-0.291447993,0.17541079,-2.128607658,-0.071037264,0.37988771,-0.041972238,0.659488021,0.875931026,-2.15554058,-0.996807856,-0.330362641,1.022377442,-2.513023623,-2.22721526,0.517539275,-1.021022606,-2.372804781,0.960972787,-1.713338727,2.450501598,3.195170978,0.72072262,1.203222971,1.964773519,0.136067001
342,97.5,-1.678057131,-1.294070009,-0.218067306,-0.377911628,3.284993159,1.210214387,2.467068158,-2.680657727,-0.294339154,-1.461022848,0.481937253,-0.093441223,-1.012141225,-1.379934326,-0.963038757,1.412675679,0.722441345,-0.163081461,1.822449523,-1.144830584,2.146140232,0.069436332,-0.197281618,1.307280824,3.900884918,5.797017612,1.019604886,-1.893322493,0.093476374,-0.356316975,0.089136427,1.003899926,-0.731371555,2.880958719,-0.74545463,-0.32564833,0.223062328,0.533734162,-0.51515756,0.354029774,-1.073454385,-0.644380271,0.131789229,-2.420447114,-0.216209893,0.114219868,-0.151329937,0.346665418,0.44624798,-2.320954104,-1.550757917,-0.713630157,0.746795934,-2.539056999,-2.598718885,0.507966743,-1.198276401,-2.394861519,0.761207409,-1.884150465,1.946794761,2.990857955,0.357044911,0.886391129,1.551364456,0.021461373
343,97.9,-2.023095105,-1.610959806,-0.32209226,-0.663254596,2.585615351,0.810354462,1.801229576,-2.787979674,-0.45352433,-1.627476047,0.50129187,-0.457168842,-1.409033796,-1.693117444,-1.332017128,1.26747595,0.437788863,-0.526024677,1.553857838,-1.367100594,1.560029311,-0.23316023,-0.717352763,0.802122579,3.398075888,5.39538334,0.644281623,-2.01532427,-0.357523742,-0.667319069,-0.507512359,0.623848598,-0.95916839,2.133365325,-0.845159844,-0.712947117,0.146960793,0.318430291,-0.619146763,-0.129690013,-1.245333248,-1.132407954,0.071853167,-2.663346073,-0.435594264,-0.322490151,-0.410410625,-0.004172331,0.015853919,-2.436172559,-2.087779712,-1.049071271,0.323533299,-2.372820661,-2.790311577,0.401340896,-1.364203473,-2.390669805,0.538339158,-1.946932854,1.323461393,2.66944855,-0.126568218,0.652601685,0.504910958,-0.176741038
344,98.3,-2.227482621,-1.882228552,-0.487830985,-0.953145103,2.033845133,0.299430285,1.177465129,-2.778507335,-0.501558195,-1.780726741,0.313989323,-0.76759482,-1.711362943,-1.974925214,-1.595007118,0.844900014,0.123509613,-0.858919097,1.54933304,-1.546889817,0.935810195,-0.562962925,-1.190679846,0.248170993,2.878137704,4.809188279,0.216396789,-2.035825083,-0.771534645,-0.911288941,-1.039914412,0.33182149,-1.155706149,0.906827273,-0.940458967,-0.980805653,0.051853219,0.163578173,-0.572705111,-0.616822913,-1.329180858,-1.607472398,0.155747173,-2.817790089,-0.683344176,-0.892743381,-0.770635314,-0.473627883,-0.366240231,-2.444670244,-2.528566701,-1.27247608,-0.139865775,-2.041144389,-2.824090747,0.223424144,-1.436140817,-2.47235974,0.163194303,-1.847515437,0.793904178,2.239686505,-0.563362298,0.488040827,-0.713826001,-0.365401375
345,98.7,-2.110379064,-2.06896876,-0.741234206,-1.248256424,1.499844448,-0.179975928,0.752294926,-2.581522437,-0.507773704,-1.899613023,0.072444212,-0.962568185,-1.80445101,-2.145695533,-1.692539797,0.219553429,-0.179380796,-1.12064079,1.708490684,-1.57603941,0.380142113,-0.907698787,-1.546233379,-0.261771669,2.328782819,4.166944719,-0.206250852,-1.925632015,-0.825383225,-1.01768733,-1.463901443,0.166565703,-1.287507051,-0.324024512,-0.926195213,-1.058610144,-0.034667878,0.105147682,-0.628035831,-1.102497681,-1.339591772,-1.914565125,0.22251997,-2.798755064,-0.868753404,-1.388169364,-1.12950002,-0.965870982,-0.627828824,-2.223915356,-2.613162268,-1.327478323,-0.52698666,-1.713640045,-2.66561172,0.017988314,-1.479109774,-2.500997373,-0.327517994,-1.642252234,0.407092219,1.725342888,-0.867137529,0.300891495,-1.41937641,-0.653124987
346,99.1,-1.894644392,-2.197321311,-0.958531276,-1.567498362,0.99990612,-0.563606929,0.567078089,-2.282473482,-0.500818817,-1.970179946,-0.168337806,-0.970918788,-1.732083706,-2.235982251,-1.49677424,-0.41391351,-0.439071816,-1.26741609,1.197274843,-1.468493342,-0.008227734,-0.947538781,-1.704854258,-0.713481057,1.802942094,3.589243093,-0.557399816,-1.629657154,-0.491013539,-0.910458373,-1.74156815,0.121975784,-1.293114024,-1.234157014,-0.746882722,-0.926462527,-0.015491898,0.133140347,-0.875345677,-1.498752006,-1.321102992,-2.134948464,-0.166523938,-2.596750244,-0.946183635,-1.512743911,-1.330660213,-1.467335833,-0.745614955,-1.730786959,-2.628204728,-1.328275724,-0.831648091,-1.364513103,-2.45640256,-0.225319664,-1.678078055,-2.357817168,-0.817397062,-1.383169768,0.077293478,1.15999802,-0.968197996,0.13964579,-1.436925931,-0.982066226
347,99.5,-1.684584607,-2.289637795,-0.937163009,-1.83338685,0.681724239,-0.728937936,0.435185302,-1.923751252,-0.434823889,-1.883567212,-0.303600565,-0.835104397,-1.581213763,-2.219992619,-1.195937425,-0.945571632,-0.634022013,-1.333205428,-0.067773347,-1.288957115,-0.230123484,-0.755260668,-1.859904458,-1.069768784,1.34602536,3.035927985,-0.702337813,-1.277758115,-0.161964772,-0.633982099,-1.829173007,0.138360337,-1.198399425,-1.646965984,-0.435176832,-0.783515952,0.002571031,0.158008411,-1.055984823,-1.812054845,-1.078814389,-2.299993946,-1.14858307,-2.220922283,-0.925082953,-1.34593155,-1.385587515,-1.58837726,-0.767647286,-1.246483405,-2.567371722,-1.376256709,-0.983970717,-1.12388873,-2.194427383,-0.49239404,-1.834710073,-2.033946062,-1.206671697,-1.05672843,-0.264448017,0.676476988,-1.006388939,0.050778993,-1.684601482,-1.181424225
348,99.9,-1.540819806,-2.333258626,-0.560557236,-2.032991396,0.58942362,-0.742579679,0.319930065,-1.591141451,-0.234030912,-1.649858279,-0.321878088,-0.639947468,-1.354050855,-2.114344384,-0.81182664,-1.231990119,-0.696529523,-1.327014026,-1.125776976,-1.193339621,-0.275206406,-0.511733241,-1.954326382,-1.279345211,1.079836414,2.478619707,-0.697525379,-1.029729743,-0.187718154,-0.300803884,-1.688234701,0.218313591,-1.091820244,-1.889226318,-0.066819402,-0.671176108,-0.030896042,0.145369169,-0.922719242,-1.835932164,-0.70479358,-2.188589673,-2.437387608,-1.792231437,-0.773036747,-1.033070407,-1.358343729,-1.484733184,-0.784368291,-0.879114208,-2.463118642,-1.289457196,-0.979023942,-0.814631719,-1.730300459,-0.692257624,-1.369420589,-1.753940316,-1.432815865,-0.651158501,-0.561577929,0.156521054,-1.058003494,0.007840427,-1.553430834,-1.135915119
349,100.3,-1.353316573,-2.237340258,-0.236335833,-2.123863901,0.663754677,-0.759616278,0.222980517,-1.207435595,-0.007210352,-1.372143922,-0.340205578,-0.235536757,-1.157573226,-1.905741119,-0.482660037,-1.385722541,-0.570520203,-1.235512681,-1.090731908,-1.107396801,-0.245580952,-0.24759371,-1.847162582,-1.320280151,1.043498268,2.039849737,-0.57390359,-0.825436765,-0.262727864,-0.00680797,-1.434222092,0.452382641,-0.855902829,-1.768712825,0.318177899,-0.511674654,-0.080052838,0.108426297,-0.677162417,-1.658714795,-0.524666786,-1.866996755,-3.259231286,-1.39096347,-0.594527261,-0.693297771,-0.910048033,-1.44629708,-0.746366972,-0.626405523,-2.192346311,-1.104482001,-0.808569558,-0.57503924,-1.015059606,-0.746593554,-0.558003748,-1.478361488,-1.542029474,-0.251102325,-0.576179588,-0.377768078,-0.993033927,0.076044211,-1.274380302,-0.969595371
350,100.7,-1.103802445,-2.013149172,0.008580496,-1.998895531,0.7599178,-0.632470877,0.260026541,-0.775233145,0.188622865,-1.181889094,-0.260978321,0.261179706,-0.950007988,-1.635292431,-0.226947102,-1.42432827,-0.329624253,-1.047988842,-0.768646869,-0.951233847,-0.112806631,-0.032460028,-1.555035266,-1.247949968,1.09369799,1.827874071,-0.329221977,-0.584226031,-0.176727087,0.249399561,-1.058795094,0.68547064,-0.696251931,-1.38766872,0.634306135,-0.272494052,-0.106246748,0.079178938,-0.503649072,-1.514325424,-0.416597529,-1.409177884,-3.366802313,-0.930443779,-0.425736716,-0.272504377,-1.001719773,-1.290226375,-0.585904646,-0.277155466,-1.671849499,-0.8224219,-0.594738135,-0.452047747,-0.50319266,-0.685578568,-0.03208423,-1.220885367,-1.555856047,-0.033645248,-0.397952458,0.43641794,-0.902334589,0.331542159,-0.99124919,-0.772046417
351,101.1,-0.810107849,-1.711862669,0.143485282,-1.722570017,0.756534775,-0.461129139,0.358113544,-0.428187428,0.311956103,-1.11894027,-0.047878371,0.709991993,-0.763211831,-1.335119796,-0.003727497,-1.345430779,-0.080080049,-0.881535717,-0.454786043,-0.672915283,0.05966022,0.082848393,-1.165974957,-1.076228967,1.162492468,1.81874046,-0.007155448,-0.361205357,0.065207158,0.448740881,-0.649768157,0.912162651,-0.476069029,-0.933685317,0.806466715,-0.047308032,-0.095508649,0.034146306,-0.401475441,-1.276628715,-0.262638484,-1.010470499,-3.104506002,-0.485582795,-0.346243951,0.170518118,-0.94096174,-0.984400658,-0.351307619,0.123673527,-0.99304954,-0.508158198,-0.416278535,-0.354599497,-0.357692498,-0.610462331,0.183613376,-0.990938481,-1.47448126,0.05227817,-0.265722815,2.643930334,-0.727135265,0.644245677,-0.696446212,-0.601246539
352,101.5,-0.525283765,-1.389258299,0.188908995,-1.462847955,0.863397789,-0.251237451,0.446149627,-0.27550048,0.369683254,-0.991402316,0.26259935,1.052983294,-0.561838344,-1.032034171,0.139517184,-1.166450148,0.182756823,-0.781786973,-0.58000547,-0.419401737,0.233831042,0.129426962,-0.788690943,-0.869989681,1.19124615,1.863665577,0.235002859,-0.336816108,0.188995028,0.561585697,-0.176819838,1.11797351,-0.264370874,-0.51084484,0.872051132,0.069554338,-0.102884718,0.020602357,-0.331726657,-0.925047922,-0.087948292,-0.804295449,-2.715568535,-0.146380796,-0.324475241,0.570074728,0.638950929,-0.692929181,-0.162935729,0.390863658,-0.425180489,-0.294678707,-0.29228696,-0.194426836,-0.439119498,-0.567716497,0.275145355,-0.878540293,-1.311764328,0.109905158,-0.13904807,5.500597143,-0.469931787,0.801638496,-0.416421875,-0.400062776
353,101.9,-0.194039983,-1.087532924,0.185348643,-1.311575371,1.089461847,0.038681958,0.530043479,-0.192873934,0.419873533,-0.819603695,0.562804969,1.142256595,-0.357683674,-0.750581016,0.162576955,-0.906260796,0.470407037,-0.691121767,-0.740072342,-0.24295288,0.409781421,0.129133533,-0.487324354,-0.584841007,1.180306303,1.859122027,0.372669598,-0.222067217,0.168427266,0.562236304,0.21884584,1.288664783,-0.158151416,-0.190889018,0.887959181,0.086129494,-0.135131749,0.07416924,-0.247963652,-0.613366041,0.076118005,-0.613223602,-2.257318984,0.040204191,-0.357860892,0.826078813,3.167063359,-0.46238536,-0.08272821,0.519297062,-0.035277774,-0.1830979,-0.206323404,0.000766583,-0.393960348,-0.482674007,0.284530025,-0.808110683,-1.128468585,0.100382151,-0.073561048,7.414964341,-0.334689124,0.729600547,-0.19718759,-0.225960819
354,102.3,0.137789741,-0.831471196,0.177195382,-1.174212358,1.387808455,0.286234272,0.602597814,-0.126206371,0.467822422,-0.705480505,0.713887696,1.17206204,-0.191052879,-0.516688942,0.110278008,-0.679140393,0.730129783,-0.597233754,-0.863729687,-0.126319007,0.560364813,0.160006613,-0.146637078,-0.25840103,1.15817346,1.830748867,0.521395849,0.313333324,0.11318253,0.485165686,0.409722203,1.360064112,-0.119969324,0.044959943,0.90092856,0.057797885,-0.198393053,0.170365936,-0.142320588,-0.418239969,0.112422452,-0.372158401,-1.725341578,0.136431793,-0.319572643,0.921136727,4.941758796,-0.241808095,-0.066734605,0.543880786,0.084022965,-0.143166121,-0.138980626,0.176852953,-0.246969518,-0.392774707,0.156658627,-0.673641917,-0.930738009,0.112903226,-0.09015011,7.404446543,-0.209743084,0.604501224,-0.06660036,-0.102159389
355,102.8,0.397100248,-0.615804129,0.22912743,-0.936851905,1.588703408,0.451701169,0.665341904,0.037089843,0.491836959,-0.577820097,0.723423101,1.23603002,-0.088277612,-0.375574833,0.056007088,-0.45092936,0.865861606,-0.519903675,-1.031828824,-0.030841745,0.633870077,0.209577194,0.157569714,0.000913507,1.141628538,1.86933349,0.739582803,1.060251705,0.07103976,0.427009853,0.419503067,1.34422814,-0.092794903,0.224714875,0.99588133,0.017732136,-0.220806474,0.261143128,-0.038556621,-0.283924436,0.0476902,-0.161563495,-1.172984239,0.240069699,-0.182167502,0.990231872,4.839650748,0.038280354,-0.013200529,0.594193977,0.098778243,-0.158271232,-0.048026195,0.307275112,-0.126989804,-0.324943138,0.003979608,-0.90845006,-0.705591917,0.229394997,-0.099021818,5.920244152,-0.098017469,0.659173181,-0.000140693,-0.03698362
356,103.2,0.575917707,-0.481982837,0.355457169,-0.580495066,1.599412384,0.629544916,0.701300743,0.294339719,0.512270302,-0.350747958,0.672184709,1.265992296,-0.067628574,-0.30406653,0.036364273,-0.122802202,0.812936743,-0.43991071,-1.116975222,0.123675541,0.618885402,0.263973061,0.316650797,0.152005688,1.123594463,1.952421515,0.983598173,1.43107785,0.082554751,0.472130054,0.371487939,1.346243586,-0.09616524,0.373263382,1.145738263,0.063972316,-0.134669893,0.349268421,0.03972107,-0.172727159,-0.008386245,-0.00740859,-0.718103686,0.364960805,-0.015823221,1.199078362,2.998073903,0.282717593,0.084114517,0.76951523,0.105391194,-0.09963231,0.12000801,0.429992821,-0.059250554,-0.208884014,0.006327203,-0.881080633,-0.475581805,0.463170704,-0.05879547,4.062017228,-0.050019223,0.937533515,0.08532921,-0.051024819
357,103.6,0.741104097,-0.415064553,0.493808705,-0.229075378,1.513474879,0.844434579,0.707470495,0.522570424,0.5448191,-0.07222351,0.597223876,1.268042002,-0.11522578,-0.202476813,0.100520268,0.228847514,0.624123897,-0.299491103,-1.023328418,0.357558299,0.55031104,0.357611324,0.347849783,0.236425998,1.067351831,1.967082492,1.174245816,1.190058951,0.206499099,0.607730953,0.390978426,1.423110305,-0.040882347,0.541108204,1.259870032,0.232554065,-0.001651584,0.489306114,0.13020639,-0.123620474,0.004290493,0.104034063,-0.407945488,0.573829845,0.122035788,1.536772457,0.892298914,0.286282363,0.223810398,1.049846813,0.168566598,0.033916276,0.31149836,0.565465112,0.044264179,-0.150063,0.136966435,0.797062166,-0.267208624,0.701133982,0.024921679,2.382363887,-0.000607632,1.309542693,0.266606113,-0.030434836
358,104,0.93475213,-0.315876976,0.594930971,0.036115169,1.460591135,1.03648579,0.692041634,0.619857585,0.543474749,0.119584834,0.465150104,1.305818123,-0.119718311,-0.044721364,0.181464544,0.418276646,0.562142008,-0.093492514,-0.789395953,0.714012842,0.477665723,0.524400899,0.287057569,0.329615493,0.994711602,1.87181178,1.235487058,0.675583966,0.403005088,0.714029798,0.507252846,1.523020586,0.050333071,0.751385187,1.254031982,0.406568277,0.081231839,0.667270408,0.291925969,-0.163446397,0.116438764,0.198537688,-0.248667216,0.924605406,0.127554076,1.799244581,0.389841002,0.218107037,0.40858528,1.388211699,0.33530396,0.130126109,0.418283926,0.653852284,0.169085456,-0.272124738,0.225764209,3.136757354,-0.097007378,0.823252366,0.06945185,1.331358268,0.142562185,1.668116383,0.505472482,-0.008113955
359,104.4,1.108014714,-0.168063795,0.623264465,0.231644694,1.458342604,1.163813397,0.641237732,0.567736252,0.491267667,0.198737524,0.274892267,1.43832899,0.099305129,0.162087323,0.347954389,0.39726821,0.692193046,0.090882968,-0.546469982,0.955683642,0.474300745,0.673861539,0.243362296,0.569024325,0.88279655,1.74505281,1.199166896,0.57681809,0.489736969,0.660109221,0.588602529,1.558732057,0.020283767,0.990955196,1.081873934,0.470180038,0.065744656,0.7780703,0.498620069,-0.225945672,0.246200054,0.324866494,-0.260024373,1.289709759,0.048120635,1.942440024,0.414795053,0.286670884,0.577233549,1.635740342,0.568603995,0.209897852,0.43224218,0.625475052,0.208456206,0.073682253,0.249982051,3.921260077,0.011567238,0.805812876,0.009452619,1.030639135,0.355699015,1.899040399,0.708134446,-0.010151088
360,104.8,1.209023922,0.022044161,0.528339104,0.381982781,1.463637338,1.239120324,0.584874668,0.416206911,0.335636502,0.22851462,0.126011694,1.658010391,0.361127487,0.375624433,0.41636067,0.30161686,0.87795231,0.206745098,-0.379057398,1.010368086,0.62206134,0.646862966,0.375348471,1.066038971,0.815077674,1.694928248,1.184353364,0.639803466,0.513821112,0.437873658,0.587433974,1.464616166,-0.033460198,1.192484137,0.795785441,0.241405573,-0.013828348,0.731757041,0.62002965,-0.194699005,0.303391583,0.476649154,-0.389972012,1.477369025,0.055808869,2.143728276,0.218615392,0.453888671,0.685105955,1.618440693,0.754779662,0.321817972,0.409497606,0.471701817,0.173178851,1.050090453,0.388640196,2.377439862,0.086962793,0.650559115,-0.019555917,0.974245534,0.553557,1.819141288,0.837165644,0.043441384
361,105.2,1.246723729,0.247550446,0.306460926,0.529692862,1.460842696,1.378285955,0.607226241,0.224898956,0.030607139,0.198175217,0.089859821,1.774057034,0.476789805,0.426479096,0.319654473,0.348698703,1.009005547,0.322450161,-0.205979195,0.836143265,0.783462183,0.452006893,0.615187749,1.614014865,0.818603192,1.731635863,1.217857995,0.489947192,0.408526326,0.143884258,0.586862109,1.264724219,0.053119527,1.316401964,0.437737886,-0.127252257,0.005222931,0.617496781,0.55636881,-0.052313749,0.298179451,0.603680624,-0.542140108,1.490607159,0.155223291,2.367736527,0.378374875,0.58935253,0.744564191,1.410899703,0.782250302,0.38566546,0.423121921,0.259295156,0.137836123,1.936102853,0.498923714,0.038521841,0.192959119,0.389620719,0.106390638,1.158971331,0.718387667,1.587083132,0.87016361,0.118481273
362,105.7,1.197096983,0.38007412,-0.042805961,0.681836525,1.389363294,1.634679378,0.659855151,0.019793466,-0.290792662,0.150104493,0.120111805,1.663504944,0.397036144,0.36672089,0.119829917,0.575422673,0.985361434,0.440255519,0.045277968,0.535191502,0.86961748,0.170293828,0.806581909,1.753169553,0.885102572,1.731325187,1.19950059,0.308855303,0.266456669,-0.201281008,0.396827502,1.033241573,0.204436754,1.355066629,-0.027349129,-0.151495309,0.163786897,0.493917735,0.42745317,0.079092174,0.197503698,0.741144674,-0.686889806,1.491849787,0.239662209,2.389500132,0.498256012,0.614059323,0.754083657,1.052144409,0.666577703,0.356196409,0.452196369,0.094538383,0.152645083,1.866083616,0.560831248,-0.220796,0.28452962,0.120310507,0.2584713,1.265491295,0.859205761,1.293964065,0.727356973,0.117899336
363,106.1,1.056346793,0.515545654,-0.384200374,0.820804478,1.188794948,1.669908738,0.600853964,-0.237519256,-0.59835172,0.123576326,0.157887954,1.441771703,0.227046771,0.229425162,-0.064943664,0.77011955,0.89746232,0.438760768,0.140416259,0.236539379,0.869810152,-0.111769767,0.798572714,1.320389024,0.831659248,1.656592877,1.15976746,0.210030702,0.149502272,-0.537439533,0.227436078,0.765151632,0.203019039,1.277556043,-0.538387674,-0.003414501,0.264363294,0.315391856,0.447979078,0.179220359,-0.009781577,0.873619395,-0.756511232,1.525672506,0.153529817,2.052231537,0.475527408,0.558068447,0.770985817,0.670935536,0.537758723,0.2011907,0.408325861,-0.09648816,0.100480812,0.890063802,0.782618457,-0.012395271,0.383418033,-0.088858465,0.32255228,1.120304391,1.12353309,1.011215181,0.387686637,-0.044217905
364,106.5,0.918897403,0.649987431,-0.634729592,0.903235303,0.896649471,1.453943828,0.444389282,-0.495225411,-0.812199108,0.068428772,0.180246536,1.250068455,0.055154354,0.042829858,-0.139163386,0.898237176,0.765065128,0.283582711,-0.047675435,0.037146219,0.768845397,-0.413137494,0.500052698,0.628304567,0.610615265,1.498353694,1.057762974,0.130167804,-0.00959402,-0.805859392,0.304921811,0.511910475,-0.029377017,1.054570592,-0.963860228,-0.114663674,0.186201591,0.056340269,0.444652184,0.212391786,-0.171390899,0.945670494,-0.68175463,1.589125371,-0.012443495,1.500781138,0.383477306,0.37950794,0.792115835,0.344707291,0.443190361,0.058016847,0.255071347,-0.237489282,-0.044475766,0.011641786,0.715283032,-0.162207498,0.428676295,-0.325327277,0.038392828,0.897806006,1.321915694,0.669613668,-0.001085437,-0.323081545
365,106.9,0.83915676,0.623758671,-0.859477638,0.869739266,0.63715412,1.130394363,0.273082732,-0.708005018,-0.905958539,-0.037589063,0.207189767,1.162156077,-0.120593411,-0.203537605,-0.195200966,0.935621402,0.594615942,0.125373833,-0.425857031,-0.112323295,0.594082076,-0.803776832,0.048025867,0.111971106,0.290705746,1.299397619,0.977306687,-0.024471976,-0.227102587,-0.990259202,0.892339333,0.22612534,-0.393811911,0.771330851,-1.204778569,-0.494018121,0.045230301,-0.273608998,0.379158469,0.145613564,-0.241442208,0.882614239,-0.45016322,1.640813281,-0.187666397,0.971175463,0.251354963,0.218476227,0.82320859,0.060582334,0.314661425,-0.01909993,0.00626329,-0.303497411,0.034957809,-0.096689106,0.480461353,-0.3535165,0.335717552,-0.595376912,0.074139086,0.708699155,1.425768658,0.26814537,-0.322341943,-0.493913032
366,107.3,0.741200003,0.40368446,-1.094186422,0.779773358,0.39938177,0.795739918,0.230551115,-0.845159452,-0.8791661,-0.166411911,0.264533902,0.987752954,-0.30387324,-0.472867957,-0.310727395,0.838709149,0.413176211,-0.02598603,-0.734403462,-0.311815247,0.427961236,-1.143246121,-0.301200619,-0.063437052,-0.023789409,1.019494242,0.863203162,-0.245833168,-0.441303511,-1.089792625,1.905906764,-0.068519788,-0.675202689,0.483227973,-1.275302424,-0.921208023,0.009792376,-0.596027677,0.152012256,-0.04892352,-0.250564751,0.807243877,-0.022776723,1.530101438,-0.456365499,0.56570918,0.059836089,0.070590801,0.795481019,-0.258424128,0.073395172,-0.100425509,-0.293362324,-0.311045727,0.195070873,0.023279121,0.569258544,-0.573413936,0.244957913,-0.916435059,0.869169467,0.596087817,1.39356213,-0.107349528,-0.53258336,-0.494771062
367,107.8,0.521820292,0.089911562,-1.251285297,0.713594978,0.169265205,0.498149359,0.154202611,-0.951134938,-0.755213998,-0.196052053,0.272925018,0.695238479,-0.437660614,-0.665919882,-0.378404172,0.652953722,0.202761648,-0.184056024,-0.864289606,-0.564026657,0.317106233,-1.234429894,-0.561870867,-0.141971459,-0.252756511,0.726527582,0.662822291,-0.431173559,-0.611189279,-1.115270838,2.636718381,-0.33854218,-0.724434564,0.193224016,-1.30039126,-1.100020896,-0.044563288,-0.794142838,-0.08363855,-0.072495361,-0.26858818,0.740720399,0.430851738,1.296582283,-0.702529716,0.236119853,-0.186111685,-0.049538841,0.604693672,-0.741622429,-0.199284708,-0.251806148,-0.572466809,-0.428560773,0.181879939,0.073475848,0.972589696,-0.773229896,0.159815545,-1.08378348,1.798469076,0.563562801,1.309450074,-0.397000948,-0.664814209,-0.435866739
368,108.2,0.249450171,-0.183419625,-1.297191413,0.664885141,-0.005344639,0.214356211,-0.077728166,-0.996831879,-0.628665224,-0.129328345,0.247681418,0.422820145,-0.50359655,-0.695009545,-0.42460679,0.509979543,-0.04486886,-0.329518543,-0.972384482,-0.807132562,0.20148263,-1.333876112,-0.728462533,-0.330245735,-0.436655715,0.467727661,0.395886362,-0.506020936,-0.688291459,-1.095615725,2.555898223,-0.542378962,-0.691462122,-0.094265643,-1.405925406,-1.128442316,-0.379164226,-0.891496152,-0.271150553,-0.095870896,-0.275521621,0.681741653,0.759749632,0.889624741,-0.787419351,-0.106837955,-0.478380193,-0.081540347,0.353179395,-1.044687913,-0.379073768,-0.427507253,-0.768515652,-0.443935404,-0.12016417,0.087397263,1.259906014,-0.868513697,0.124029525,-1.170404667,1.990586981,0.435649255,1.273201061,-0.626608623,-0.74201647,-0.350182573
369,108.6,0.071570689,-0.254352184,-1.269384339,0.564002349,-0.149345711,-0.003762226,-0.400865215,-1.021006601,-0.580475365,-0.108895577,0.257888516,0.193639306,-0.533140341,-0.76212447,-0.608663872,0.543736784,-0.158798097,-0.457221335,-1.223543508,-0.83543886,0.048135128,-1.448223459,-0.80289715,-0.399126956,-0.629176566,0.251574803,0.15208328,-0.572832318,-0.647512321,-1.081943578,1.735814851,-0.694279959,-0.732557996,-0.357798038,-1.511137984,-1.29147519,-0.672847141,-1.097216227,-0.415578106,-0.025586526,-0.237564072,0.574279979,0.981038537,0.395804088,-0.785562669,-0.453879647,-0.769905665,0.043662744,0.144759872,-1.192608159,-0.311832139,-0.551120377,-0.88233428,-0.473297008,-0.565310859,0.127112929,1.008109035,-0.997781226,0.126552985,-1.213403735,1.04971832,0.401027891,1.253958123,-0.862127969,-0.693080176,-0.212058359
