ix,mw,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66
65,18.7,-1.100462001,1.232994453,-13.48520793,-9.990558578,-1.470075284,-1.167582224,0.530591286,-9.657258321,-1.855293329,0.03544508,0.762323229,-3.775106169,-2.121273242,-3.568545684,-0.045862083,3.526545904,-0.236786912,0.534365312,-17.30884164,-6.599839532,-4.464899172,-0.957088803,-1.409561912,1.197943886,-2.942124887,-1.322298544,-3.301741673,-6.260781204,-2.685707848,-1.261525363,-1.343577917,-10.58929798,-3.753452946,-8.982764496,-6.843401245,0.919784863,-18.3664126,-4.344461896,-11.99612473,-0.668446626,-15.11554778,-0.24471266,0.775545495,-0.080284408,0.215930856,-12.97543052,-3.552711494,0.589476749,0.54160484,-0.218225249,4.453542956,-3.248195323,-0.214018326,-0.841665488,-0.175020905,1.48531714,-0.07667338,-1.569161422,0.197527451,-1.814143293,-0.377884364,-3.081643952,1.222999269,-2.21380463,0.253548865,-1.473546702
66,18.8,-1.866740555,0.481692348,-14.54634792,-12.33845456,-2.865679716,-1.397927859,0.193135388,-11.5494678,-2.054811145,-1.031592311,0.455511884,-7.284692789,-3.139785922,-4.033002677,-0.523997551,3.248866519,-1.286970956,-0.249748476,-16.45299896,-6.979380404,-4.938846891,-0.771926517,-2.04180099,0.743498969,-4.145758657,-3.335451632,-2.857443704,-6.889466041,-3.485499188,-1.904192478,-2.707561011,-11.51155409,-5.61289221,-10.36659088,-7.633910254,0.632375483,-18.2049694,-3.729337372,-12.33071897,-0.672411175,-14.94578366,-0.703919645,0.73406051,-0.755894957,-0.673643621,-13.06564606,-3.411330394,0.838329147,-0.173856705,-0.911614985,4.55798124,-3.172610201,-0.492883286,-0.495118951,-0.507587155,1.198814361,-0.378934883,-0.549229555,0.037869752,-1.851051217,-0.695637392,-3.284087915,-0.507101113,-3.43464665,-0.489433978,-1.538881562
67,19,-2.289140383,-0.013700926,-15.24646503,-14.27833842,-4.053241181,-1.516479857,-0.273529049,-13.1365114,-2.187930085,-1.782755277,0.028417019,-10.22141091,-3.691171106,-4.315027269,-0.818925639,2.87790864,-2.088188325,-0.633090932,-15.35111308,-7.144238253,-5.274805174,-0.4421407,-2.530991177,0.750619682,-5.233035029,-4.997441393,-2.041956478,-7.246941801,-3.988206161,-2.240428903,-3.698034652,-12.06133032,-6.688930628,-11.49590889,-8.10957034,0.51990012,-17.81593774,-2.938308012,-12.41049357,-0.634708842,-14.64287471,-0.888442469,1.053928725,-1.027007243,-1.302828159,-12.90776033,-3.337876855,0.981167431,-1.042720894,-1.32913373,4.744905068,-2.874914815,-0.712688942,-0.405534011,-0.690197413,0.59443004,-0.607511674,-0.148589979,0.00818613,-1.820862626,-0.984590679,-3.457166666,-2.019351548,-3.824577211,-1.029257489,-1.598913307
68,19.2,-2.363016257,-0.27452032,-15.6200723,-15.71753633,-4.88780599,-1.534825327,-0.745477469,-14.38589236,-2.265561234,-2.117996296,-0.379217175,-12.32769052,-3.8236944,-4.434066949,-0.951865782,2.449048608,-2.641864419,-0.848943171,-14.22933039,-7.201353196,-5.496602283,0.019569644,-2.764606336,0.937246263,-6.051404668,-6.422957928,-1.160562262,-7.397935398,-4.207519317,-2.421222658,-4.347379774,-12.30752437,-7.354520046,-12.33975777,-8.315419972,0.537469629,-17.24785162,-2.098837213,-12.136366,-0.491316586,-14.17454222,-0.848545146,1.692925533,-1.011689804,-1.511455133,-12.42125077,-3.194219876,1.074421248,-1.802108314,-1.435929815,4.925957229,-2.38850875,-0.836578431,-0.44362948,-0.678782421,-0.145796925,-0.748626605,-0.743520885,0.024336728,-1.651738037,-1.136449426,-3.700503518,-2.987268003,-3.622035497,-1.27822409,-1.577550256
69,19.3,-2.153976889,-0.309966623,-15.53084013,-16.56898046,-5.321381434,-1.409353694,-1.114931266,-15.20625021,-2.365081735,-2.047857536,-0.622229757,-13.57674297,-3.633400621,-4.416018851,-1.007894209,2.07089779,-2.942364759,-0.948177971,-13.25410152,-7.10078292,-5.611385547,0.504582175,-2.733504758,0.952046551,-6.494635115,-7.636778822,-0.611244133,-7.466539735,-4.219464898,-2.561020158,-4.789459861,-12.4004829,-7.833958297,-13.01848062,-8.433766197,0.564200792,-16.58713177,-1.438306913,-11.60130753,-0.331949255,-13.60563772,-0.711100117,2.368170575,-0.808084031,-1.35672788,-11.60295926,-2.813535694,1.20168116,-2.270281162,-1.28383782,5.146217258,-1.879063089,-0.828799412,-0.398352487,-0.543312804,-0.843765353,-0.640067985,-1.645197815,0.072684832,-1.409095376,-1.090219528,-3.877938239,-3.39428121,-3.414232276,-1.228413941,-1.427281161
70,19.5,-1.926425564,-0.112745798,-14.9244454,-16.74173995,-5.37616894,-1.208407222,-1.328320995,-15.47767638,-2.582654434,-1.72688704,-0.584614341,-14.03892625,-3.113286422,-4.342259357,-1.10724881,1.801981054,-3.035816192,-0.780375687,-12.54261544,-6.824402874,-5.634904288,0.914919505,-2.568805706,0.650768887,-6.632209511,-8.615620927,-0.575594113,-7.607451103,-4.166248422,-2.708961641,-5.165637729,-12.42648284,-8.074481381,-13.60438286,-8.661433835,0.457605593,-15.89383774,-0.976057535,-11.08208174,-0.267005601,-13.09400288,-0.647817969,2.669018943,-0.520259554,-1.16315391,-10.57427601,-2.345038808,1.455684655,-2.506578555,-0.970831267,5.563616133,-1.474842237,-0.85302481,-0.283531703,-0.446638649,-1.358744656,-0.316577304,-2.090757165,0.098975741,-1.223252519,-0.882399879,-3.872351095,-3.399664657,-3.660511527,-1.000868085,-1.174725503
71,19.7,-1.936541873,0.25014142,-14.12525341,-16.32210865,-5.140726069,-1.003832904,-1.386656871,-15.22537885,-2.920120584,-1.425812857,-0.358085071,-13.90507912,-2.199307287,-4.237458017,-1.340373715,1.568528317,-3.015453129,-0.520701076,-12.14269251,-6.461172557,-5.633392898,1.139380679,-2.475151578,0.270485424,-6.660188873,-9.265304117,-0.942678042,-7.926938387,-4.213774142,-2.889254131,-5.632778755,-12.50793023,-7.91266205,-14.11164901,-9.097102948,0.121413531,-15.45577896,-0.592996166,-10.64879634,-0.400807154,-12.73920647,-0.778144726,2.388634402,-0.319468663,-1.109545463,-9.515633788,-2.002311148,1.90245423,-2.671550662,-0.677741892,6.138025756,-1.178766061,-0.958118006,-0.254956982,-0.477998625,-1.591265365,-0.002333348,-2.115775975,0.030653393,-1.206421639,-0.661656242,-3.769707887,-3.170196393,-4.363417912,-0.796980574,-0.95900476
72,19.9,-2.192269083,0.689137971,-13.66005337,-15.673133,-4.760050281,-0.853855952,-1.338472649,-14.73045769,-3.289881567,-1.252531438,-0.222200378,-13.57636728,-0.899545071,-4.072114069,-1.703321025,1.290245466,-2.98614197,-0.349407969,-12.07730174,-6.087323274,-5.700981993,1.075115759,-2.571142241,0.172824924,-6.787204067,-9.51551799,-1.494343587,-8.422179775,-4.433908252,-3.103613341,-6.265886061,-12.72009328,-7.454810998,-14.56449602,-9.758438159,-0.468635526,-15.73372775,-0.325227591,-10.34076278,-0.796776106,-12.48895434,-1.12157871,1.60079794,-0.335472625,-1.244542241,-8.568669435,-1.606957998,2.501102852,-2.855663172,-0.649048088,6.593921921,-0.908617276,-1.099719504,-0.371587414,-0.61371414,-1.580686064,0.155345319,-2.249069925,-0.13029003,-1.37465594,-0.592644382,-3.714664951,-2.997912305,-5.110633411,-0.741546687,-0.801359418
73,20,-2.555830184,1.136535668,-13.85067214,-15.35593699,-4.496051703,-0.882551372,-1.161109014,-14.23581344,-3.642171697,-1.23229861,-0.153301973,-13.57673896,0.585926876,-3.918450839,-2.093504931,0.901065341,-3.013634848,-0.405428664,-12.36812694,-5.734402926,-5.86815135,0.732435739,-2.792787183,0.255219518,-7.13389836,-9.548807833,-2.083904071,-9.011321568,-4.703597398,-3.359679618,-6.939146221,-13.06407426,-7.087496177,-15.00846161,-10.56461024,-1.041442289,-15.93602285,-0.324910108,-10.24957952,-1.363653443,-12.294394,-1.623145718,0.498875447,-0.564697558,-1.607113161,-7.769532169,-0.997984384,3.188322656,-3.058965238,-1.013576285,6.97966825,-0.581513288,-1.205079533,-0.554577432,-0.820300368,-1.526245485,0.109775278,-2.690521347,-0.359109773,-1.623963743,-0.608241703,-3.905291203,-2.939504988,-5.651623295,-0.788412797,-0.585754969
74,20.2,-2.862963757,1.477349829,-14.69744284,-15.62742765,-4.517702198,-1.057734639,-0.857175973,-13.86702274,-4.004272833,-1.560997593,-0.144378301,-14.1193805,1.830878791,-3.914559794,-2.434950994,0.408799708,-3.102132243,-0.794311388,-12.84729081,-5.476263079,-6.074183281,0.183688929,-2.992828949,-0.017628753,-7.664598076,-9.676478312,-2.651142281,-9.609356449,-4.737596971,-3.731907194,-7.546991303,-13.5083349,-7.130110294,-15.54236859,-11.43413617,-0.832862925,-15.11853456,-0.513439798,-10.11970014,-1.964920936,-12.11054036,-2.183995971,-0.67710065,-1.000994649,-2.196765723,-7.066751088,-0.408157543,3.745697928,-3.211102985,-1.631681182,7.46082427,-0.176583514,-1.213681035,-0.72949128,-1.042025933,-1.627469958,-0.188183884,-3.144656604,-0.632665148,-1.874771399,-0.413823236,-4.296616292,-3.050307722,-6.353638181,-0.862951352,-0.163222051
75,20.4,-3.264879177,1.418263623,-15.94106089,-16.34100212,-4.642156003,-1.3695264,-0.48088305,-13.90709183,-4.385530922,-2.287777053,-0.128795509,-15.14297045,2.291643061,-4.115329769,-2.79019808,-0.073036157,-3.241487482,-1.502890957,-13.2858922,-5.403231099,-6.318713343,-0.42241761,-2.995705485,-0.347281927,-8.252356723,-10.02532113,-3.145522305,-10.20805116,-4.36120381,-4.169224067,-8.21908341,-14.02790438,-7.685376973,-16.16208631,-12.28661129,-0.714128256,-14.12720011,-0.633499964,-9.850923398,-2.578453305,-12.00931517,-2.743377704,-1.746183229,-1.563758721,-2.923148323,-6.402820541,-0.236560645,4.090652815,-3.24997702,-2.30990383,7.972332827,0.258073909,-1.09202764,-0.966672961,-1.263553092,-1.885393842,-0.572699812,-3.626764883,-0.879573535,-2.131847532,-0.008608543,-4.643725358,-3.487920772,-7.171360689,-1.020894926,0.40355383
76,20.6,-3.846814843,0.577331823,-17.36407581,-17.20476043,-4.534242339,-1.737170416,-0.204285136,-14.64807918,-4.729283754,-3.191071163,-0.122026217,-16.3443337,1.585240354,-4.47229478,-3.159418155,-0.389148753,-3.457459195,-2.472314637,-13.45225413,-5.583314184,-6.641513039,-0.924283917,-2.8003752,-0.886886967,-8.856381863,-10.50893508,-3.489436524,-10.83952335,-3.955646498,-4.568064885,-9.073870932,-14.49164001,-8.585042968,-16.8280383,-13.05083357,-1.427963058,-14.12893159,-0.597983434,-9.487394065,-3.204392585,-11.93883414,-3.298090242,-2.616011467,-2.098522942,-3.39978781,-5.731016852,-0.661469043,4.456492821,-3.28742427,-2.999399041,8.3692849,0.578142409,-0.885676067,-1.100156634,-1.426578338,-2.251218224,-0.940487436,-4.174355747,-1.092501844,-2.425190403,0.431707807,-4.94593855,-4.237310391,-7.931153745,-1.384302374,0.98484284
77,20.7,-4.468281505,-0.698344102,-18.83801049,-18.16749529,-4.11986356,-2.060743843,-0.157060556,-16.09126838,-4.971886699,-4.008951119,-0.301928658,-17.50315069,-0.238015745,-4.69516818,-3.529754255,-0.710729572,-3.894261075,-3.520274265,-13.23005488,-5.19967362,-7.039631575,-1.31467632,-2.822427101,-1.423065304,-9.48858746,-11.01680922,-3.770975273,-11.2986718,-4.239529296,-4.804615023,-9.998920216,-14.65230591,-9.475982663,-17.40418728,-13.55119821,-2.814317069,-15.35966506,-0.441713271,-9.148207495,-3.617020272,-11.82231,-3.850034061,-3.19419919,-2.542054373,-3.432018274,-4.966694274,-1.253518693,4.721607606,-3.516918477,-3.673096674,8.393384612,0.62345251,-0.79197222,-1.056094152,-1.452861933,-2.761395016,-1.272913197,-4.558304884,-1.337054602,-2.627199729,0.563701693,-5.296496324,-5.187549799,-8.599032897,-1.985624469,1.082733421
78,20.9,-4.859372928,-1.75768307,-20.01963768,-19.27933078,-4.0269753,-2.176685782,-0.468259302,-17.61698184,-5.111795867,-4.605736781,-0.732026615,-18.58391049,-2.350927506,-4.708669586,-3.870408566,-1.097131433,-4.402256392,-4.133349789,-12.77936134,-4.057726489,-7.361664383,-1.707838881,-3.255423167,-1.920612065,-10.05326877,-11.58597378,-4.131935885,-11.44319587,-5.392900187,-4.777651338,-10.65813789,-14.41431337,-10.08941447,-17.70544679,-13.5759519,-3.830416716,-16.55220462,-0.398020189,-8.778478437,-3.923125085,-11.58886283,-4.332572672,-3.433946346,-2.661149619,-3.520057213,-4.053789658,-1.64205785,5.054416376,-3.910411326,-4.197832401,8.35908735,0.504961943,-1.019566649,-0.867525194,-1.373077848,-3.299160269,-1.598535494,-4.787442071,-1.62152367,-2.735137788,0.242630479,-5.700284909,-6.045001149,-9.01842942,-2.672760518,0.660252259
79,21.1,-4.961396001,-2.446879406,-20.78104294,-20.43771424,-4.801534246,-2.167817964,-1.022636869,-18.63936712,-5.14380874,-5.029049627,-1.244628884,-19.55787263,-4.143270264,-4.634074996,-3.979766361,-1.586960113,-4.803881366,-4.371241304,-12.26956416,-2.606832158,-7.714930926,-1.925541063,-3.985515616,-2.428897734,-10.55050366,-12.20817308,-4.429551057,-11.20022164,-6.844043521,-4.565771501,-10.78291419,-13.87962688,-10.3803355,-17.68085606,-13.25944247,-3.922906299,-16.32660062,-0.219977005,-8.084991183,-4.110655634,-11.23298022,-4.730325107,-3.495677008,-2.580984182,-3.965361738,-2.882986454,-1.573765495,5.234316186,-4.38466919,-4.293420179,8.701403755,0.540064034,-1.551180427,-0.745546256,-1.14852985,-3.714121737,-1.946520776,-4.676921475,-1.783132179,-2.735063682,-0.427175985,-5.937769972,-6.472853375,-9.18896957,-3.335225839,-0.03740901
80,21.3,-4.96255491,-2.888445332,-21.30894723,-21.40288881,-6.138936344,-2.212140442,-1.688276322,-19.0509581,-5.045387603,-5.213615989,-1.672571875,-20.22147543,-5.307125747,-4.61021769,-3.954174709,-2.013964695,-5.071555059,-4.467229782,-11.68113434,-1.533498527,-7.969111646,-1.986757952,-4.631815618,-2.79085412,-10.89744909,-12.75909718,-4.513597717,-10.73123882,-7.970319804,-4.326342224,-10.47086459,-13.26208016,-10.43655324,-17.30201379,-12.82582849,-3.722809723,-15.99858615,0.009987981,-7.292140416,-4.150242811,-10.83926961,-4.965122357,-3.37684606,-2.380356855,-4.444224781,-1.440740387,-1.324860535,5.184690795,-4.631215488,-3.895585816,9.255184444,0.767898524,-2.181823293,-0.834196358,-0.797709789,-3.934172949,-2.217307512,-4.32505788,-1.745540605,-2.647833238,-1.262426009,-5.863904766,-6.534037154,-9.194747285,-3.877093447,-0.627665535
81,21.5,-4.947194581,-3.162607625,-21.43503729,-22.03471268,-7.386300442,-2.315652376,-2.280114727,-19.08067426,-4.860676864,-5.21671146,-1.961466731,-20.33685866,-5.966005764,-4.417970908,-3.911130371,-2.363881436,-5.202935188,-4.527454285,-11.05751012,-1.36798133,-7.436184345,-1.991400109,-4.888710769,-2.981871359,-11.09059359,-13.18344026,-4.332079439,-10.32560709,-8.535626531,-4.130081754,-9.949106089,-12.6813558,-10.36841859,-16.67294973,-12.49686861,-3.565915594,-15.72364133,0.126075659,-6.719600833,-4.066547056,-10.42167958,-4.990478475,-3.180482363,-2.01685713,-4.521485954,0.142775573,-1.07248303,5.037396331,-4.336436262,-3.173074068,10.19464738,1.043341147,-2.63403451,-1.081457764,-0.378600395,-3.917435948,-2.310424495,-3.935511247,-1.527956393,-2.503088813,-1.921710229,-5.652238679,-6.33466792,-9.070258333,-4.227013863,-0.905904112
82,21.6,-4.813568401,-3.299058262,-21.10346825,-22.24385459,-8.065371315,-2.410827852,-2.634106248,-18.97030547,-4.682334372,-5.182715116,-2.12995103,-19.91732388,-6.365396111,-4.02741345,-3.845282003,-2.586496781,-5.184316577,-4.574905046,-10.41739083,-1.865674078,-6.325624309,-1.965094512,-4.858640305,-3.000356279,-11.17896437,-13.47129436,-4.096238104,-10.18307868,-8.639723018,-4.008193679,-9.475617963,-12.12143924,-10.22920211,-15.98768553,-12.35842257,-3.450496252,-15.56888265,0.548386697,-6.529802516,-3.827204145,-9.926225365,-4.858515398,-3.028722092,-1.574542853,-4.25040292,1.767041948,-0.888315534,5.058105392,-3.577731759,-2.374145713,11.3619593,1.219161327,-2.773374378,-1.274751351,0.002872168,-3.68036761,-2.203523927,-3.615652513,-1.256645797,-2.40040396,-2.231058921,-5.405722614,-6.085571519,-8.896504184,-4.346157746,-0.985040657
83,21.8,-4.631175508,-3.359296767,-20.65573867,-22.07126418,-8.106926882,-2.445211336,-2.731061716,-18.8618581,-4.553061713,-5.236616711,-2.240185262,-19.28333352,-6.651375306,-3.359202518,-3.786692866,-2.67136413,-5.070628723,-4.615308258,-9.851493732,-2.310566323,-5.429123461,-1.888646867,-4.739055679,-2.802943601,-11.17730912,-13.56762016,-3.952135047,-10.24732434,-8.54934238,-3.959145074,-9.26761941,-11.42076822,-10.06807297,-15.40473898,-12.33736522,-3.475313106,-15.57026875,1.420380295,-6.60415339,-3.471336592,-9.404198322,-4.637809966,-3.01621109,-1.158452682,-4.181110246,3.314412492,-0.77764035,5.449798574,-2.795561949,-1.791944129,12.49575047,1.328408332,-2.637795,-1.48799582,0.247996329,-3.198853807,-2.056138156,-3.457400685,-1.099996987,-2.395375135,-2.293161706,-5.195601873,-5.895383313,-8.730147441,-4.285843225,-1.056235104
84,22,-4.310378216,-3.444583382,-20.49494681,-21.70690303,-7.787021004,-2.422027866,-2.605166801,-18.68224526,-4.352168364,-5.255145606,-2.371104337,-18.64224523,-6.836184052,-2.624692112,-3.781313554,-2.633496108,-4.914478153,-4.541175829,-9.491441685,-2.297450918,-5.37214467,-1.785594887,-4.677476251,-2.544246805,-11.1163456,-13.45403784,-3.859162624,-9.988497149,-8.434562575,-3.891498835,-9.378845909,-10.21821506,-9.900577539,-14.99001432,-12.17714839,-3.619189914,-15.50775484,2.284154116,-6.788892554,-3.172791778,-8.909611526,-4.368632213,-3.052917794,-0.677554689,-4.282733553,4.651771865,-0.607906777,6.164688878,-2.455642483,-1.560290922,13.41547737,1.309586215,-2.393820216,-1.701324347,0.337791658,-2.494706534,-2.008686205,-3.210313889,-1.107338614,-2.46610411,-2.338286541,-5.062398928,-5.757631156,-8.491734418,-4.182569511,-1.157682597
85,22.2,-3.564594153,-3.587421684,-20.60598266,-21.30266393,-7.317898461,-2.384119783,-2.361825853,-18.37972504,-3.834340311,-5.086642416,-2.523407086,-18.01255975,-6.86197614,-1.96164733,-3.83775876,-2.522525327,-4.705461998,-4.296460363,-9.274681918,-1.752676286,-5.966250217,-1.49033672,-4.716426052,-2.410641175,-11.11282812,-13.20425889,-3.762935109,-8.904962787,-8.442886862,-3.612272477,-9.569241532,-7.849878196,-9.556727766,-14.52774738,-11.30200609,-3.645451734,-14.99531891,2.657887258,-6.92598606,-3.027353559,-8.381284626,-4.068023372,-2.916122154,0.184597053,-3.947089221,5.739517501,-0.181263365,6.630604132,-2.742778573,-1.485073329,14.06367775,1.04911662,-2.22298926,-1.870531397,0.334071888,-1.798184677,-2.062316703,-2.092686286,-1.218431958,-2.501277358,-2.469924445,-5.0684716,-5.543400561,-7.902963702,-4.154221176,-1.330654528
86,22.4,-1.867517059,-3.509669199,-20.44835806,-20.97954283,-6.838801455,-2.343381154,-2.140265674,-17.8056876,-2.879922068,-4.585771918,-2.667058533,-17.10644301,-6.650553539,-1.120709936,-3.857645683,-2.391759934,-4.43426878,-3.813803276,-8.891647217,-0.550711277,-6.394827072,-0.844577192,-4.717246012,-2.418759199,-11.22144123,-12.94523528,-3.707177298,-6.995669841,-8.526840772,-2.986107203,-9.337268416,-4.35778972,-8.577152168,-13.25372462,-9.352271276,-3.25897693,-13.61802077,2.557498938,-6.770145995,-2.94290073,-7.530729869,-3.685758109,-2.525347692,1.96906055,-2.785948413,6.67620429,0.470733253,6.679465564,-3.417123095,-1.017213648,14.8347137,0.590633288,-2.193033322,-1.984692806,0.259500406,-1.306740817,-2.169231874,0.753591943,-1.342762663,-2.340661988,-2.600731114,-5.272490352,-4.973427854,-6.517486967,-4.055265991,-1.495792168
87,22.6,0.92699911,-3.170601012,-19.3578038,-20.45606892,-6.412016928,-2.212250156,-1.998874974,-16.86115491,-1.75117182,-3.675967552,-2.772358108,-15.11049118,-6.088546646,0.288195558,-3.650622383,-2.277244633,-4.050348057,-3.02490319,-8.163221695,0.984208735,-6.228340565,0.169144253,-4.227270171,-2.428011699,-11.3284978,-12.80927884,-3.716057491,-4.813190438,-8.343942127,-2.204207298,-8.244337974,-0.645164965,-6.416904529,-10.08048024,-6.717214989,-2.265722404,-11.42073991,2.464694004,-5.993444373,-2.67551592,-6.108226806,-3.035574281,-1.962010103,4.783382862,-0.994748674,7.598024192,0.968226035,6.569607889,-3.827440481,0.456576582,16.50215511,0.074654477,-2.260754334,-2.150535326,0.125405995,-1.092150972,-2.263826622,5.268220637,-1.389201376,-1.869208778,-2.66229095,-5.562732363,-3.655927065,-4.016541175,-3.566065146,-1.452118427
88,22.8,4.175038508,-2.674290843,-17.58371416,-19.05559843,-5.822057186,-1.820901857,-1.892499742,-15.6511675,-0.998151866,-2.498806303,-2.795747111,-10.72898803,-4.995188708,2.253482647,-3.174833864,-2.134716721,-3.275658024,-1.97161798,-7.133270314,2.523236874,-5.823530991,1.280149774,-2.797587235,-2.023656709,-11.15078045,-12.83697152,-3.593255344,-3.204639062,-7.522608067,-1.7353353,-6.340770452,2.009117557,-3.14348065,-4.64312516,-4.489778545,-0.879122075,-9.239956644,2.918616425,-5.100218986,-1.839784986,-4.323982336,-1.903699862,-1.450209958,7.939566069,1.146757013,8.623657087,1.048869363,6.697148966,-3.415172655,3.073612741,19.66828808,-0.356827073,-2.292523445,-2.440663143,0.040839694,-0.949154302,-2.198523769,9.653087798,-1.252957643,-1.199048472,-2.572534325,-5.605901525,-1.35613828,-0.986265809,-2.463959033,-1.111378044
89,22.9,6.579134104,-2.179744038,-16.13683067,-15.93591116,-4.666222604,-1.134100337,-1.706952366,-14.51792424,-1.083756781,-1.392720411,-2.651711875,-3.309628688,-3.476369898,4.465515226,-2.645136787,-1.825976142,-1.944814382,-0.876131312,-6.43108469,3.576001902,-5.362106282,1.933158616,-0.440098587,-0.799302683,-10.43134138,-12.91358078,-3.142845217,-2.791998987,-6.0817952,-1.770628845,-4.379548736,2.741078268,-0.027216824,1.662108193,-3.7060502,0.244819551,-8.115648836,3.420194583,-4.159589467,-0.394783856,-2.930529184,0.274158058,-0.856749355,10.10281878,3.510918204,9.603544878,0.811675092,7.440135874,-1.988235709,6.025242922,23.83409503,-0.627381083,-2.178820411,-2.84533804,0.032887811,-0.500095899,-1.754771764,11.53722665,-0.916385749,-0.632136166,-2.219947696,-5.344320225,1.55446635,1.301098817,-0.946012005,-0.589848376
90,23.1,7.057299834,-1.843431818,-15.70514183,-10.76209435,-2.677713643,-0.160148511,-1.330735579,-13.83973686,-1.78881084,-0.821777459,-2.272467436,5.404234618,-2.306362356,6.042632597,-2.366171811,-1.244524782,-0.277757558,-0.089700372,-6.438358237,3.644908534,-4.739834357,1.819837156,2.071848821,1.167632577,-9.173514247,-12.81899976,-2.510872549,-3.490760439,-4.569560205,-2.047354706,-3.443864449,1.549094228,1.075668515,5.35229687,-4.436292353,0.571005805,-8.432348845,3.1730388,-2.882598396,1.193202129,-2.522465589,3.380127098,-0.109646393,10.15767867,5.421574681,10.14318167,0.268066126,8.862285799,-0.250699066,7.830371183,27.21136578,-0.780550269,-1.740079098,-3.241599127,0.008070171,0.512340481,-0.965596823,10.00464344,-0.470705821,-0.552925442,-1.633224461,-4.934319465,3.952331234,1.519837606,0.386034616,-0.173011134
91,23.3,5.663660385,-1.755830589,-16.10502183,-4.570803293,-0.119090694,0.596426831,-0.739482918,-13.78044293,-2.509392056,-1.025074291,-1.650647542,11.3999885,-1.898229501,6.051356788,-2.464656715,-0.43828208,1.070767261,0.08051594,-6.896940107,3.08356449,-4.125365479,1.108244815,3.510978187,3.22030856,-7.724132965,-12.36742885,-1.989439151,-4.581876764,-3.675986407,-2.324647752,-3.788081872,-0.767600472,-0.086532329,4.796071861,-5.848945463,0.182074103,-9.618419244,2.743021838,-1.918883509,2.159309826,-3.048702057,6.036714311,0.391685832,8.175227531,5.588707839,10.0094703,-0.485627208,10.50253858,0.796831693,7.425146282,28.06694513,-0.943533329,-1.156926131,-3.490674224,-0.137162619,2.2731969,-0.318056748,6.198505478,-0.089396542,-1.110760559,-1.093905314,-4.579822729,4.739584808,-0.144445122,0.894447809,-0.077324118
92,23.5,3.488065672,-1.889080579,-16.90979457,0.270591691,2.100373004,0.916457262,-0.006478242,-14.16294646,-2.984314542,-1.744659292,-0.913966403,11.35961723,-2.106295636,4.564364871,-2.803152571,0.362769676,1.615457905,-0.406788022,-7.407785123,2.528766588,-3.807456173,0.182669717,3.177533226,4.438201996,-6.597499992,-11.57225737,-1.614795095,-5.319718476,-3.680325323,-2.535199246,-4.788684608,-3.131847557,-2.337453349,1.347168352,-7.121144692,-0.459089559,-10.76622534,2.396731609,-2.147684233,1.870456395,-3.949036085,7.017660994,0.32533474,5.320424179,3.542633133,9.318564578,-1.32141773,11.63095611,0.570733003,5.134202359,26.36050634,-1.205036018,-0.708804694,-3.651119717,-0.445757261,4.608376425,-0.341073772,2.207132725,0.043480557,-2.040931392,-0.997518931,-4.584257504,3.793430094,-2.487559241,0.457353793,-0.237328289
93,23.7,1.68590083,-2.131045489,-17.51949063,1.477908912,2.978428435,0.640352872,0.719800575,-14.64792188,-3.250364526,-2.546102058,-0.37241158,5.7749679,-2.520941872,2.395965917,-3.133818379,0.829172438,1.349540142,-1.253194218,-7.855325103,2.106912665,-3.928274864,-0.563411633,1.611057697,4.254637926,-6.134144946,-10.71732569,-1.302336907,-5.47476874,-4.250487649,-2.677585209,-5.662176334,-4.893268225,-4.343194913,-2.57612881,-8.027999706,-0.967389564,-11.47777963,2.273476108,-3.537810444,0.455982752,-4.57228768,6.057773933,-0.222297546,2.819773372,0.464390777,8.366446299,-2.013424608,11.77655062,-0.681553884,2.331779735,23.73017881,-1.53215792,-0.606013648,-3.860483246,-0.772527122,6.475748789,-1.066375041,-0.613655377,-0.127913657,-2.957752731,-1.462737534,-5.063869579,1.896204807,-4.462563644,-0.385128674,-0.478584703
94,23.9,0.689098832,-2.320278553,-17.68198895,-1.334176765,2.29681491,0.05818324,1.236353452,-15.07667776,-3.477379737,-3.161111465,-0.2628995,-1.483803966,-2.850418168,0.478858781,-3.311233773,0.7850583,0.757419457,-2.009388398,-8.199906787,1.712092954,-4.353857712,-0.9952216,0.084492364,3.00389286,-6.225088007,-10.20235844,-1.067111437,-5.294938809,-4.744383917,-2.745426881,-6.093954014,-6.176889819,-5.673475573,-5.38003781,-8.822362583,-1.212346207,-11.84619394,2.350864111,-5.118352229,-1.243759653,-4.811032634,3.900695856,-0.90042477,1.075565416,-2.122074982,7.492545586,-2.516827218,11.02909831,-2.222630816,0.149311353,21.81836438,-1.807261497,-0.810564305,-4.11221679,-0.925479887,6.738202293,-2.079429823,-2.299585099,-0.415487727,-3.603784058,-2.151787543,-5.81763624,-0.003217671,-5.71019402,-1.061227266,-0.714436442
