Sample,Molecular Weight,Fluorescence,
D2827,10.0,15.919846737696044
D2827,10.1,14.395063716813892
D2827,10.2,13.173827025162165
D2827,10.3,8.8292898423753936
D2827,10.4,-0.051987930166767171
D2827,10.6,-8.5447643301180332
D2827,10.7,-11.635060884110434
D2827,10.8,-11.758512436475787
D2827,10.9,-10.396656410310389
D2827,11.1,-9.2222940421513755
D2827,11.2,-8.9848871468055336
D2827,11.3,-8.9156281534797621
D2827,11.4,-8.4252080650786123
D2827,11.6,-6.881561472791649
D2827,11.7,-6.1969326478777873
D2827,11.8,-7.1025539214965132
D2827,12.0,-8.6950964844478182
D2827,12.1,-10.178618771587335
D2827,12.2,-10.836763504769907
D2827,12.3,-10.03067319236613
D2827,12.5,-7.6807543023673484
D2827,12.6,-4.2718605617208549
D2827,12.8,-1.0160674354385528
D2827,12.9,1.6682071890172212
D2827,13.0,3.2245580335082211
D2827,13.2,3.6913919059421381
D2827,13.3,3.3653669290494417
D2827,13.4,2.5124961887144934
D2827,13.6,1.3126107223079186
D2827,13.7,-0.055449973723550983
D2827,13.9,-1.4080603605741762
D2827,14.0,-2.3638296705116115
D2827,14.1,-3.0622333735878011
D2827,14.3,-3.7320817747770225
D2827,14.4,-4.3061083219779341
D2827,14.6,-4.3173569606897653
D2827,14.7,-2.9065174705857726
D2827,14.9,1.3326436561467485
D2827,15.0,9.5983554864050884
D2827,15.2,20.242281458079717
D2827,15.3,31.426406148243949
D2827,15.5,41.104475680052978
D2827,15.6,47.876364712596207
D2827,15.8,50.991505894127656
D2827,15.9,50.041435578819559
D2827,16.1,44.792906098884806
D2827,16.2,35.117130507933659
D2827,16.4,23.398181230076489
D2827,16.6,12.317980558627028
D2827,16.7,3.6024916747671716
D2827,16.9,-2.06636239901766
D2827,17.0,-4.9164024798431392
D2827,17.2,-5.756102954698135
D2827,17.4,-5.5628291218632313
D2827,17.5,-4.93182361703485
D2827,17.7,-4.7685347462056926
D2827,17.8,-4.7513694384678846
D2827,18.0,-4.9817418425656035
D2827,18.2,-5.2795190661812264
D2827,18.3,-5.5052463159005969
D2827,18.5,-5.4422508078401366
D2827,18.7,-4.4715383068702668
D2827,18.8,-2.2658405230509313
D2827,19.0,-0.53360743929672649
D2827,19.2,-0.23534003855988075
D2827,19.3,-0.826772719043557
D2827,19.5,-1.1611562416084702
D2827,19.7,-0.87301896539800339
D2827,19.9,-0.66659845674349616
D2827,20.0,-1.4323240216915283
D2827,20.2,-2.3705859121562436
D2827,20.4,-2.870971792962977
D2827,20.6,-3.0582018210868935
D2827,20.7,-3.0688825611550206
D2827,20.9,-2.8724713762903247
D2827,21.1,-2.4767858616941547
D2827,21.3,-2.0101666709244941
D2827,21.5,-1.5975599198603925
D2827,21.6,-1.0444358442055264
D2827,21.8,0.32484087332020262
D2827,22.0,2.685698173708821
D2827,22.2,4.6845698265088949
D2827,22.4,5.0561327114518253
D2827,22.6,3.522424033245489
