group,variable,value
Periimplantitis,65,797.7436034
Periimplantitis,65,17.52457731
Periimplantitis,65,20.8438902
Periimplantitis,65,180.1476397
Periimplantitis,65,299.3073002
Periimplantitis,65,49.78590175
Periimplantitis,65,563.2320097
Periimplantitis,65,120.4875179
Periimplantitis,65,110.7136305
Periimplantitis,65,26.82874624
Periimplantitis,65,789.4820572
Healthy,65,157.8309987
Healthy,65,202.3863458
Healthy,65,324.5802981
Healthy,65,19.44711674
Healthy,65,83.67275563
Healthy,65,755.7534117
Healthy,65,97.59446697
Healthy,65,8.814391126
Healthy,65,248.3702162
Healthy,65,35.23558892
Gisngivitis,65,137.6727046
Gisngivitis,65,3.782988091
Gisngivitis,65,566.7865109
Gisngivitis,65,-9.066393992
Gisngivitis,65,4.68606508
Gisngivitis,65,60.0399004
Gisngivitis,65,-12.61706456
Gisngivitis,65,60.03121463
Gisngivitis,65,109.9352077
Gisngivitis,65,-38.84086548
Mucositis,65,75.20777763
Mucositis,65,204.6262299
Mucositis,65,70.25998914
Mucositis,65,7.68012842
Mucositis,65,329.0725437
Mucositis,65,43.15032209
Mucositis,65,273.6107817
Mucositis,65,364.3456085
Mucositis,65,353.1008312
Mucositis,65,-5.754401574
Mucositis,65,22.03355665
Mucositis,65,224.703246
Mucositis,65,4.241076735
Mucositis,65,83.72479088
Mucositis,65,57.18010802
Periimplantitis,65,188.4961119
Periimplantitis,65,153.6942208
Periimplantitis,65,3.05388949
Periimplantitis,65,714.0034139
Periimplantitis,65,16.84530815
Periimplantitis,65,20.24151447
Periimplantitis,65,147.9722478
Periimplantitis,65,184.3697707
Periimplantitis,65,51.60926127
Periimplantitis,65,411.4847996
Periimplantitis,65,116.6365878
Periimplantitis,65,74.90928314
Periimplantitis,65,27.00129578
Periimplantitis,65,586.3418795
Healthy,66,131.1951136
Healthy,66,115.1116043
Healthy,66,217.2828341
Healthy,66,19.75955505
Healthy,66,54.66306318
Healthy,66,665.1010055
Healthy,66,48.00496069
Healthy,66,7.713147317
Healthy,66,158.4801683
Healthy,66,18.22537141
Gisngivitis,66,79.33409426
Gisngivitis,66,2.511955564
Gisngivitis,66,380.6536654
Gisngivitis,66,-9.193129588
Gisngivitis,66,5.456805845
Gisngivitis,66,64.68265883
Gisngivitis,66,-11.17960162
Gisngivitis,66,59.25639216
Gisngivitis,66,120.7770569
Gisngivitis,66,-38.66791311
Mucositis,66,73.93740956
Mucositis,66,128.5636148
Mucositis,66,42.72698612
Mucositis,66,8.988631991
Mucositis,66,199.460454
Mucositis,66,42.60512697
Mucositis,66,183.4129001
Mucositis,66,228.7247778
Mucositis,66,267.0071544
Mucositis,66,-6.127576601
Mucositis,66,26.64075419
Mucositis,66,254.7253395
Mucositis,66,3.545572683
Mucositis,66,56.54282794
Mucositis,66,62.67216616
Periimplantitis,66,131.6747271
Periimplantitis,66,89.22351794
Periimplantitis,66,2.261898902
Periimplantitis,66,577.5223955
Periimplantitis,66,18.93892421
Periimplantitis,66,24.21127757
Periimplantitis,66,126.4430806
Periimplantitis,66,106.9677523
Periimplantitis,66,53.84895616
Periimplantitis,66,320.2776441
Periimplantitis,66,116.8235679
Periimplantitis,66,68.54102458
Periimplantitis,66,29.12683216
Periimplantitis,66,399.5649139
Healthy,66,104.5576279
Healthy,66,68.30031649
Healthy,66,166.9640828
Healthy,66,21.0785005
Healthy,66,40.29039692
Healthy,66,531.2268477
Healthy,66,23.13839996
Healthy,66,9.862825824
Healthy,66,93.36866707
Healthy,66,8.505685506
Gisngivitis,66,49.59552835
Gisngivitis,66,2.826756912
Gisngivitis,66,228.9132752
Gisngivitis,66,-9.165931879
Gisngivitis,66,6.519191646
Gisngivitis,66,69.2321265
Gisngivitis,66,-9.343059351
Gisngivitis,66,65.96043034
Gisngivitis,66,133.8020746
Gisngivitis,66,-35.77583933
Mucositis,66,80.41032503
Mucositis,66,84.83630776
Mucositis,66,31.7309731
Mucositis,66,12.09724353
Mucositis,66,118.2123407
Mucositis,66,44.89854642
Mucositis,66,106.0954939
Mucositis,66,150.5283671
Mucositis,66,213.3156928
Mucositis,66,-6.655507067
Mucositis,66,32.8797638
Mucositis,66,290.0921462
Mucositis,66,3.75862408
Mucositis,66,38.79687746
Mucositis,66,67.56256785
Periimplantitis,66,98.49043733
Periimplantitis,66,48.65033341
Periimplantitis,66,2.721650381
Periimplantitis,66,414.75849
Periimplantitis,66,22.17952485
Periimplantitis,66,31.49772215
Periimplantitis,66,114.8984004
Periimplantitis,66,65.16669776
Periimplantitis,66,56.22532671
Periimplantitis,66,284.8713565
Periimplantitis,66,119.5742798
Periimplantitis,66,78.42381457
Periimplantitis,66,32.50012704
Periimplantitis,66,250.1898101
Healthy,66,86.96318625
Healthy,66,46.8545919
Healthy,66,151.3831638
Healthy,66,23.29166011
Healthy,66,36.06883076
Healthy,66,382.8909629
Healthy,66,12.43957382
Healthy,66,14.02136489
Healthy,66,55.90022134
Healthy,66,3.979166628
Gisngivitis,66,36.35110615
Gisngivitis,66,4.341690166
Gisngivitis,66,127.9127048
Gisngivitis,66,-9.033184488
Gisngivitis,66,7.767210753
Gisngivitis,66,73.61718993
Gisngivitis,66,-8.432624306
Gisngivitis,66,77.3965846
Gisngivitis,66,148.0490832
Gisngivitis,66,-33.81380506
Mucositis,66,92.41788963
Mucositis,66,64.14687701
Mucositis,66,28.79441529
Mucositis,66,16.42015187
Mucositis,66,75.22550978
Mucositis,66,49.25831026
Mucositis,66,53.59820555
Mucositis,66,116.6700746
Mucositis,66,191.5116148
Mucositis,66,-7.166405218
Mucositis,66,42.12073234
Mucositis,66,325.3471926
Mucositis,66,4.959239257
Mucositis,66,30.46893546
Mucositis,66,73.14955722
Periimplantitis,66,85.87759681
Periimplantitis,66,27.89447236
Periimplantitis,66,4.083604513
Periimplantitis,66,262.1818446
Periimplantitis,66,26.21726454
Periimplantitis,66,41.88438654
Periimplantitis,66,111.4136569
Periimplantitis,66,46.80344188
Periimplantitis,66,58.75493557
Periimplantitis,66,287.0399226
Periimplantitis,66,124.4742945
Periimplantitis,66,99.16916342
Periimplantitis,66,36.64536204
Periimplantitis,66,148.2927054
Healthy,67,81.5380229
Healthy,67,39.28036457
Healthy,67,154.1338225
Healthy,67,26.25869502
Healthy,67,37.44400734
Healthy,67,249.6801167
Healthy,67,9.023264266
Healthy,67,20.15004033
Healthy,67,38.73890374
Healthy,67,2.192442947
Gisngivitis,67,31.910904
Gisngivitis,67,6.546587581
Gisngivitis,67,71.71845392
Gisngivitis,67,-8.74965184
Gisngivitis,67,9.280420298
Gisngivitis,67,77.76739018
Gisngivitis,67,-8.845199582
Gisngivitis,67,93.54161761
Gisngivitis,67,162.6665467
Gisngivitis,67,-33.18039865
Mucositis,67,109.3316694
Mucositis,67,57.06893187
Mucositis,67,29.92543728
Mucositis,67,21.53410605
Mucositis,67,56.12683757
Mucositis,67,54.96061614
Mucositis,67,24.02548743
Mucositis,67,108.0865624
Mucositis,67,192.8166587
Mucositis,67,-7.352819724
Mucositis,67,53.46274175
Mucositis,67,354.8367887
Mucositis,67,7.105580468
Mucositis,67,27.6358956
Mucositis,67,82.41760724
Periimplantitis,67,85.79627685
Periimplantitis,67,19.59891143
Periimplantitis,67,5.390093237
Periimplantitis,67,148.3217914
Periimplantitis,67,30.9009739
Periimplantitis,67,56.33693189
Periimplantitis,67,114.6368506
Periimplantitis,67,40.72391999
Periimplantitis,67,61.4045104
Periimplantitis,67,309.3162553
Periimplantitis,67,131.0379918
Periimplantitis,67,128.6688429
Periimplantitis,67,41.20512786
Periimplantitis,67,89.62552517
Healthy,67,86.2286557
Healthy,67,38.97977061
Healthy,67,167.5748214
Healthy,67,29.55873651
Healthy,67,41.54596437
Healthy,67,150.9537711
Healthy,67,8.941504605
Healthy,67,28.238527
Healthy,67,32.951348
Healthy,67,1.819797697
Gisngivitis,67,31.0700575
Gisngivitis,67,9.504888898
Gisngivitis,67,44.4993237
Gisngivitis,67,-8.250305631
Gisngivitis,67,10.9590309
Gisngivitis,67,82.39926771
Gisngivitis,67,-8.916992782
Gisngivitis,67,116.2211656
Gisngivitis,67,177.862522
Gisngivitis,67,-32.27306343
Mucositis,67,131.9157951
Mucositis,67,57.5691447
Mucositis,67,33.63073863
Mucositis,67,27.39195829
Mucositis,67,49.7909354
Mucositis,67,61.81106205
Mucositis,67,10.1250451
Mucositis,67,112.9615256
Mucositis,67,208.97831
Mucositis,67,-7.316066199
Mucositis,67,64.70984086
Mucositis,67,376.5426095
Mucositis,67,9.91281202
Mucositis,67,26.93057851
Mucositis,67,101.4191032
Periimplantitis,67,91.65450071
Periimplantitis,67,17.83983368
Periimplantitis,67,6.928598004
Periimplantitis,67,80.34819187
Periimplantitis,67,35.73436978
Periimplantitis,67,76.86183343
Periimplantitis,67,123.7475779
Periimplantitis,67,40.34153773
Periimplantitis,67,63.66398566
Periimplantitis,67,341.2577263
Periimplantitis,67,138.916153
Periimplantitis,67,164.5414689
Periimplantitis,67,46.16489926
Periimplantitis,67,60.94894077
Healthy,67,97.37847636
Healthy,67,42.61532512
Healthy,67,188.4559564
Healthy,67,32.95988535
Healthy,67,47.35250491
Healthy,67,91.02229016
Healthy,67,10.83897812
Healthy,67,38.16290031
Healthy,67,33.02691602
Healthy,67,2.224864244
Gisngivitis,67,32.41775356
Gisngivitis,67,13.30492636
Gisngivitis,67,33.20796413
Gisngivitis,67,-7.233006873
Gisngivitis,67,13.03460402
Gisngivitis,67,88.18717071
Gisngivitis,67,-8.170908997
Gisngivitis,67,148.5675608
Gisngivitis,67,196.1525298
Gisngivitis,67,-30.70829904
Mucositis,67,162.1834859
Mucositis,67,62.97702005
Mucositis,67,39.54337765
Mucositis,67,34.22017412
Mucositis,67,49.55050433
Mucositis,67,70.27225713
Mucositis,67,5.093335004
Mucositis,67,125.4292412
Mucositis,67,234.8642934
Mucositis,67,-7.204786541
Mucositis,67,74.38928657
Mucositis,67,389.3600188
Mucositis,67,13.6001363
Mucositis,67,27.39576442
Mucositis,67,136.9329688
Periimplantitis,67,100.0640563
Periimplantitis,67,18.99258112
Periimplantitis,67,8.966554832
Periimplantitis,67,47.01036798
Periimplantitis,67,40.3028414
Periimplantitis,67,106.6604144
Periimplantitis,67,137.7348729
Periimplantitis,67,42.81905362
Periimplantitis,67,65.01683415
Periimplantitis,67,377.5201296
Periimplantitis,67,147.4765178
Periimplantitis,67,203.7485011
Periimplantitis,67,51.68477601
Periimplantitis,67,49.24440777
Healthy,68,111.6270671
Healthy,68,49.14918796
Healthy,68,215.7817844
Healthy,68,36.23375573
Healthy,68,54.07388074
Healthy,68,62.84712961
Healthy,68,14.26772876
Healthy,68,49.93294675
Healthy,68,35.84480688
Healthy,68,3.013852789
Gisngivitis,68,35.36000182
Gisngivitis,68,18.31389418
Gisngivitis,68,30.37446158
Gisngivitis,68,-6.032134343
Gisngivitis,68,15.23098502
Gisngivitis,68,94.43952192
Gisngivitis,68,-7.166563353
Gisngivitis,68,195.1750007
Gisngivitis,68,222.5588241
Gisngivitis,68,-29.0468008
Mucositis,68,203.4821036
Mucositis,68,71.39010043
Mucositis,68,47.83843123
Mucositis,68,41.78617017
Mucositis,68,52.65504777
Mucositis,68,80.64474781
Mucositis,68,4.734100438
Mucositis,68,142.6171996
Mucositis,68,267.3319665
Mucositis,68,-6.89953881
Mucositis,68,81.47565286
Mucositis,68,389.6771466
Mucositis,68,18.06478215
Mucositis,68,29.39156021
Mucositis,68,192.7659004
Periimplantitis,68,109.538884
Periimplantitis,68,21.46531348
Periimplantitis,68,11.59832482
Periimplantitis,68,33.59827826
Periimplantitis,68,43.96183642
Periimplantitis,68,148.7082314
Periimplantitis,68,155.1453882
Periimplantitis,68,47.2844963
Periimplantitis,68,65.48179661
Periimplantitis,68,414.0450735
Periimplantitis,68,155.8081462
Periimplantitis,68,242.0632429
Periimplantitis,68,57.94261739
Periimplantitis,68,47.97948452
Healthy,68,126.4977229
Healthy,68,58.68892234
Healthy,68,249.295743
Healthy,68,38.68644558
Healthy,68,61.13672333
Healthy,68,52.20433376
Healthy,68,18.77561578
Healthy,68,63.50151752
Healthy,68,40.16374081
Healthy,68,3.985030735
Gisngivitis,68,39.70735056
Gisngivitis,68,24.6109386
Gisngivitis,68,31.78295235
Gisngivitis,68,-3.974584205
Gisngivitis,68,17.99113612
Gisngivitis,68,102.8592981
Gisngivitis,68,-4.956995703
Gisngivitis,68,259.134124
Gisngivitis,68,262.680035
Gisngivitis,68,-26.93387792
Mucositis,68,260.9185876
Mucositis,68,81.66485361
Mucositis,68,59.39521362
Mucositis,68,48.34706039
Mucositis,68,57.99937132
Mucositis,68,93.83694913
Mucositis,68,6.690252806
Mucositis,68,162.1004666
Mucositis,68,303.6048266
Mucositis,68,-6.116745383
Mucositis,68,85.24279185
Mucositis,68,376.5877632
Mucositis,68,23.31839566
Mucositis,68,32.69507666
Mucositis,68,259.7678691
Periimplantitis,68,119.3411122
Periimplantitis,68,24.92525692
Periimplantitis,68,13.87346487
Periimplantitis,68,29.80069156
Periimplantitis,68,46.65295573
Periimplantitis,68,204.7216808
Periimplantitis,68,174.0329405
Periimplantitis,68,53.39868753
Periimplantitis,68,65.11262986
Periimplantitis,68,447.0649186
Periimplantitis,68,163.3133765
Periimplantitis,68,274.7963288
Periimplantitis,68,65.38787248
Periimplantitis,68,53.79181699
Healthy,68,140.583948
Healthy,68,72.10275655
Healthy,68,290.4189476
Healthy,68,39.53530865
Healthy,68,68.02660996
Healthy,68,50.07857359
Healthy,68,24.51400639
Healthy,68,78.34553043
Healthy,68,45.28097485
Healthy,68,5.405147052
Gisngivitis,68,45.88770756
Gisngivitis,68,32.53960682
Gisngivitis,68,35.82304835
Gisngivitis,68,-1.840965829
Gisngivitis,68,20.77896018
Gisngivitis,68,111.4606946
Gisngivitis,68,-2.722976169
Gisngivitis,68,339.4082256
Gisngivitis,68,318.1732276
Gisngivitis,68,-24.79573439
Mucositis,68,338.6381382
Mucositis,68,93.47990073
Mucositis,68,75.30735015
Mucositis,68,52.69519147
Mucositis,68,65.16118726
Mucositis,68,110.8616987
Mucositis,68,9.542853136
Mucositis,68,182.0465781
Mucositis,68,340.0856356
Mucositis,68,-4.535127232
Mucositis,68,84.24222662
Mucositis,68,354.9088943
Mucositis,68,29.49562168
Mucositis,68,36.80221495
Mucositis,68,317.7118417
Periimplantitis,68,128.3566697
Periimplantitis,68,29.30190775
Periimplantitis,68,16.24791932
Periimplantitis,68,31.20725678
Periimplantitis,68,48.34125935
Periimplantitis,68,273.4110535
Periimplantitis,68,191.6073628
Periimplantitis,68,61.10615659
Periimplantitis,68,64.37776544
Periimplantitis,68,473.7087367
Periimplantitis,68,169.0425632
Periimplantitis,68,299.6652109
Periimplantitis,68,74.76523447
Periimplantitis,68,64.44753004
Healthy,69,152.2009232
Healthy,69,90.97208881
Healthy,69,342.916143
Healthy,69,38.5881283
Healthy,69,73.83847211
Healthy,69,52.90338504
Healthy,69,31.61454619
Healthy,69,95.44380371
Healthy,69,51.59176939
Healthy,69,7.711821317
Gisngivitis,69,54.81448801
Gisngivitis,69,42.66422743
Gisngivitis,69,42.24836259
Gisngivitis,69,1.509744352
Gisngivitis,69,24.0095516
Gisngivitis,69,122.9680157
Gisngivitis,69,-0.097726506
Gisngivitis,69,428.3135122
Gisngivitis,69,382.690216
Gisngivitis,69,-22.25406065
Mucositis,69,433.251638
Mucositis,69,107.1475116
Mucositis,69,97.33599394
Mucositis,69,54.79259173
Mucositis,69,74.09512181
Mucositis,69,132.3020887
Mucositis,69,12.6116693
Mucositis,69,201.7728667
Mucositis,69,371.9680398
Mucositis,69,-1.756350578
Mucositis,69,78.58587241
Mucositis,69,333.3703889
Mucositis,69,37.30534338
Mucositis,69,41.06745521
Mucositis,69,345.1683251
Periimplantitis,69,135.510442
Periimplantitis,69,34.31683411
Periimplantitis,69,18.93071137
Periimplantitis,69,35.43286004
Periimplantitis,69,48.48207072
Periimplantitis,69,347.4370855
Periimplantitis,69,204.3557767
Periimplantitis,69,70.14458823
Periimplantitis,69,63.91875029
Periimplantitis,69,493.0896407
Periimplantitis,69,173.1617737
Periimplantitis,69,318.8628833
Periimplantitis,69,86.47180688
Periimplantitis,69,80.69995595
Healthy,69,159.6352384
Healthy,69,117.7980405
Healthy,69,412.7432912
Healthy,69,36.52102274
Healthy,69,77.75490053
Healthy,69,58.98337687
Healthy,69,41.341502
Healthy,69,116.7636458
Healthy,69,59.47487817
Healthy,69,10.79792692
Gisngivitis,69,67.30560991
Gisngivitis,69,56.54191692
Gisngivitis,69,51.5197776
Gisngivitis,69,4.860454534
Gisngivitis,69,27.24014301
Gisngivitis,69,134.4753368
Gisngivitis,69,2.527523157
Gisngivitis,69,509.9240012
Gisngivitis,69,442.4274536
Gisngivitis,69,-19.71238691
Mucositis,69,529.9290995
Mucositis,69,124.3308393
Mucositis,69,127.3150843
Mucositis,69,55.46037257
Mucositis,69,85.23044874
Mucositis,69,157.7003152
Mucositis,69,16.10404451
Mucositis,69,219.8658507
Mucositis,69,393.4166679
Mucositis,69,2.539976543
Mucositis,69,71.01129892
Mucositis,69,316.4137509
Mucositis,69,47.50542627
Mucositis,69,44.83037174
Mucositis,69,331.3042856
Periimplantitis,69,139.4490378
Periimplantitis,69,39.60291052
Periimplantitis,69,22.24483419
Periimplantitis,69,41.38708089
Periimplantitis,69,46.80647385
Periimplantitis,69,413.8229871
Periimplantitis,69,208.9181168
Periimplantitis,69,79.82842797
Periimplantitis,69,64.28767122
Periimplantitis,69,507.0127748
Periimplantitis,69,177.0076593
Periimplantitis,69,340.00622
Periimplantitis,69,99.84602205
Periimplantitis,69,104.6577056
Healthy,70,161.2999911
Healthy,70,155.1678981
Healthy,70,504.5628144
Healthy,70,34.39830143
Healthy,70,79.37844559
Healthy,70,67.74383492
Healthy,70,54.87498774
Healthy,70,143.0125147
Healthy,70,68.39734956
Healthy,70,14.28179996
Gisngivitis,70,84.42301098
Gisngivitis,70,75.62481384
Gisngivitis,70,64.93639793
Gisngivitis,70,10.05518292
Gisngivitis,70,30.97689409
Gisngivitis,70,145.9747845
Gisngivitis,70,4.080863785
Gisngivitis,70,564.7230947
Gisngivitis,70,482.1253145
Gisngivitis,70,-16.24258081
Mucositis,70,606.5994817
Mucositis,70,147.3943911
Mucositis,70,165.540786
Mucositis,70,55.86997939
Mucositis,70,99.98205905
Mucositis,70,185.9431148
Mucositis,70,20.1811099
Mucositis,70,235.0332298
Mucositis,70,398.7193295
Mucositis,70,9.611749358
Mucositis,70,63.60211109
Mucositis,70,303.3011647
Mucositis,70,60.12310943
Mucositis,70,47.92739714
Mucositis,70,281.4627517
Periimplantitis,70,139.5972151
Periimplantitis,70,45.05348832
Periimplantitis,70,27.97734672
Periimplantitis,70,48.43620033
Periimplantitis,70,43.84506962
Periimplantitis,70,458.2819647
Periimplantitis,70,203.2125277
Periimplantitis,70,89.86164843
Periimplantitis,70,65.45879552
Periimplantitis,70,519.1733048
Periimplantitis,70,182.2597124
Periimplantitis,70,371.810502
Periimplantitis,70,112.6964857
Periimplantitis,70,139.5784693
Healthy,70,156.0788968
Healthy,70,203.8832371
Healthy,70,615.475854
Healthy,70,33.11996984
Healthy,70,79.47773222
Healthy,70,79.50973434
Healthy,70,74.23373349
Healthy,70,171.0224283
Healthy,70,78.15571159
Healthy,70,17.86155801
Gisngivitis,70,106.7970242
Gisngivitis,70,99.85665573
Gisngivitis,70,83.97818837
Gisngivitis,70,15.36516245
Gisngivitis,70,34.74528015
Gisngivitis,70,157.47374
Gisngivitis,70,5.567210098
Gisngivitis,70,579.8521156
Gisngivitis,70,492.32425
Gisngivitis,70,-12.71476644
Mucositis,70,644.1310514
Mucositis,70,177.6373876
Mucositis,70,209.6876591
Mucositis,70,56.65186895
Mucositis,70,120.1691758
Mucositis,70,213.4009003
Mucositis,70,24.93199022
Mucositis,70,248.1803469
Mucositis,70,384.1557697
Mucositis,70,20.78163487
Mucositis,70,57.25993368
Mucositis,70,292.6104909
Mucositis,70,73.92932403
Mucositis,70,50.79170321
Mucositis,70,211.511337
Periimplantitis,70,136.0677949
Periimplantitis,70,50.70060962
Periimplantitis,70,35.75667106
Periimplantitis,70,56.49959445
Periimplantitis,70,40.66322594
Periimplantitis,70,470.771902
Periimplantitis,70,188.0314978
Periimplantitis,70,100.2172345
Periimplantitis,70,66.75412907
Periimplantitis,70,533.1287495
Periimplantitis,70,188.9270042
Periimplantitis,70,415.7154798
Periimplantitis,70,121.8389583
Periimplantitis,70,188.9490043
Healthy,70,144.4493859
Healthy,70,261.28301
Healthy,70,731.2275538
Healthy,70,33.22769955
Healthy,70,79.02720698
Healthy,70,95.49004922
Healthy,70,101.7251266
Healthy,70,194.3273793
Healthy,70,90.24660363
Healthy,70,21.45328642
Gisngivitis,70,134.8447873
Gisngivitis,70,125.2663878
Gisngivitis,70,110.2869462
Gisngivitis,70,23.12584037
Gisngivitis,70,39.39061829
Gisngivitis,70,169.5807472
Gisngivitis,70,6.686422501
Gisngivitis,70,556.0257738
Gisngivitis,70,472.2678852
Gisngivitis,70,-7.683287843
Mucositis,70,635.0335198
Mucositis,70,213.4543695
Mucositis,70,253.7559358
Mucositis,70,57.25843492
Mucositis,70,146.8163868
Mucositis,70,234.3173065
Mucositis,70,30.30700153
Mucositis,70,263.319578
Mucositis,70,351.0228899
Mucositis,70,39.46362675
Mucositis,70,51.86048969
Mucositis,70,280.6888752
Mucositis,70,86.38957895
Mucositis,70,54.09817319
Mucositis,70,141.1025561
Periimplantitis,70,129.5820953
Periimplantitis,70,56.47229026
Periimplantitis,70,43.42674248
Periimplantitis,70,66.25636191
Periimplantitis,70,37.4286695
Periimplantitis,70,449.1010954
Periimplantitis,70,167.0857643
Periimplantitis,70,111.8583571
Periimplantitis,70,67.09439379
Periimplantitis,70,550.4463011
Periimplantitis,70,194.9210846
Periimplantitis,70,463.0637499
Periimplantitis,70,123.9978567
Periimplantitis,70,252.3897651
Healthy,71,128.2705606
Healthy,71,319.6927138
Healthy,71,832.2832558
Healthy,71,34.64982522
Healthy,71,80.0946528
Healthy,71,117.8366639
Healthy,71,135.0228962
Healthy,71,206.2879789
Healthy,71,107.44122
Healthy,71,25.06690833
Gisngivitis,71,166.6545902
Gisngivitis,71,145.1719485
Gisngivitis,71,145.6496184
Gisngivitis,71,31.41166794
Gisngivitis,71,44.22387473
Gisngivitis,71,181.8180512
Gisngivitis,71,7.726963352
Gisngivitis,71,503.9285454
Gisngivitis,71,428.0206287
Gisngivitis,71,-2.329595486
Mucositis,71,584.1315839
Mucositis,71,249.6917403
Mucositis,71,289.0607582
Mucositis,71,56.32739194
Mucositis,71,180.5331189
Mucositis,71,242.6605625
Mucositis,71,37.3945386
Mucositis,71,285.8717029
Mucositis,71,306.2938811
Mucositis,71,77.20077117
Mucositis,71,46.58047224
Mucositis,71,263.2666992
Mucositis,71,94.08471255
Mucositis,71,57.65690938
Mucositis,71,85.90224534
Periimplantitis,71,121.879914
Periimplantitis,71,62.58182899
Periimplantitis,71,47.61711912
Periimplantitis,71,79.44557874
Periimplantitis,71,33.65534079
Periimplantitis,71,398.5520625
Periimplantitis,71,145.9570623
Periimplantitis,71,126.0726579
Periimplantitis,71,66.01225829
Periimplantitis,71,568.8769648
Periimplantitis,71,197.146697
Periimplantitis,71,497.9336324
Periimplantitis,71,117.5376568
Periimplantitis,71,324.6529427
Healthy,71,110.4100522
Healthy,71,367.7727682
Healthy,71,902.385393
Healthy,71,36.46268027
Healthy,71,84.33768808
Healthy,71,147.3050812
Healthy,71,167.7069195
Healthy,71,202.7397487
Healthy,71,130.3115845
Healthy,71,28.6021432
Gisngivitis,71,197.9372481
Gisngivitis,71,152.8914889
Gisngivitis,71,189.7620651
Gisngivitis,71,42.41496043
Gisngivitis,71,50.38181109
Gisngivitis,71,194.0132495
Gisngivitis,71,9.887048007
Gisngivitis,71,437.0841244
Gisngivitis,71,369.0077826
Gisngivitis,71,5.535790297
Mucositis,71,504.7579181
Mucositis,71,279.4898735
Mucositis,71,307.5700219
Mucositis,71,52.52995998
Mucositis,71,219.0308318
Mucositis,71,235.2232686
Mucositis,71,46.94021623
Mucositis,71,317.692176
Mucositis,71,259.8862138
Mucositis,71,142.8627453
Mucositis,71,40.60919416
Mucositis,71,238.2797301
Mucositis,71,94.63971755
Mucositis,71,61.18468309
Mucositis,71,50.30726079
Periimplantitis,71,115.9649953
Periimplantitis,71,69.11191887
Periimplantitis,71,47.92016308
Periimplantitis,71,97.50958196
Periimplantitis,71,29.18189369
Periimplantitis,71,330.3464945
Periimplantitis,71,129.7039997
Periimplantitis,71,143.604959
Periimplantitis,71,63.55248901
Periimplantitis,71,581.6313236
Periimplantitis,71,193.0389037
Periimplantitis,71,505.6029598
Periimplantitis,71,103.8069487
Periimplantitis,71,393.5204007
Healthy,71,93.90671922
Healthy,71,393.9204614
Healthy,71,933.4492521
Healthy,71,37.83498218
Healthy,71,92.24942318
Healthy,71,183.7158212
Healthy,71,192.0146906
Healthy,71,183.7223702
Healthy,71,156.3355182
Healthy,71,31.68744907
Gisngivitis,71,222.4389757
Gisngivitis,71,145.4384762
Gisngivitis,71,238.9091213
Gisngivitis,71,54.55052997
Gisngivitis,71,57.09169741
Gisngivitis,71,206.1909038
Gisngivitis,71,12.51360925
Gisngivitis,71,368.6058835
Gisngivitis,71,306.5559172
Gisngivitis,71,14.44771501
Mucositis,71,413.5618303
Mucositis,71,296.4594155
Mucositis,71,304.0936156
Mucositis,71,45.50660589
Mucositis,71,256.9603798
Mucositis,71,213.2244067
Mucositis,71,59.46804165
Mucositis,71,354.4109927
Mucositis,71,220.7148855
Mucositis,71,234.229099
Mucositis,71,33.86260496
Mucositis,71,206.2780377
Mucositis,71,87.83204052
Mucositis,71,64.55295541
Mucositis,71,31.7446603
Periimplantitis,71,114.1008742
Periimplantitis,71,75.57961554
Periimplantitis,71,42.13308214
Periimplantitis,71,122.8836106
Periimplantitis,71,23.99775255
Periimplantitis,71,258.5475771
Periimplantitis,71,119.8883679
Periimplantitis,71,163.2086378
Periimplantitis,71,60.90098323
Periimplantitis,71,580.0555691
Periimplantitis,71,181.2117218
Periimplantitis,71,480.1023985
Periimplantitis,71,86.51989251
Periimplantitis,71,443.6240197
Healthy,72,80.95478325
Healthy,72,391.0135224
Healthy,72,926.5710397
Healthy,72,38.21521601
Healthy,72,102.3477417
Healthy,72,225.015936
Healthy,72,201.2313838
Healthy,72,153.4892391
Healthy,72,181.0906179
Healthy,72,33.41319877
Gisngivitis,72,234.2534354
Gisngivitis,72,124.7920558
Gisngivitis,72,285.6745358
Gisngivitis,72,69.58707395
Gisngivitis,72,66.25825349
Gisngivitis,72,219.9370491
Gisngivitis,72,15.42131482
Gisngivitis,72,309.1795681
Gisngivitis,72,250.3742225
Gisngivitis,72,26.89973247
Mucositis,72,325.5437663
Mucositis,72,296.0064812
Mucositis,72,280.033692
Mucositis,72,36.53806779
Mucositis,72,286.2994888
Mucositis,72,181.9734231
Mucositis,72,74.73099795
Mucositis,72,386.4253987
Mucositis,72,193.3027703
Mucositis,72,334.5834201
Mucositis,72,26.92635814
Mucositis,72,169.1461002
Mucositis,72,75.93426334
Mucositis,72,66.96348041
Mucositis,72,24.33888556
Periimplantitis,72,116.9626636
Periimplantitis,72,80.44073746
Periimplantitis,72,33.26980524
Periimplantitis,72,157.2268469
Periimplantitis,72,18.55612458
Periimplantitis,72,194.8973895
Periimplantitis,72,114.4739714
Periimplantitis,72,180.2618392
Periimplantitis,72,58.6231393
Periimplantitis,72,557.4613659
Periimplantitis,72,163.2803275
Periimplantitis,72,425.2118603
Periimplantitis,72,69.81099365
Periimplantitis,72,463.4324245
Healthy,72,72.95517208
Healthy,72,359.3776914
Healthy,72,889.435523
Healthy,72,37.42907991
