group,variable,value
Periimplantitis,21,-1.31422158
Periimplantitis,21,-1.630937974
Periimplantitis,21,-1.432819654
Periimplantitis,21,9.514283592
Periimplantitis,21,-1.044648989
Periimplantitis,21,-0.979310723
Periimplantitis,21,34.54340237
Periimplantitis,21,14.75621338
Periimplantitis,21,7.778939071
Periimplantitis,21,0.036181045
Periimplantitis,21,7.234312019
Healthy,22,-3.255294213
Healthy,22,-1.501302681
Healthy,22,-4.827553823
Healthy,22,-3.911671242
Healthy,22,-3.365834814
Healthy,22,6.492669585
Healthy,22,-1.731900897
Healthy,22,-2.86709332
Healthy,22,-4.048757824
Healthy,22,0.273272673
Gisngivitis,22,-3.20943079
Gisngivitis,22,-7.65726777
Gisngivitis,22,-4.574985729
Gisngivitis,22,-5.034277067
Gisngivitis,22,-4.313691779
Gisngivitis,22,-9.184910884
Gisngivitis,22,-40.14523694
Gisngivitis,22,-2.131416349
Gisngivitis,22,10.38145916
Gisngivitis,22,-9.611097182
Mucositis,22,3.201718167
Mucositis,22,15.13940213
Mucositis,22,-0.490927178
Mucositis,22,-5.381626173
Mucositis,22,-0.162231865
Mucositis,22,20.89259505
Mucositis,22,-2.478719704
Mucositis,22,-0.500533305
Mucositis,22,18.50194123
Mucositis,22,51.63478876
Mucositis,22,-6.595773815
Mucositis,22,-4.763741304
Mucositis,22,0.887598767
Mucositis,22,-10.33641467
Mucositis,22,37.28490577
Periimplantitis,22,-0.32331793
Periimplantitis,22,1.264944945
Periimplantitis,22,0.276621657
Periimplantitis,22,-1.739588873
Periimplantitis,22,-1.688071211
Periimplantitis,22,-1.31648373
Periimplantitis,22,8.289285735
Periimplantitis,22,-0.861149519
Periimplantitis,22,-0.88542867
Periimplantitis,22,38.28780294
Periimplantitis,22,15.40171929
Periimplantitis,22,6.445662761
Periimplantitis,22,0.010245024
Periimplantitis,22,5.817512354
Healthy,22,-3.541231414
Healthy,22,-1.397342548
Healthy,22,-5.095938162
Healthy,22,-3.814935268
Healthy,22,-3.704359277
Healthy,22,6.173947499
Healthy,22,-0.831939058
Healthy,22,-3.000422756
Healthy,22,-4.20435001
Healthy,22,-0.220072589
Gisngivitis,22,-3.802155081
Gisngivitis,22,-7.650441551
Gisngivitis,22,-4.330424433
Gisngivitis,22,-5.635645565
Gisngivitis,22,-5.258652609
Gisngivitis,22,-9.058449854
Gisngivitis,22,-40.69317663
Gisngivitis,22,-1.799249907
Gisngivitis,22,5.716464394
Gisngivitis,22,-10.38622202
Mucositis,22,3.508873923
Mucositis,22,-7.087108366
Mucositis,22,-0.481074691
Mucositis,22,-5.233423298
Mucositis,22,0.292637744
Mucositis,22,20.38512124
Mucositis,22,-2.829135964
Mucositis,22,-0.939321838
Mucositis,22,17.84288883
Mucositis,22,58.04759743
Mucositis,22,-6.472241698
Mucositis,22,-4.83109567
Mucositis,22,0.682030621
Mucositis,22,-11.56103178
Mucositis,22,39.5147372
Periimplantitis,22,0.035986086
Periimplantitis,22,1.560736111
Periimplantitis,22,0.038486309
Periimplantitis,22,-2.070654271
Periimplantitis,22,-1.903969188
Periimplantitis,22,-1.62408764
Periimplantitis,22,7.934102679
Periimplantitis,22,-0.750804039
Periimplantitis,22,-0.643955109
Periimplantitis,22,43.31811181
Periimplantitis,22,16.57675806
Periimplantitis,22,5.589050555
Periimplantitis,22,0.06327695
Periimplantitis,22,4.311811751
Healthy,22,-4.228691207
Healthy,22,-1.158053204
Healthy,22,-4.859211928
Healthy,22,-3.488048247
Healthy,22,-3.933899551
Healthy,22,5.641561764
Healthy,22,-0.398852417
Healthy,22,-3.277246867
Healthy,22,-4.427699694
Healthy,22,-0.765180031
Gisngivitis,22,-4.191131066
Gisngivitis,22,-7.577346824
Gisngivitis,22,-3.848113224
Gisngivitis,22,-6.252505636
Gisngivitis,22,-5.735541111
Gisngivitis,22,-8.700016891
Gisngivitis,22,-40.94854592
Gisngivitis,22,-1.873682486
Gisngivitis,22,-1.870585888
Gisngivitis,22,-11.12940945
Mucositis,22,3.490604484
Mucositis,22,-22.01975745
Mucositis,22,-0.720980844
Mucositis,22,-5.203713821
Mucositis,22,0.570977967
Mucositis,22,19.42255135
Mucositis,22,-3.414004359
Mucositis,22,-1.134084833
Mucositis,22,16.32703385
Mucositis,22,64.14680949
Mucositis,22,-6.066859082
Mucositis,22,-4.661005874
Mucositis,22,0.479745283
Mucositis,22,-12.26950208
Mucositis,22,40.35263109
Periimplantitis,22,0.485581454
Periimplantitis,22,1.794505542
Periimplantitis,22,0.004516603
Periimplantitis,22,-2.190684877
Periimplantitis,22,-2.254023906
Periimplantitis,22,-2.065912086
Periimplantitis,22,8.2863647
Periimplantitis,22,-0.711169979
Periimplantitis,22,0.084335575
Periimplantitis,22,49.46211019
Periimplantitis,22,18.07749635
Periimplantitis,22,4.671636702
Periimplantitis,22,0.09002765
Periimplantitis,22,3.036938124
Healthy,22,-4.942771964
Healthy,22,-1.005269589
Healthy,22,-4.379528485
Healthy,22,-3.296577574
Healthy,22,-4.058568741
Healthy,22,5.664972864
Healthy,22,0.739000446
Healthy,22,-3.606387465
Healthy,22,-4.424049971
Healthy,22,-1.109166611
Gisngivitis,22,-4.406416145
Gisngivitis,22,-7.547777167
Gisngivitis,22,-3.321858225
Gisngivitis,22,-5.043317302
Gisngivitis,22,-4.735989443
Gisngivitis,22,-8.120581537
Gisngivitis,22,-41.01159479
Gisngivitis,22,-1.987043251
Gisngivitis,22,-3.564647427
Gisngivitis,22,-11.36855852
Mucositis,22,3.134016076
Mucositis,22,-22.76602192
Mucositis,22,-1.09167354
Mucositis,22,-5.17921083
Mucositis,22,0.296121877
Mucositis,22,18.66105086
Mucositis,22,-3.82481352
Mucositis,22,-1.235308048
Mucositis,22,15.06020241
Mucositis,22,69.86779881
Mucositis,22,-5.40301232
Mucositis,22,-4.235996508
Mucositis,22,0.289563323
Mucositis,22,-12.80044301
Mucositis,22,38.91786928
Periimplantitis,22,0.919765393
Periimplantitis,22,1.93312986
Periimplantitis,22,0.079550686
Periimplantitis,22,-2.137947949
Periimplantitis,22,-2.581428629
Periimplantitis,22,-2.064823002
Periimplantitis,22,8.838357938
Periimplantitis,22,-0.615461287
Periimplantitis,22,1.616807793
Periimplantitis,22,56.0916523
Periimplantitis,22,20.15846945
Periimplantitis,22,3.319866266
Periimplantitis,22,0.08548008
Periimplantitis,22,1.883469941
Healthy,22,-5.310738722
Healthy,22,-1.095007623
Healthy,22,-3.862990365
Healthy,22,-2.176426894
Healthy,22,-4.183188998
Healthy,22,6.286194407
Healthy,22,2.232816155
Healthy,22,-3.566728934
Healthy,22,-4.303449905
Healthy,22,-1.377593798
Gisngivitis,22,-4.343133897
Gisngivitis,22,-7.585597476
Gisngivitis,22,-2.902418384
Gisngivitis,22,-2.557697606
Gisngivitis,22,-2.610571993
Gisngivitis,22,-6.941861353
Gisngivitis,22,-36.81675642
Gisngivitis,22,-1.220777606
Gisngivitis,22,3.879031856
Gisngivitis,22,-10.94770786
Mucositis,22,2.539095617
Mucositis,22,-24.34979115
Mucositis,22,-1.284432698
Mucositis,22,-4.791774532
Mucositis,22,-0.469179712
Mucositis,22,19.11843571
Mucositis,22,-3.819311612
Mucositis,22,-1.392536289
Mucositis,22,14.58141217
Mucositis,22,75.28307257
Mucositis,22,-4.568422637
Mucositis,22,-3.642734577
Mucositis,22,0.278975417
Mucositis,22,-13.26767468
Mucositis,22,35.35458457
Periimplantitis,22,1.425405491
Periimplantitis,22,1.981340046
Periimplantitis,22,-0.049255928
Periimplantitis,22,-2.124174158
Periimplantitis,22,-2.761156126
Periimplantitis,22,-1.044372613
Periimplantitis,22,9.320116888
Periimplantitis,22,-0.4728117
Periimplantitis,22,4.249814033
Periimplantitis,22,62.35133384
Periimplantitis,22,24.29663667
Periimplantitis,22,2.031080873
Periimplantitis,22,0.315089854
Periimplantitis,22,0.737723863
Healthy,23,-5.462210218
Healthy,23,-1.265099288
Healthy,23,-3.391178019
Healthy,23,0.487670696
Healthy,23,-4.18059123
Healthy,23,6.619970555
Healthy,23,2.699875735
Healthy,23,-2.70508769
Healthy,23,-4.58193474
Healthy,23,-1.513750559
Gisngivitis,23,-4.321980289
Gisngivitis,23,-7.502659963
Gisngivitis,23,-2.688665939
Gisngivitis,23,-0.966253999
Gisngivitis,23,0.28454982
Gisngivitis,23,-4.229843154
Gisngivitis,23,-21.20451138
Gisngivitis,23,0.455346595
Gisngivitis,23,11.95395317
Gisngivitis,23,-10.74531855
Mucositis,23,1.931452126
Mucositis,23,-23.27145407
Mucositis,23,-0.785232872
Mucositis,23,-3.784243768
Mucositis,23,-1.257968527
Mucositis,23,20.83018502
Mucositis,23,-3.881409273
Mucositis,23,-1.556921147
Mucositis,23,14.42853034
Mucositis,23,80.52588017
Mucositis,23,-3.950540613
Mucositis,23,-2.5036678
Mucositis,23,0.561815862
Mucositis,23,-13.39972197
Mucositis,23,30.42837646
Periimplantitis,23,1.893309511
Periimplantitis,23,2.014707765
Periimplantitis,23,-0.178750555
Periimplantitis,23,-2.139459768
Periimplantitis,23,-2.27000409
Periimplantitis,23,1.016147157
Periimplantitis,23,9.794117838
Periimplantitis,23,-0.289290737
Periimplantitis,23,7.661582908
Periimplantitis,23,67.25834748
Periimplantitis,23,31.66429127
Periimplantitis,23,1.095360212
Periimplantitis,23,0.855746155
Periimplantitis,23,-0.638448922
Healthy,23,-5.666645275
Healthy,23,-1.379778507
Healthy,23,-3.069313612
Healthy,23,4.381518557
Healthy,23,-4.22226756
Healthy,23,6.338874587
Healthy,23,2.075019142
Healthy,23,-0.735747417
Healthy,23,-4.771969744
Healthy,23,-1.406950936
Gisngivitis,23,-4.343408225
Gisngivitis,23,-6.826315842
Gisngivitis,23,-2.698710018
Gisngivitis,23,-0.887309254
Gisngivitis,23,3.222255404
Gisngivitis,23,0.209147047
Gisngivitis,23,7.872556472
Gisngivitis,23,1.971506887
Gisngivitis,23,17.60669356
Gisngivitis,23,-11.45376439
Mucositis,23,1.475044087
Mucositis,23,-22.81224569
Mucositis,23,0.821021776
Mucositis,23,-1.823123485
Mucositis,23,-1.648407238
Mucositis,23,23.17409619
Mucositis,23,-4.062528614
Mucositis,23,-1.705462649
Mucositis,23,14.03727394
Mucositis,23,85.83829488
Mucositis,23,-3.129478379
Mucositis,23,-0.247018837
Mucositis,23,0.94764734
Mucositis,23,-13.05568044
Mucositis,23,24.87971916
Periimplantitis,23,2.489001732
Periimplantitis,23,1.915040835
Periimplantitis,23,-0.433229244
Periimplantitis,23,-2.188463115
Periimplantitis,23,-2.005537721
Periimplantitis,23,2.93598403
Periimplantitis,23,10.4692197
Periimplantitis,23,0.022366518
Periimplantitis,23,10.06405529
Periimplantitis,23,70.26099577
Periimplantitis,23,40.50735261
Periimplantitis,23,0.696364249
Periimplantitis,23,1.545210716
Periimplantitis,23,-1.8789445
Healthy,23,-5.807897903
Healthy,23,-1.183181333
Healthy,23,-2.75077712
Healthy,23,9.561841394
Healthy,23,-4.019338057
Healthy,23,5.317128555
Healthy,23,1.454509919
Healthy,23,1.742305945
Healthy,23,-3.566998996
Healthy,23,-0.923192067
Gisngivitis,23,-3.753126675
Gisngivitis,23,-4.926308956
Gisngivitis,23,-2.821278927
Gisngivitis,23,-1.927193566
Gisngivitis,23,4.258758554
Gisngivitis,23,3.946375645
Gisngivitis,23,42.03009205
Gisngivitis,23,2.347942183
Gisngivitis,23,16.91715994
Gisngivitis,23,-12.65208671
Mucositis,23,0.785687138
Mucositis,23,-23.35937615
Mucositis,23,3.626776581
Mucositis,23,0.931526263
Mucositis,23,-1.834790692
Mucositis,23,25.11561087
Mucositis,23,-4.038834207
Mucositis,23,-1.572165481
Mucositis,23,13.26780254
Mucositis,23,91.05181904
Mucositis,23,-1.915252052
Mucositis,23,2.796302605
Mucositis,23,1.257979015
Mucositis,23,-11.9820145
Mucositis,23,19.53849745
Periimplantitis,23,3.954212713
Periimplantitis,23,1.706463678
Periimplantitis,23,-0.446202457
Periimplantitis,23,-2.377512149
Periimplantitis,23,-1.45899091
Periimplantitis,23,3.330785881
Periimplantitis,23,12.61566648
Periimplantitis,23,0.559671815
Periimplantitis,23,10.18791206
Periimplantitis,23,71.4457481
Periimplantitis,23,46.31539689
Periimplantitis,23,1.419300499
Periimplantitis,23,1.923826034
Periimplantitis,23,-2.761735091
Healthy,23,-5.617211625
Healthy,23,-0.610242594
Healthy,23,-2.239851603
Healthy,23,14.7616166
Healthy,23,-2.927666943
Healthy,23,3.824041091
Healthy,23,1.618688886
Healthy,23,3.29574262
Healthy,23,-1.289515473
Healthy,23,0.594289229
Gisngivitis,23,-2.414440335
Gisngivitis,23,-2.743394651
Gisngivitis,23,-3.009973626
Gisngivitis,23,-3.127391993
Gisngivitis,23,1.846828621
Gisngivitis,23,4.018167555
Gisngivitis,23,60.57217922
Gisngivitis,23,1.465420301
Gisngivitis,23,11.19546312
Gisngivitis,23,-13.69664515
Mucositis,23,8.59E-05
Mucositis,23,-23.5026993
Mucositis,23,6.614006334
Mucositis,23,3.181708803
Mucositis,23,-1.895864577
Mucositis,23,25.71919432
Mucositis,23,-3.572544818
Mucositis,23,-0.995832374
Mucositis,23,14.83406312
Mucositis,23,95.5437901
Mucositis,23,-0.847166697
Mucositis,23,5.108786473
Mucositis,23,1.406563876
Mucositis,23,-9.739289667
Mucositis,23,15.06323068
Periimplantitis,23,6.887303958
Periimplantitis,23,1.759380461
Periimplantitis,23,-0.313829209
Periimplantitis,23,-2.577006749
Periimplantitis,23,-0.039462511
Periimplantitis,23,2.063942981
Periimplantitis,23,19.58966257
Periimplantitis,23,1.270478742
Periimplantitis,23,8.5008
Periimplantitis,23,71.09334441
Periimplantitis,23,45.77030608
Periimplantitis,23,3.310289247
Periimplantitis,23,1.781896904
Periimplantitis,23,-3.361752001
Healthy,23,-4.96409898
Healthy,23,0.118914594
Healthy,23,-1.908470734
Healthy,23,17.44374131
Healthy,23,-0.607416758
Healthy,23,2.401691079
Healthy,23,1.882960128
Healthy,23,2.906468652
Healthy,23,0.646259647
Healthy,23,3.689931244
Gisngivitis,23,-0.893081096
Gisngivitis,23,-1.420616312
Gisngivitis,23,-3.085622376
Gisngivitis,23,-3.834026816
Gisngivitis,23,-1.520062716
Gisngivitis,23,0.668775859
Gisngivitis,23,48.9377877
Gisngivitis,23,0.508041969
Gisngivitis,23,5.204613858
Gisngivitis,23,-14.47015498
Mucositis,23,-0.556466488
Mucositis,23,-23.2967286
Mucositis,23,7.989648246
Mucositis,23,3.694697298
Mucositis,23,-1.819220086
Mucositis,23,25.328749
Mucositis,23,-2.280697972
Mucositis,23,-0.164489124
Mucositis,23,23.301961
Mucositis,23,98.65720912
Mucositis,23,-0.983333102
Mucositis,23,5.309666789
Mucositis,23,1.31069488
Mucositis,23,-6.369038712
Mucositis,23,11.66549215
Periimplantitis,23,10.57180955
Periimplantitis,23,2.164529744
Periimplantitis,23,-0.370425336
Periimplantitis,23,-2.575570549
Periimplantitis,23,0.789728296
Periimplantitis,23,0.214612466
Periimplantitis,23,34.07521118
Periimplantitis,23,1.804196477
Periimplantitis,23,6.64242779
Periimplantitis,23,69.75673798
Periimplantitis,23,40.14843991
Periimplantitis,23,4.683214862
Periimplantitis,23,1.266504736
Periimplantitis,23,-3.49589579
Healthy,24,-3.718625408
Healthy,24,0.656864675
Healthy,24,-2.437954687
Healthy,24,15.09332988
Healthy,24,2.163373239
Healthy,24,1.541959314
Healthy,24,2.183453503
Healthy,24,1.095757329
Healthy,24,1.647590188
Healthy,24,7.500568784
Gisngivitis,24,-0.141766513
Gisngivitis,24,-1.98931412
Gisngivitis,24,-2.765140078
Gisngivitis,24,-4.13991964
Gisngivitis,24,-3.561980137
Gisngivitis,24,-2.796735364
Gisngivitis,24,18.84421684
Gisngivitis,24,0.263879626
Gisngivitis,24,1.843317385
Gisngivitis,24,-15.24566597
Mucositis,24,-0.796969523
Mucositis,24,-21.98702918
Mucositis,24,7.008469407
Mucositis,24,2.463726468
Mucositis,24,-1.505067373
Mucositis,24,24.3542165
Mucositis,24,-0.15175412
Mucositis,24,0.769865723
Mucositis,24,39.6678113
Mucositis,24,99.42739859
Mucositis,24,-2.124557897
Mucositis,24,3.756166724
Mucositis,24,0.86973697
Mucositis,24,-3.579770691
Mucositis,24,9.132956074
Periimplantitis,24,13.01383713
Periimplantitis,24,2.632222411
Periimplantitis,24,-0.689520074
Periimplantitis,24,-2.143540599
Periimplantitis,24,0.089880025
Periimplantitis,24,-1.313500273
Periimplantitis,24,52.46487253
Periimplantitis,24,1.919575987
Periimplantitis,24,5.65210839
Periimplantitis,24,68.10134841
Periimplantitis,24,34.07087594
Periimplantitis,24,3.756868556
Periimplantitis,24,0.575646143
Periimplantitis,24,-3.09901505
Healthy,24,-2.101499879
Healthy,24,0.888192183
Healthy,24,-3.864506452
Healthy,24,9.922911607
Healthy,24,3.862553419
Healthy,24,1.304126917
Healthy,24,2.39152991
Healthy,24,-0.870780871
Healthy,24,1.960480826
Healthy,24,9.587334021
Gisngivitis,24,-0.490743736
Gisngivitis,24,-3.98465821
Gisngivitis,24,-2.080907246
Gisngivitis,24,-4.303167063
Gisngivitis,24,-4.30013517
Gisngivitis,24,-4.394917315
Gisngivitis,24,-6.805494819
Gisngivitis,24,0.910728117
Gisngivitis,24,0.211575575
Gisngivitis,24,-15.57528403
Mucositis,24,-1.141881423
Mucositis,24,-20.35608885
Mucositis,24,4.78316076
Mucositis,24,0.632648413
Mucositis,24,-1.047289921
Mucositis,24,22.96850535
Mucositis,24,1.847045947
Mucositis,24,1.421792739
Mucositis,24,56.22975828
Mucositis,24,95.86467912
Mucositis,24,-3.483192278
Mucositis,24,2.078092016
Mucositis,24,0.14593243
Mucositis,24,-2.925765865
Mucositis,24,7.232872989
Periimplantitis,24,12.83892563
Periimplantitis,24,2.558909661
Periimplantitis,24,-1.133931401
Periimplantitis,24,-1.223955063
Periimplantitis,24,-1.180451831
Periimplantitis,24,-2.583325943
Periimplantitis,24,64.4832318
Periimplantitis,24,1.776611987
Periimplantitis,24,5.246230229
Periimplantitis,24,66.79565292
Periimplantitis,24,30.0488773
Periimplantitis,24,0.692817444
Periimplantitis,24,-0.089081189
Periimplantitis,24,-2.508593466
Healthy,24,-0.991071985
Healthy,24,0.905389789
Healthy,24,-5.497718271
Healthy,24,5.579677473
Healthy,24,3.546506665
Healthy,24,1.180126931
Healthy,24,1.826123465
Healthy,24,-2.364932849
Healthy,24,1.297026527
Healthy,24,8.661133256
Gisngivitis,24,-1.333674314
Gisngivitis,24,-6.300502776
Gisngivitis,24,-1.465137728
Gisngivitis,24,-4.289314849
Gisngivitis,24,-4.967454405
Gisngivitis,24,-4.615807299
Gisngivitis,24,-19.19993463
Gisngivitis,24,1.760572584
Gisngivitis,24,-1.871025524
Gisngivitis,24,-15.77731761
Mucositis,24,-1.735923396
Mucositis,24,-18.62259053
Mucositis,24,2.724211433
Mucositis,24,-0.840181088
Mucositis,24,-1.04206599
Mucositis,24,21.19154786
Mucositis,24,1.96055625
Mucositis,24,1.305267414
Mucositis,24,61.77336372
Mucositis,24,87.94341232
Mucositis,24,-4.29719268
Mucositis,24,1.097478672
Mucositis,24,-0.585867257
Mucositis,24,-4.727496634
Mucositis,24,5.822287368
Periimplantitis,24,10.71049359
Periimplantitis,24,1.729100412
Periimplantitis,24,-1.404318204
Periimplantitis,24,-0.337795036
Periimplantitis,24,-1.447907294
Periimplantitis,24,-3.860359403
Periimplantitis,24,62.53521802
Periimplantitis,24,1.545757499
Periimplantitis,24,4.837939725
Periimplantitis,24,66.1579068
Periimplantitis,24,27.54409406
Periimplantitis,24,-3.278964885
Periimplantitis,24,-0.784846949
Periimplantitis,24,-2.313858186
Healthy,24,-1.085289001
Healthy,24,0.75165813
Healthy,24,-6.030120631
Healthy,24,2.894026764
Healthy,24,2.003051473
Healthy,24,1.071255424
Healthy,24,0.62805918
Healthy,24,-3.55133945
Healthy,24,-0.827790627
Healthy,24,5.668786595
Gisngivitis,24,-1.927357239
Gisngivitis,24,-8.162261155
Gisngivitis,24,-1.260399588
Gisngivitis,24,-3.345192934
Gisngivitis,24,-5.50488177
Gisngivitis,24,-3.186020908
Gisngivitis,24,-26.13205756
Gisngivitis,24,2.657006063
Gisngivitis,24,-3.961019885
Gisngivitis,24,-15.52960726
Mucositis,24,-2.241948811
Mucositis,24,-16.50132464
Mucositis,24,1.184355747
Mucositis,24,-1.944710486
Mucositis,24,-1.572835314
Mucositis,24,19.35180625
Mucositis,24,0.326867781
Mucositis,24,0.395034794
Mucositis,24,53.19081119
Mucositis,24,76.86881146
Mucositis,24,-4.985294505
Mucositis,24,0.532315476
Mucositis,24,-1.117146321
Mucositis,24,-7.648079823
Mucositis,24,4.972998322
Periimplantitis,24,8.265217056
Periimplantitis,24,0.64293177
Periimplantitis,24,-1.534687594
Periimplantitis,24,-0.039014134
Periimplantitis,24,-1.007333244
Periimplantitis,24,-5.095783531
Periimplantitis,24,49.58516175
Periimplantitis,24,1.397159198
Periimplantitis,24,4.530279936
Periimplantitis,24,65.93441848
Periimplantitis,24,25.28338082
Periimplantitis,24,-7.295401925
Periimplantitis,24,-1.482129733
Periimplantitis,24,-2.633706691
Healthy,24,-2.303891894
Healthy,24,0.606527315
Healthy,24,-5.184521605
Healthy,24,1.214563274
Healthy,24,0.663672712
Healthy,24,1.289546508
Healthy,24,-0.610990443
Healthy,24,-4.625826797
Healthy,24,-3.003159969
Healthy,24,2.576606519
Gisngivitis,24,-2.230594253
Gisngivitis,24,-9.411565768
Gisngivitis,24,-1.460518493
Gisngivitis,24,-1.043571826
Gisngivitis,24,-5.728571962
Gisngivitis,24,-1.451450105
Gisngivitis,24,-32.33489105
Gisngivitis,24,3.873741595
Gisngivitis,24,-5.159169076
Gisngivitis,24,-14.22136238
Mucositis,24,-2.441057054
Mucositis,24,-14.98420377
Mucositis,24,-0.205506983
Mucositis,24,-2.833176521
Mucositis,24,-2.376270786
Mucositis,24,17.95365038
Mucositis,24,-1.300960722
Mucositis,24,-0.760310364
Mucositis,24,38.25195698
Mucositis,24,65.08955767
Mucositis,24,-5.410871729
Mucositis,24,-0.090058738
Mucositis,24,-1.461458392
Mucositis,24,-10.21540054
Mucositis,24,4.42099552
Periimplantitis,24,6.704746564
Periimplantitis,24,-0.362031451
Periimplantitis,24,-1.69391539
Periimplantitis,24,-0.256483329
Periimplantitis,24,-0.970611939
Periimplantitis,24,-5.875769618
Periimplantitis,24,35.15380969
Periimplantitis,24,1.518963261
Periimplantitis,24,4.607872992
Periimplantitis,24,65.20123303
Periimplantitis,24,23.16939669
Periimplantitis,24,-10.83500583
Periimplantitis,24,-2.07186352
Periimplantitis,24,-3.233765555
Healthy,25,-3.790036408
Healthy,25,0.550004271
Healthy,25,-3.829972526
Healthy,25,0.035011253
Healthy,25,-0.005660132
Healthy,25,1.527864809
Healthy,25,-1.517043779
Healthy,25,-5.303344075
Healthy,25,-4.3059818
Healthy,25,0.577777933
Gisngivitis,25,-2.359718405
Gisngivitis,25,-10.0488281
Gisngivitis,25,-1.967579361
Gisngivitis,25,2.386303504
Gisngivitis,25,-5.494379944
Gisngivitis,25,0.021377866
Gisngivitis,25,-37.34226779
Gisngivitis,25,5.757000457
Gisngivitis,25,-5.594734617
Gisngivitis,25,-11.57598421
Mucositis,25,-2.361455189
Mucositis,25,-14.41787813
Mucositis,25,-1.353535407
Mucositis,25,-3.342954101
Mucositis,25,-3.103156583
Mucositis,25,17.22888447
Mucositis,25,-2.408232628
Mucositis,25,-1.763449762
Mucositis,25,26.09446376
Mucositis,25,54.45237716
Mucositis,25,-5.29070709
Mucositis,25,-0.755537727
Mucositis,25,-1.434345397
Mucositis,25,-11.96981275
Mucositis,25,3.918863257
Periimplantitis,25,5.75791467
Periimplantitis,25,-0.958297632
Periimplantitis,25,-1.838989171
Periimplantitis,25,-0.611871229
Periimplantitis,25,-0.309066039
Periimplantitis,25,-6.025090594
Periimplantitis,25,25.76353977
Periimplantitis,25,1.829756108
Periimplantitis,25,5.431647701
Periimplantitis,25,63.24285513
Periimplantitis,25,22.06311693
Periimplantitis,25,-14.26510218
Periimplantitis,25,-2.511227278
Periimplantitis,25,-3.820254247
Healthy,25,-4.982683347
Healthy,25,0.572063612
Healthy,25,-2.659964929
Healthy,25,-0.377076742
Healthy,25,-0.274132807
Healthy,25,1.250819132
Healthy,25,-2.174543356
Healthy,25,-5.395891348
Healthy,25,-4.974187079
Healthy,25,-0.32572109
Gisngivitis,25,-2.353857834
Gisngivitis,25,-10.31442406
Gisngivitis,25,-2.654870349
Gisngivitis,25,5.811835264
Gisngivitis,25,-4.59696385
Gisngivitis,25,2.135471119
Gisngivitis,25,-39.53774858
Gisngivitis,25,8.387986019
Gisngivitis,25,-5.134721972
Gisngivitis,25,-8.133156337
Mucositis,25,-2.18674005
Mucositis,25,-14.84282172
Mucositis,25,-1.885330195
Mucositis,25,-3.337128307
Mucositis,25,-3.83161755
Mucositis,25,17.03158979
Mucositis,25,-3.410042252
Mucositis,25,-2.421996399
Mucositis,25,19.18462471
Mucositis,25,46.01144352
Mucositis,25,-4.199244878
Mucositis,25,-1.020281534
Mucositis,25,-1.093828069
Mucositis,25,-12.7752597
Mucositis,25,3.571045279
Periimplantitis,25,5.012527141
Periimplantitis,25,-1.44358233
Periimplantitis,25,-1.849704361
Periimplantitis,25,-0.964265843
Periimplantitis,25,0.873860915
Periimplantitis,25,-5.927855208
Periimplantitis,25,20.67915105
Periimplantitis,25,2.399599509
Periimplantitis,25,6.863376393
Periimplantitis,25,59.64902871
Periimplantitis,25,22.06166349
Periimplantitis,25,-17.26717872
Periimplantitis,25,-2.536771327
Periimplantitis,25,-4.464763004
Healthy,25,-5.963320447
Healthy,25,0.697203912
Healthy,25,-1.201942244
Healthy,25,-0.024315805
Healthy,25,-0.409581525
Healthy,25,0.333205316
Healthy,25,-2.473536677
Healthy,25,-5.33932856
Healthy,25,-6.080872478
Healthy,25,-0.56554284
Gisngivitis,25,-1.889210009
Gisngivitis,25,-10.14293839
Gisngivitis,25,-3.378076309
Gisngivitis,25,8.43727913
Gisngivitis,25,-3.50025466
Gisngivitis,25,6.270828297
Gisngivitis,25,-39.09610906
Gisngivitis,25,11.52890937
Gisngivitis,25,-3.174475391
Gisngivitis,25,-3.546494579
Mucositis,25,-1.957330279
Mucositis,25,-15.53699784
Mucositis,25,-1.957804425
Mucositis,25,-3.124431408
Mucositis,25,-4.390891893
Mucositis,25,17.4761019
Mucositis,25,-4.489467466
Mucositis,25,-2.706008852
Mucositis,25,15.20648437
Mucositis,25,40.10526796
Mucositis,25,-2.3423038
Mucositis,25,-0.661404313
Mucositis,25,-0.888271977
Mucositis,25,-13.30161942
Mucositis,25,3.465210432
Periimplantitis,25,4.421759955
Periimplantitis,25,-1.931368
Periimplantitis,25,-1.730407511
Periimplantitis,25,-1.535903943
Periimplantitis,25,1.875892269
Periimplantitis,25,-5.474290377
Periimplantitis,25,16.67704911
Periimplantitis,25,3.112496248
Periimplantitis,25,8.549148024
Periimplantitis,25,55.48773998
Periimplantitis,25,22.74798056
Periimplantitis,25,-19.2499303
Periimplantitis,25,-2.378289002
Periimplantitis,25,-4.911479631
Healthy,25,-6.662263808
Healthy,25,1.13709395
Healthy,25,1.166296273
Healthy,25,1.108764002
Healthy,25,-0.234798485
Healthy,25,-1.379005913
Healthy,25,-2.10407974
Healthy,25,-5.209027312
Healthy,25,-6.828368536
Healthy,25,-0.397547189
Gisngivitis,25,-0.750126112
Gisngivitis,25,-9.64965788
Gisngivitis,25,-3.810059937
Gisngivitis,25,11.30961638
Gisngivitis,25,-2.003822669
Gisngivitis,25,10.39475882
Gisngivitis,25,-36.86364574
Gisngivitis,25,15.28581994
Gisngivitis,25,0.26862813
