x,Healthy,Gingivitis
23.2,3.824041091,4.018167555
23.2,1.618688886,60.57217922
23.2,3.29574262,1.465420301
23.2,-1.289515473,11.19546312
23.2,0.594289229,-13.69664515
23.4,-4.96409898,-0.893081096
23.4,0.118914594,-1.420616312
23.4,-1.908470734,-3.085622376
23.4,17.44374131,-3.834026816
23.4,-0.607416758,-1.520062716
23.4,2.401691079,0.668775859
23.4,1.882960128,48.9377877
23.4,2.906468652,0.508041969
23.4,0.646259647,5.204613858
23.4,3.689931244,-14.47015498
23.6,-3.718625408,-0.141766513
23.6,0.656864675,-1.98931412
23.6,-2.437954687,-2.765140078
23.6,15.09332988,-4.13991964
23.6,2.163373239,-3.561980137
23.6,1.541959314,-2.796735364
23.6,2.183453503,18.84421684
23.6,1.095757329,0.263879626
23.6,1.647590188,1.843317385
23.6,7.500568784,-15.24566597
23.8,-2.101499879,-0.490743736
23.8,0.888192183,-3.98465821
23.8,-3.864506452,-2.080907246
23.8,9.922911607,-4.303167063
23.8,3.862553419,-4.30013517
23.8,1.304126917,-4.394917315
23.8,2.39152991,-6.805494819
23.8,-0.870780871,0.910728117
23.8,1.960480826,0.211575575
23.8,9.587334021,-15.57528403
24,-0.991071985,-1.333674314
24,0.905389789,-6.300502776
24,-5.497718271,-1.465137728
24,5.579677473,-4.289314849
24,3.546506665,-4.967454405
24,1.180126931,-4.615807299
24,1.826123465,-19.19993463
24,-2.364932849,1.760572584
24,1.297026527,-1.871025524
24,8.661133256,-15.77731761
24.2,-1.085289001,-1.927357239
24.2,0.75165813,-8.162261155
24.2,-6.030120631,-1.260399588
24.2,2.894026764,-3.345192934
24.2,2.003051473,-5.50488177
24.2,1.071255424,-3.186020908
24.2,0.62805918,-26.13205756
24.2,-3.55133945,2.657006063
24.2,-0.827790627,-3.961019885
24.2,5.668786595,-15.52960726
24.4,-2.303891894,-2.230594253
24.4,0.606527315,-9.411565768
24.4,-5.184521605,-1.460518493
24.4,1.214563274,-1.043571826
24.4,0.663672712,-5.728571962
24.4,1.289546508,-1.451450105
24.4,-0.610990443,-32.33489105
24.4,-4.625826797,3.873741595
24.4,-3.003159969,-5.159169076
24.4,2.576606519,-14.22136238
24.6,-3.790036408,-2.359718405
24.6,0.550004271,-10.0488281
24.6,-3.829972526,-1.967579361
24.6,0.035011253,2.386303504
24.6,-0.005660132,-5.494379944
24.6,1.527864809,0.021377866
24.6,-1.517043779,-37.34226779
24.6,-5.303344075,5.757000457
24.6,-4.3059818,-5.594734617
24.6,0.577777933,-11.57598421
24.9,-4.982683347,-2.353857834
24.9,0.572063612,-10.31442406
24.9,-2.659964929,-2.654870349
24.9,-0.377076742,5.811835264
24.9,-0.274132807,-4.59696385
24.9,1.250819132,2.135471119
24.9,-2.174543356,-39.53774858
24.9,-5.395891348,8.387986019
24.9,-4.974187079,-5.134721972
24.9,-0.32572109,-8.133156337
25.1,-5.963320447,-1.889210009
25.1,0.697203912,-10.14293839
25.1,-1.201942244,-3.378076309
25.1,-0.024315805,8.43727913
25.1,-0.409581525,-3.50025466
25.1,0.333205316,6.270828297
25.1,-2.473536677,-39.09610906
25.1,-5.33932856,11.52890937
25.1,-6.080872478,-3.174475391
25.1,-0.56554284,-3.546494579
25.3,-6.662263808,-0.750126112
25.3,1.13709395,-9.64965788
25.3,1.166296273,-3.810059937
25.3,1.108764002,11.30961638
25.3,-0.234798485,-2.003822669
25.3,-1.379005913,10.39475882
25.3,-2.10407974,-36.86364574
25.3,-5.209027312,15.28581994
25.3,-6.828368536,0.26862813
25.3,-0.397547189,2.793988615
25.5,-7.058448633,0.934803937
25.5,1.977588429,-8.636188646
25.5,4.783301752,-3.760479697
25.5,2.640510219,15.80963294
25.5,0.650536908,-0.197152796
25.5,-3.606107134,15.51094885
25.5,-1.407980709,-32.88043087
25.5,-5.00657399,19.87637987
25.5,-6.857680906,4.678745401
25.5,0.065050973,10.21743018
25.7,-7.138779208,2.850551167
25.7,2.857587148,-7.116792022
25.7,8.809786052,-3.5012305
25.7,4.43154981,23.04209607
25.7,2.42801069,2.711177548
25.7,-5.967607828,22.98368623
25.7,-1.110705508,-26.35263889
25.7,-4.457077302,26.05517934
25.7,-6.502320235,10.8486508
25.7,0.71174124,18.12769362
26,-6.65710786,4.73275512
26,3.436608034,-4.985057027
26,12.77255079,-3.235096329
26,6.594432077,32.69228026
26,4.598297731,6.601699658
26,-7.496235333,33.63245946
26,-1.334483207,-16.16562461
26,-3.488867717,33.69318626
26,-5.756172642,19.87960823
26,1.154220551,25.82529713
26.2,-5.736834439,6.386889614
26.2,3.641511197,-2.175464447
26.2,16.397961,-2.887871696
26.2,9.404515225,44.29944563
26.2,6.589677168,11.92697061
26.2,-7.718058631,47.99079202
26.2,-1.417250694,-0.33630354
26.2,-2.127537731,42.41202499
26.2,-5.107924111,31.02386618
26.2,1.111086595,32.58049948
26.4,-4.639011313,7.881343513
26.4,3.694285572,0.902723534
26.4,20.17676944,-2.444820617
26.4,12.95840355,56.07737959
26.4,8.841455864,17.85077242
26.4,-7.441719283,66.43183241
26.4,-1.193009929,20.60894595
26.4,-0.443215207,52.2766516
26.4,-4.383001905,41.29538194
26.4,0.829628348,37.45644649
26.6,-3.483440126,9.64489923
26.6,4.045782534,3.774565996
26.6,25.21263008,-1.999457789
26.6,16.72834205,66.65465273
26.6,12.49260943,23.15806402
26.6,-7.298986066,88.39442482
26.6,-0.860259642,43.40999215
26.6,1.241052794,62.51083341
26.6,-3.581715316,47.43917105
26.6,0.544460806,39.62498273
26.8,-1.803697433,12.00437529
26.8,4.981730382,6.264383722
26.8,32.19744032,-1.397283788
26.8,20.05706202,75.41848975
26.8,18.44979758,27.42691067
26.8,-7.585823962,112.8915207
26.8,-0.528835224,63.1261378
26.8,2.671786512,71.56236866
26.8,-2.266182208,49.50170963
26.8,0.518232893,39.13976617
27.1,1.095107351,14.73931306
27.1,6.7029548,8.457176574
27.1,40.9248242,-0.152979711
27.1,22.74239984,79.32547534
27.1,25.95180786,30.48744869
27.1,-8.287355343,137.8313981
27.1,0.083400782,75.73153991
27.1,3.631926024,78.79970754
27.1,0.192574951,49.63809248
27.1,0.756745084,37.1670834
27.3,5.480633882,17.41327393
27.3,9.011209474,10.37486019
27.3,50.69544861,2.075237109
27.3,24.63407354,78.21299318
27.3,33.70590081,32.47582426
27.3,-9.107312604,160.2024812
27.3,1.038063494,81.23972088
27.3,4.001604815,83.9941473
27.3,3.562986614,49.88189177
27.3,1.075911922,35.08674232
27.5,10.94391156,19.97116087
27.5,11.50574919,11.65895254
27.5,60.7054053,5.18661535
27.5,25.68454775,74.94313101
27.5,41.07016878,33.40135669
27.5,-9.749375484,177.5062669
27.5,2.277303521,82.82432537
27.5,3.972035514,87.64097721
27.5,7.071813313,50.9697918
27.5,1.297734346,34.3704006
27.8,16.61730067,22.79652694
27.8,13.82935217,12.06069563
27.8,70.05301014,8.421448487
27.8,26.16312804,72.67280637
27.8,47.88449998,33.80985743
27.8,-9.630165313,188.6820583
27.8,3.718962124,83.83324232
27.8,3.819736984,89.54377653
27.8,10.37740166,52.27444753
27.8,1.188198291,34.50692572
28,21.65360565,25.96476548
28,15.55182518,12.12825214
28,78.02857148,11.16528342
28,26.56232514,70.72381832
28,53.54855576,33.78587808
28,-8.214985796,193.2097324
28,4.744504154,85.70546787
28,3.822435442,89.68730446
28,12.8314676,56.03286945
28,0.718164472,34.02920058
28.2,25.81684789,29.10518502
28.2,16.62511258,12.5380798
28.2,84.90932429,13.25552445
28.2,28.39859242,67.54447262
28.2,57.34070775,33.11166571
28.2,-5.452860827,192.6371239
28.2,5.153011181,88.83817716
28.2,4.101545491,88.46340346
28.2,14.50086576,63.31172222
28.2,0.14237471,31.9495831
28.5,29.10647733,32.01315142
28.5,17.30680829,13.10796504
28.5,91.97510544,14.73909342
28.5,30.66586359,63.32525062
28.5,58.70592604,31.8708096
28.5,-1.56443853,188.8466164
28.5,5.432724395,93.58437202
28.5,4.661244559,85.5024976
28.5,15.5074324,68.6966422
28.5,-0.248326809,29.61420879
28.7,31.69215442,34.88970329
28.7,17.70624318,13.17155011
28.7,101.4908655,15.94779973
28.7,31.44172435,58.61842597
28.7,58.49823885,29.79876777
28.7,2.604444528,179.7992474
28.7,5.946144096,100.8878317
28.7,5.088762159,80.36752421
28.7,16.45533578,68.10216439
28.7,-0.333026576,27.19777852
28.9,33.885434,37.80415468
28.9,17.84460889,12.26225222
28.9,114.5704915,17.1107967
28.9,30.68812363,52.93250381
28.9,58.05131126,26.07473525
28.9,6.590433531,163.6363241
28.9,6.851332995,112.1944742
28.9,4.949090099,72.80178458
28.9,17.66280128,62.52445487
28.9,-0.290978831,24.96198284
29.2,35.78177171,40.49320899
29.2,17.61936892,10.84079749
29.2,128.3223744,18.21562033
29.2,30.2695346,47.02196563
29.2,57.67308107,20.36723774
29.2,10.20520456,141.6992465
29.2,7.798042455,126.6301239
29.2,4.08741734,63.27976335
29.2,18.87974903,56.44789877
29.2,-0.357931619,22.70460806
29.4,37.38984144,42.13773442
29.4,17.17050789,9.615765933
29.4,135.4677571,19.21274218
29.4,31.58359989,42.18737672
29.4,56.47599167,13.62101053
29.4,13.15476581,117.4515202
29.4,8.494668097,138.1718582
29.4,2.607536926,53.27170045
29.4,19.8021326,51.93738783
29.4,-0.505619479,20.74157063
29.6,38.29716776,41.95770726
29.6,16.59499732,8.552954526
29.6,129.7161575,19.8266945
29.6,32.56170831,38.67974052
29.6,53.66516993,7.700880292
29.6,15.43755711,93.30764523
29.6,8.648707333,137.9872394
29.6,0.785813541,44.28124452
29.6,20.34424931,47.92734298
29.6,-0.633566328,19.17804523
29.9,38.24334556,39.65525654
29.9,15.60458436,7.501514411
29.9,111.4051387,19.99990303
29.9,30.72668374,35.90229296
29.9,49.0747987,3.810534846
29.9,17.10168542,71.06400165
29.9,7.924971543,123.8317386
29.9,-1.159790841,37.39607326
29.9,20.12627361,46.8314132
29.9,-0.906034504,17.71900378
30.1,37.29706063,35.9841438
30.1,13.98706442,6.501284557
30.1,87.35906025,19.47417035
30.1,26.38897926,32.90279491
30.1,43.51631916,1.26418253
30.1,18.31183296,53.48426916
30.1,6.353507448,102.2660696
30.1,-2.852238982,33.00409154
30.1,18.63287508,47.09336125
30.1,-1.413515811,15.50947992
30.3,35.42815642,31.90049235
30.3,11.99642621,5.350156221
30.3,65.32874816,18.05197058
30.3,21.58541283,28.83464428
30.3,37.14035333,-0.171539407
30.3,18.79234423,41.0203285
30.3,4.387511568,82.87823017
30.3,-3.9546635,31.0891446
30.3,15.78854256,47.11656095
30.3,-1.969993518,11.75548726
30.6,32.50749734,28.26796414
30.6,10.2011092,4.543345874
30.6,49.27325766,15.74712209
30.6,18.04004356,23.46036575
30.6,30.57903118,-0.535810938
30.6,18.09746127,33.66399362
30.6,2.650203001,68.7493581
30.6,-4.371940634,31.03062095
30.6,12.20606626,46.27063079
30.6,-2.402079267,7.251641359
30.8,28.69758852,25.03643131
30.8,8.915124587,4.140665797
30.8,39.90977711,12.97228172
30.8,15.55889182,18.16951128
30.8,25.08488509,-1.075753382
30.8,16.20717648,30.85172127
30.8,1.674854638,55.6316636
30.8,-4.257777687,32.17410528
30.8,8.55617834,44.72160858
30.8,-2.802357397,3.578420699
31.1,24.87008155,22.21535201
31.1,8.245922385,4.005130897
31.1,36.25747075,10.36890821
31.1,13.22839017,14.17499742
31.1,21.41762026,-1.749113705
31.1,13.3417965,31.33926161
31.1,1.659799913,39.40112377
31.1,-3.853139001,34.50643788
31.1,5.337928172,43.25711338
31.1,-3.137597001,1.753848649
31.3,21.8787531,19.34321343
31.3,8.302716984,3.645390594
31.3,36.58457642,8.4787768
31.3,10.72509728,11.14695928
31.3,19.29273858,-2.599504089
31.3,10.26590868,34.34412326
31.3,2.32412726,21.8894603
31.3,-3.318281211,38.07127824
31.3,2.646910231,43.24991894
31.3,-3.30010385,0.928505556
31.6,19.66616621,16.29881238
31.6,8.951002734,3.258036776
31.6,39.971391,7.455941954
31.6,8.443016326,9.021788578
31.6,17.83256655,-2.880294371
31.6,7.554878181,40.53797725
31.6,3.510086019,7.027209368
31.6,-2.671212322,42.77820371
31.6,0.963283102,45.08493312
31.6,-3.375004059,1.566655803
31.8,17.49349026,13.13651809
31.8,9.978197293,3.073514006
31.8,46.02211604,7.404886247
31.8,6.82944325,8.385298194
31.8,16.29983785,-2.502767676
31.8,5.587931519,50.16796022
31.8,5.123758921,-3.063472657
31.8,-1.63641988,48.36424303
31.8,1.089126352,48.22336505
31.8,-3.402344096,3.037067857
32.1,14.83058753,10.33784318
32.1,11.34611103,2.989398627
32.1,54.98888957,8.135095867
32.1,5.969626334,9.658754101
32.1,14.7055032,-1.598542675
32.1,4.695922844,62.48393995
32.1,6.979590145,-8.455549164
32.1,-0.056820758,54.78328105
32.1,2.868709076,52.35240641
32.1,-3.450018189,4.285405569
32.3,11.76667727,8.159953941
32.3,13.30960791,2.832176471
32.3,67.30989507,9.32870921
32.3,5.873256745,11.86954606
32.3,13.42217841,-0.15144772
32.3,5.030688823,76.18638332
32.3,8.903858906,-10.61437308
32.3,1.87153838,62.14071745
32.3,5.02464486,57.72070638
32.3,-3.312558418,4.835114753
32.6,8.65307567,7.071461656
32.6,15.91285072,2.597054967
32.6,82.93114817,10.94708281
32.6,6.266870316,14.54519275
32.6,12.8504415,1.443816502
32.6,6.738624393,91.50458359
32.6,10.86082926,-10.5544767
32.6,3.765216472,70.63650288
32.6,5.945089443,64.41990167
32.6,-3.004799703,4.631301308
32.8,5.999168245,6.885493136
32.8,18.88119117,2.366208882
32.8,101.4195001,12.93345273
32.8,7.146316239,16.61542479
32.8,13.04665163,3.427288726
32.8,9.708943188,108.6311988
32.8,12.99936557,-8.649431566
32.8,5.413211476,80.29004837
32.8,5.289339547,71.56321223
32.8,-2.58067486,3.401007023
33.1,4.111704296,7.406136373
33.1,21.93017332,2.199635858
33.1,120.8487555,15.5371268
33.1,8.368988827,18.39635227
33.1,13.76210798,5.343398343
33.1,13.62770991,127.0439412
33.1,15.29150911,-4.956404321
33.1,6.982705237,90.36396785
33.1,4.147634488,77.68495203
33.1,-1.991187287,1.195185095
33.3,3.124969464,8.222654854
33.3,25.08719409,2.067355109
33.3,139.6307069,18.72402731
33.3,9.97145058,23.05664946
33.3,14.88328002,6.388277062
33.3,18.46510392,147.7117614
33.3,16.97832323,-0.080338957
33.3,8.437373129,99.90493185
33.3,3.329578189,81.67277558
33.3,-1.467543409,-1.483659101
33.6,3.609293361,9.289972232
33.6,28.2561934,2.191986796
33.6,157.9550345,22.32410187
33.6,11.81621377,25.91708444
33.6,16.54171687,6.818908662
33.6,24.02475535,171.0710662
33.6,17.96421997,4.786210667
33.6,9.400307668,108.4645372
33.6,3.065534082,84.05718795
33.6,-1.207869781,-4.293016738
33.8,5.747948137,10.45075374
33.8,31.2378548,2.404495157
33.8,176.5097395,25.49432319
33.8,13.25386819,23.93324925
33.8,18.59736843,7.005901866
33.8,30.05028011,193.9864896
33.8,18.74890215,8.029685674
33.8,9.756280095,115.896957
33.8,3.276050839,86.39936205
33.8,-1.181427528,-7.17433772
34.1,8.995993749,11.51823265
34.1,33.74405684,2.424858706
34.1,194.1123052,27.45317306
34.1,14.14666693,19.34701447
34.1,20.87696837,6.910296419
34.1,36.14607775,214.016323
34.1,19.33360173,8.815928418
34.1,9.394558888,121.7787283
34.1,3.844225615,88.79730186
34.1,-1.186312396,-9.902729439
34.3,11.94313474,12.09976562
34.3,35.59557502,2.242540865
34.3,207.6678222,28.18672142
34.3,14.62434815,17.14093394
34.3,23.03950335,6.777620904
34.3,41.88044832,232.203355
34.3,18.95313225,8.417405163
34.3,8.496569111,125.2846407
34.3,4.682086165,90.52512159
34.3,-0.844332942,-12.23221998
34.6,13.18038181,11.95035075
34.6,36.43255672,1.911737428
34.6,215.2710717,28.30842285
34.6,14.75578465,15.33179571
34.6,24.76121765,6.860859018
34.6,47.03492184,250.8669726
34.6,17.27685832,8.408366206
34.6,7.322818965,125.1144512
34.6,5.318315164,89.91001567
34.6,-0.521391737,-13.88961503
34.9,12.75358843,11.18376692
34.9,36.05873518,1.369948432
34.9,217.997129,28.1147235
34.9,14.8599553,12.30128181
34.9,25.80173323,6.983334623
34.9,51.44749878,267.0447017
34.9,15.18510884,9.103352136
34.9,6.017411639,120.224435
34.9,5.14942362,86.680722
34.9,-0.245947107,-14.66785056
35.1,11.41175278,10.21714788
35.1,34.28786309,0.661569463
35.1,216.4798719,27.53048098
35.1,15.16343345,8.612544307
35.1,26.06660956,6.490943621
35.1,55.09167914,277.4772477
35.1,13.39306095,10.36765748
35.1,4.716269263,111.1685834
35.1,4.224948406,80.86728171
35.1,-0.186112725,-14.38437306
35.4,9.872562058,9.306989729
35.4,31.47816324,0.053920938
35.4,209.7178439,26.19573275
35.4,15.80613881,4.540032468
35.4,25.83042222,5.301233677
35.4,58.12845021,279.5031571
35.4,11.50323096,11.39064429
35.4,3.458138463,99.47935463
35.4,2.964545958,72.69456083
35.4,-0.315533795,-12.73464345
35.6,8.624754073,8.589959277
35.6,28.36282735,-0.243861673
35.6,195.4353689,24.17433258
35.6,16.31698487,1.53991755
35.6,25.18243361,3.86758628
35.6,60.25907314,270.0802258
35.6,9.41831187,11.01762303
35.6,2.207984138,86.85588662
35.6,1.842697519,63.62906982
35.6,-0.68277747,-9.773101916
35.9,7.392798899,7.94893958
35.9,25.43348984,-0.351374861
35.9,173.7845713,21.76967528
35.9,16.32587191,0.256612778
35.9,24.30974348,3.242854601
35.9,60.93916547,247.6215935
35.9,7.271307972,8.445385444
35.9,1.125892103,73.99600395
35.9,1.009065539,54.97575683
35.9,-1.106481415,-6.903481254
36.2,6.178598639,7.267610116
36.2,21.62417266,-0.440762703
36.2,147.6391036,19.19492278
36.2,16.04197706,0.081538261
36.2,23.70359233,3.420318543
36.2,59.8764135,214.3969345
36.2,5.51526996,4.767009458
36.2,0.428187785,62.31708
36.2,0.456938743,48.83804353
36.2,-1.28374097,-5.019799597
36.4,5.218770669,6.471027502
36.4,18.55189548,-0.558432111
36.4,121.5100817,16.51326129
36.4,15.96789368,0.103827327
36.4,23.10457204,4.626968675
36.4,57.40036375,176.6024011
36.4,4.306706041,1.240795349
36.4,0.249682464,53.26861317
36.4,0.371557166,48.03153152
36.4,-1.045132968,-5.760074732
36.7,4.349270163,5.617767817
36.7,16.8738984,-0.157812149
36.7,99.21280064,13.73603095
36.7,16.48564333,-0.317409107
36.7,22.07526156,7.004523019
36.7,54.19272159,141.9638309
36.7,3.461058637,-1.813010956
36.7,0.359845538,46.82751756
36.7,0.628820203,52.67420945
36.7,-0.685468536,-9.903499724
37,3.464660295,5.052310249
37,16.0779036,0.878989963
37,82.83770327,11.01924343
37,17.92697635,-2.029639875
37,19.86621966,9.423678778
37,50.16188642,115.6503436
37,2.71276829,-2.719502675
37,0.340188035,41.87939601
37,0.795049358,57.44146531
37,-0.360798947,-16.30978091
37.2,2.635669896,4.903425252
37.2,15.33650503,1.960668471
37.2,72.53065086,8.597728534
37.2,19.88109874,-4.787601568
37.2,18.67961945,9.450663708
37.2,45.21728987,97.20372928
37.2,1.956512315,0.219846175
37.2,0.451107988,37.54328019
37.2,0.836706167,54.70305415
37.2,-0.044011815,-22.52912515
37.5,1.980986709,4.903145767
37.5,14.14691008,2.074194772
37.5,67.36292937,6.733357684
37.5,20.97427346,-7.16937053
37.5,19.5789875,6.332941232
37.5,40.33243631,83.67811009
37.5,1.520240395,4.130349566
37.5,0.344522782,33.23516045
37.5,0.758085027,43.71332664
37.5,0.664277416,-26.91398053
37.8,1.937819504,4.663390753
37.8,13.15061173,1.693537099
37.8,65.5089001,5.473058477
37.8,20.23619769,-8.684786753
37.8,20.36110545,2.044495513
37.8,36.6225061,72.43371382
37.8,1.490862623,5.943475888
37.8,-0.468671062,28.76868038
37.8,0.765906776,30.65025955
37.8,1.560515633,-30.75258731
38.1,2.200811204,4.119421098
38.1,12.89598885,1.471344803
38.1,64.98644402,4.79069197
38.1,17.96820559,-9.814554464
38.1,20.0825731,-1.936978159
38.1,34.47759434,63.08051975
38.1,1.835343086,5.41173842
38.1,-1.980380709,24.38094471
38.1,1.009025649,20.96581109
38.1,2.296805566,-34.26077532
38.3,3.538601461,3.314248451
38.3,11.82429867,1.638144823
38.3,64.36983232,4.45662597
38.3,15.45659667,-10.87067657
38.3,18.65926536,-5.256586286
38.3,33.45389282,55.62689262
38.3,2.289558234,4.189471383
38.3,-3.273729782,20.80539616
38.3,0.591718621,15.48502116
38.3,2.487033689,-36.95891859
38.6,5.363771643,2.346082661
38.6,10.66342377,1.521792467
38.6,63.96697044,4.070729175
38.6,13.63684521,-10.64733293
38.6,17.36384227,-7.270342029
38.6,32.37109308,49.02612698
38.6,2.781551924,2.388461853
38.6,-4.12264121,18.30013523
38.6,0.473419295,12.65379423
38.6,2.071238312,-38.47565832
38.9,6.533656027,1.501030548
38.9,9.394189396,1.511315647
38.9,64.98671369,3.445933297
38.9,12.49770316,-8.716874778
38.9,17.20785022,-8.463902285
38.9,29.94841613,42.96929752
38.9,3.484313793,-0.064730901
38.9,-4.603137805,16.47893293
38.9,1.277728573,11.37310285
38.9,1.476871224,-39.24638204
39.2,5.586759478,0.73868964
39.2,8.060292256,2.098082259
39.2,68.15553192,2.659108857
39.2,11.64478452,-6.214952781
39.2,17.02495825,-9.191962394
39.2,25.75895999,37.72697257
39.2,4.600778281,-2.303952878
39.2,-4.938328334,15.23061735
39.2,2.36352582,11.03301745
39.2,0.870401335,-39.07147472
39.4,3.040296142,0.209402903
39.4,7.1511465,3.525682466
39.4,73.3300234,1.827315216
39.4,10.78116438,-3.279985275
39.4,19.46070113,-9.94272732
39.4,20.91219434,33.28240538
39.4,6.321473579,-5.903095939
39.4,-5.035109468,14.81381787
39.4,2.601343862,11.74780114
39.4,0.308862834,-37.50232116
39.7,0.144742737,-0.110872803
39.7,6.848146762,5.405900023
39.7,80.16776023,1.126200871
39.7,10.09895664,0.011055794
39.7,20.59438726,-10.4232403
39.7,16.63731568,30.28029332
39.7,8.526872026,-12.00927739
39.7,-4.844899474,14.96266663
39.7,1.23853299,13.96166363
39.7,-0.174268479,-35.22610261
40,-2.083441487,-0.391352168
40,6.908508166,7.844130071
40,88.68413003,0.800238654
40,9.730808834,3.89140742
40,17.2405927,-10.27556222
40,12.90525659,27.64001111
40,11.17376802,-17.74442766
40,-4.254990986,15.40675063
40,-0.339249886,18.33151183
40,-0.398644384,-32.66441408
40.3,-3.84534028,-0.236818112
40.3,7.330656765,10.75221019
40.3,99.00379502,0.94028923
40.3,9.626283033,8.447842223
40.3,11.83359054,-9.524673062
40.3,8.936510782,25.25894788
40.3,14.30700999,-21.25878422
40.3,-3.05072318,16.75383203
40.3,-0.845522419,25.32563394
40.3,-0.424876698,-29.16751558
40.6,-4.924698294,0.172472469
40.6,7.994754992,14.50587198
40.6,111.3938563,1.459689406
40.6,9.692108391,14.05438146
40.6,8.276412563,-8.165634655
40.6,4.99112745,24.10489262
40.6,18.04759479,-23.48160398
40.6,-1.244170115,19.93141565
40.6,-1.20866328,35.2650716
40.6,-0.399933356,-24.26875941
40.8,-5.598630591,1.09333475
40.8,8.98425201,18.98106346
40.8,126.2425793,2.254384355
40.8,10.1091485,21.02413404
40.8,8.165632703,-6.075276413
40.8,1.787859426,26.21234489
40.8,22.32478879,-25.28165268
40.8,0.994339033,25.23400407
40.8,-1.58176605,48.53678264
40.8,-0.514611927,-18.03815481
41.1,-5.981881984,2.55776777
41.1,10.60454229,24.42862743
41.1,143.7058452,3.345872456
41.1,11.14669104,30.39262551
41.1,9.096241853,-3.118410613
41.1,-0.393529424,30.91094609
41.1,26.74157863,-25.21534203
41.1,3.86792926,32.19498685
41.1,-1.776591531,65.26964663
41.1,-0.737574633,-9.910765909
41.4,-6.14405603,4.606552391
41.4,13.07854703,31.32228831
41.4,163.9001271,4.863685503
41.4,12.75909415,39.75343856
41.4,8.850407997,0.232616647
41.4,-1.902925439,37.06426194
41.4,31.14975435,-23.3160964
41.4,7.427364302,40.86206943
41.4,-1.499904108,85.12668688
41.4,-0.915111455,-0.08384325
41.7,-6.202654722,7.529388255
41.7,16.46973183,39.91556042
41.7,186.8832643,6.870687218
41.7,14.82656168,51.49330922
41.7,9.331095351,2.90056891
41.7,-2.873459262,43.11171259
41.7,36.09570312,-21.27635339
41.7,11.33852023,50.46431568
41.7,-0.309431669,107.9039579
41.7,-0.9420842,10.49909073
42,-6.227341136,11.40224
42,20.66811117,49.77841623
42,212.0531917,9.672496818
42,17.46455866,66.97761521
42,10.20087161,5.155239417
42,-3.221315011,48.13418329
42,41.4681229,-19.01482255
42,15.06832561,60.05157761
42,1.464339444,133.9708188
42,-0.863151971,21.19836149
42.3,-6.15486754,16.54559118
42.3,25.45575639,60.29356623
42.3,238.033204,13.53230163
42.3,20.86562885,82.28999318
42.3,11.47001893,7.626143686
42.3,-2.929686424,52.56823554
42.3,46.7513732,-16.72062556
42.3,18.38912344,69.75896417
42.3,3.67269446,162.7181033
42.3,-0.636307684,33.46592931
42.6,-5.64668258,22.74295086
42.6,30.65527166,71.1244444
42.6,262.8312842,18.48903907
42.6,25.11462886,93.58512933
42.6,13.39013294,10.40132257
42.6,-1.739317297,56.83497317
42.6,51.44939114,-14.48139073
42.6,21.67735072,81.22721385
42.6,6.122135985,192.5093279
42.6,-0.224823383,48.80716931
42.9,-4.378332427,29.43220589
42.9,36.03223753,82.42524071
42.9,285.3109258,24.58737181
42.9,29.90850685,102.3970352
42.9,15.6759732,12.62751983
42.9,0.520931404,60.92936111
42.9,55.58320388,-12.07538179
42.9,25.27712996,95.14804211
42.9,8.801103673,222.7952205
42.9,0.310737159,67.42512048
43.2,-2.489732056,36.63471873
43.2,41.54104946,93.62085507
43.2,306.1948906,31.68930139
43.2,34.57813472,114.372264
43.2,17.90756745,14.3703906
43.2,4.009880115,64.42389981
43.2,59.34420158,-9.332684538
43.2,29.26478692,111.1375678
43.2,11.87407822,255.5862064
43.2,0.752538731,88.6849463
43.4,-0.023905867,44.38328472
43.4,47.35984313,103.7053772
43.4,326.2862497,39.31670724
43.4,38.45551547,129.2951899
43.4,20.31655583,16.77806589
43.4,8.726069444,68.48665583
43.4,61.54911605,-5.693033281
43.4,33.42277812,128.9170757
43.4,14.9753658,294.2566971
43.4,0.922013314,114.0839412
43.7,3.246108353,52.65560634
43.7,53.61475876,111.7703717
43.7,345.866705,46.75535505
43.7,41.5418197,144.5373943
43.7,23.05140518,20.79400946
43.7,14.4957227,75.14067192
43.7,61.49427783,-0.727877235
43.7,37.56786659,148.2923677
43.7,18.06111263,337.5871367
43.7,0.859133637,147.878349
44,7.533951222,61.11799494
44,60.13796768,117.2226031
44,364.5144294,53.65338251
44,44.5622484,159.6211328
44,25.78604615,27.04493429
44,21.35758828,85.87021618
44,60.31975041,7.278807039
44,41.91079968,168.591998
44,21.65855468,380.8603064
44,0.668135844,188.9582846
44.3,12.61861906,69.23438006
44.3,66.46188001,120.1852129
44.3,381.7470444,60.33809394
44.3,47.99473775,173.4940158
44.3,28.13397492,35.4675479
44.3,28.76110496,101.0421531
44.3,59.64993424,19.31651997
44.3,46.84777009,189.7328296
44.3,25.83544188,420.6840888
44.3,0.406755431,232.3398306
44.6,18.09362698,77.10160067
44.6,72.25162743,120.8993591
44.6,398.1230532,67.10812471
44.6,51.69055783,185.0273398
44.6,30.38791196,45.3297859
44.6,36.28654563,120.2002722
44.6,60.27719031,33.78037139
44.6,52.08249312,210.2610183
44.6,30.235325,455.3278427
44.6,0.117165626,274.3219608
44.9,24.1464595,84.26932799
44.9,77.27789356,119.0395363
44.9,414.1369345,73.840859
44.9,55.16552833,193.9608538
44.9,33.24890834,55.61070808
