x,Healthy,Gingivitis
11.2,-9.844347303,14.6486672
11.4,-0.262231083,-9.283650724
11.4,5.712928663,-5.652627949
11.4,-5.863910406,-11.61496795
11.4,-7.602784896,-3.165950172
11.4,-7.923915707,-5.029675176
11.4,-20.8786154,-7.653894416
11.4,-18.04438076,-27.38015194
11.4,-3.197874104,-6.438733552
11.4,-12.27453949,-9.21440719
11.4,-8.516613932,14.84197181
11.5,-3.39524989,-9.384882667
11.5,1.158623823,-5.705836998
11.5,-10.27365197,-12.41523263
11.5,-8.293738079,-3.221117558
11.5,-9.009763985,-4.974204897
11.5,-25.29215268,-10.5400073
11.5,-17.66787238,-26.39992735
11.5,-2.794101294,-5.082812973
11.5,-11.23349101,-8.279046472
11.5,-7.795018726,15.93154015
11.6,-5.428161339,-8.951206184
11.6,-1.13203873,-5.493614823
11.6,-12.30483353,-12.81450766
11.6,-8.295468809,-2.766363559
11.6,-9.341633521,-4.696753051
11.6,-27.84220655,-11.54882838
11.6,-17.09769159,-30.78243019
11.6,-2.371479167,-4.092993363
11.6,-14.1003713,-6.855194513
11.6,-7.31684712,17.93739339
11.8,-6.456087758,-8.281545756
11.8,-1.944274283,-4.671303424
11.8,-12.84704818,-12.75626451
11.8,-7.949074142,-1.963682268
11.8,-9.109591914,-3.967747943
11.8,-28.71981788,-11.32478758
11.8,-16.42828133,-35.64260155
11.8,-2.068546169,-4.063584965
11.8,-15.8500262,-5.110373612
11.8,-6.704275592,20.91619459
11.9,-6.471339132,-7.43205688
11.9,-1.980191371,-3.682187063
11.9,-12.48320173,-12.30643938
11.9,-7.603736302,-0.797691667
11.9,-8.761794311,-2.810558717
11.9,-28.58174983,-10.25125322
11.9,-15.57045922,-35.20903064
11.9,-1.831596017,-4.156721896
11.9,-14.5603494,-2.823647924
11.9,-5.979194635,24.11011532
12.1,-6.121030083,-6.513506498
12.1,-1.685868027,-2.681625137
12.1,-11.54196522,-11.70724703
12.1,-7.237388992,0.318020496
12.1,-8.592201195,-1.440620229
12.1,-28.18299123,-8.582493677
12.1,-14.58773256,-30.08689281
12.1,-1.529298282,-3.479589659
12.1,-12.89223676,0.071806292
12.1,-5.335553796,27.53216463
12.2,-5.779404933,-5.71835453
12.2,-1.215243653,-1.846352964
12.2,-10.19579355,-10.99890057
12.2,-6.744094419,0.976367074
12.2,-8.486251239,0.043146835
12.2,-27.65648224,-6.343326855
12.2,-13.66856744,-24.27742977
12.2,-0.996267046,-2.60965471
12.2,-11.35984648,2.861059304
12.2,-4.676578313,30.69197533
12.3,-5.470123034,-5.251014296
12.3,-0.614246339,-1.244116165
12.3,-8.341629786,-10.16688491
12.3,-6.033028344,0.970227587
12.3,-8.235350749,1.26466244
12.3,-26.95994238,-3.762728697
12.3,-12.96225442,-20.40781291
12.3,-0.504756211,-2.465152563
12.3,-10.31101213,4.313550288
12.3,-4.076003241,33.24428868
12.5,-5.217688131,-5.131879048
12.5,-0.103246062,-0.870006844
12.5,-6.236896985,-9.17632987
12.5,-5.323541322,0.437679317
12.5,-7.768580235,1.682012173
12.5,-25.66595813,-1.617865904
12.5,-12.43042992,-22.03985226
12.5,-0.337372303,-2.955239892
12.5,-9.641032404,3.796447651
12.5,-3.454713721,35.55828223
12.6,-4.815211607,-5.506345016
12.6,0.199605519,-0.78759045
12.6,-4.800826493,-8.068761663
12.6,-4.759459579,0.211477586
12.6,-7.222697573,1.599268121
12.6,-24.07348895,-0.764555801
12.6,-11.91239089,-26.09825386
12.6,-0.340280808,-3.33445688
12.6,-9.308306025,1.946753738
12.6,-2.868453261,39.03103034
12.8,-4.305796749,-6.12163479
12.8,0.260650496,-0.869427341
12.8,-4.776687964,-7.040469181
12.8,-4.308277599,1.174191783
12.8,-6.739172666,1.88167848
12.8,-22.63022516,-1.180115402
12.8,-11.68266472,-28.002134
12.8,-0.310605808,-3.133331103
12.8,-8.985765606,0.172472202
12.8,-2.293071616,44.61815561
12.9,-3.550437541,-6.48723648
12.9,0.09243082,-0.695155548
12.9,-6.113822628,-6.4185982
12.9,-3.785039234,3.588220431
12.9,-6.378499971,3.19186897
12.9,-21.41150702,-1.366659501
12.9,-11.55246655,-25.93169264
12.9,-0.11992059,-2.511658803
12.9,-8.601384686,0.157426701
12.9,-1.821089865,51.74854191
13.1,-2.707708609,-6.092604415
13.1,-0.105490078,0.03826141
13.1,-7.870701312,-6.345853765
13.1,-2.63528977,7.323113867
13.1,-6.081817774,5.959293327
13.1,-20.67373166,0.439281275
13.1,-11.16554271,-18.77318586
13.1,0.617076346,-1.482641211
13.1,-8.290625427,3.651882257
13.1,-1.588891025,59.57961019
13.2,-2.32846108,-4.542422932
13.2,-0.185261801,1.428522071
13.2,-8.753855514,-6.6460432
13.2,-0.168401495,11.75523725
13.2,-5.611017911,10.2008727
13.2,-20.50761346,4.952699458
13.2,-10.188482,-5.342280114
13.2,2.234095243,0.466145838
13.2,-7.839207614,11.77567608
13.2,-1.591748543,66.93034586
13.4,-2.198664737,-1.977338621
13.4,0.002466491,3.59226703
13.4,-7.68818519,-6.889390899
13.4,4.269681776,15.34023028
13.4,-4.802698495,14.87768475
13.4,-20.70859418,11.95715222
13.4,-8.424079722,14.02013748
13.4,4.612188216,3.306179576
13.4,-7.118325503,22.87588631
13.4,-1.580463019,71.83474484
13.5,-1.560981974,0.888562078
13.5,0.778542223,6.354644056
13.5,-4.423314723,-6.757283344
13.5,10.81475042,16.04097588
13.5,-3.089156309,17.8234301
13.5,-20.86380928,19.96006083
13.5,-6.037012262,35.73048544
13.5,7.257464148,5.270643599
13.5,-5.920720947,32.01254527
13.5,-1.355897334,71.7986073
13.7,-0.011299589,2.941726715
13.7,2.25510488,8.66200469
13.7,0.040410275,-6.106059359
13.7,17.96597548,13.89380183
13.7,-0.049110885,17.38626408
13.7,-20.29041404,26.18874214
13.7,-3.490870069,42.86056973
13.7,9.380189095,5.153433532
13.7,-4.007214043,33.55450723
13.7,-0.892793521,66.2777733
13.8,2.3254164,3.422310736
13.8,3.910295597,9.661460234
13.8,3.825374456,-5.047533511
13.8,22.86186063,10.83968253
13.8,3.618148069,14.03493598
13.8,-18.72778378,27.04809935
13.8,-1.085642529,40.76721354
13.8,9.993995671,3.136701612
13.8,-1.824933953,25.94994529
13.8,-0.347124948,57.63591356
14,4.905262399,2.571337621
14,4.903503829,9.153508282
14,5.663815966,-3.937341646
14,23.33551013,9.212960366
14,6.333257785,9.903151491
14,-16.91072965,21.81912586
14,0.817005732,30.96618828
14,8.722528434,0.762216182
14,-0.110484335,13.5173356
14,0.280006997,48.54969366
14.1,6.905393907,1.324440089
14.1,4.893869975,8.067719181
14.1,5.882274385,-3.195636126
14.1,19.36242011,9.733725753
14.1,6.983631471,6.178604003
14.1,-15.43268167,14.08744775
14.1,2.327902293,14.87382863
14.1,6.21849348,-0.681847805
14.1,0.195960326,2.988190867
14.1,0.844455441,41.07086987
14.3,7.522041809,0.855377719
14.3,4.215376178,7.120304399
14.3,5.987218856,-3.064530747
14.3,13.30856079,13.6147569
14.3,5.816143169,3.413915582
14.3,-14.64219517,6.993229721
14.3,3.521160749,-3.331049294
14.3,3.910427055,-0.88713435
14.3,-0.757103089,-3.072478266
14.3,1.141688961,37.051329
14.4,6.66424982,2.107886902
14.4,3.290640066,7.071930248
14.4,7.175634269,-3.412281231
14.4,8.310925853,22.00598382
14.4,3.918146673,1.747450547
14.4,-14.38889119,1.48517292
14.4,4.781350162,-16.40895255
14.4,2.57616958,0.283689299
14.4,-2.131243695,-4.770556794
14.4,1.06363317,38.09561713
14.6,5.333368767,5.46995888
14.6,2.362609491,8.237501843
14.6,9.69379238,-3.927433235
14.6,6.053255536,35.07226746
14.6,1.780209629,1.089972719
14.6,-14.53390023,-2.524495759
14.6,6.460563851,-19.10259302
14.6,2.153648592,2.695553377
14.6,-3.238741557,-2.988672178
14.6,0.713229837,44.76226203
14.7,4.65456022,10.67112068
14.7,1.899248135,10.55563921
14.7,13.39863086,-4.307521564
14.7,6.361609271,52.17657878
14.7,1.828290579,1.185481978
14.7,-15.21285637,-1.497377334
14.7,8.380785968,-16.10872822
14.7,2.313554517,6.113927695
14.7,-3.67974723,1.34833952
14.7,0.319292238,56.40459088
14.9,5.444451166,17.44514433
14.9,2.103661542,13.84061299
14.9,17.97088803,-4.34792592
14.9,8.301148474,72.46711758
14.9,4.658903347,1.840318043
14.9,-16.13612403,2.063227809
14.9,10.21431105,-8.69354209
14.9,2.812700232,10.36141043
14.9,-2.817682513,7.906548265
14.9,-0.02109465,72.31550091
15.1,8.831827225,26.24913396
15.1,2.818519874,19.07879138
15.1,22.91423804,-4.052148196
15.1,11.651748,96.41561296
15.1,8.162962854,3.931457471
15.1,-16.938704,2.75549337
15.1,12.00492254,6.263080978
15.1,3.674571147,16.38408658
15.1,-1.075355776,17.42508828
15.1,-0.311616156,94.06770826
15.2,14.94764331,38.41547549
15.2,3.904426832,28.18451264
15.2,28.31114784,-3.508151076
15.2,17.06275716,124.9637342
15.2,10.54180526,6.8000668
15.2,-17.33854611,0.551663108
15.2,13.32806756,31.27957885
15.2,5.776222597,26.25082038
15.2,1.112539108,32.69866398
15.2,-0.548258697,125.7788739
15.4,21.94806572,54.50127291
15.4,5.347727056,42.92331152
15.4,34.77299366,-2.712976987
15.4,25.98721539,157.9120166
15.4,12.64294698,11.13739192
15.4,-17.09145387,1.706151581
15.4,14.42199167,72.13584662
15.4,10.26899214,40.90392995
15.4,3.418348835,56.16185839
15.4,-0.633197611,172.0655919
15.6,29.03046316,72.70766834
15.6,7.612092203,62.57360917
15.6,44.11085526,-1.486221529
15.6,41.77536662,195.6937158
15.6,17.96508034,23.66272137
15.6,-16.1684295,9.413353672
15.6,15.56327324,133.5244546
15.6,18.58751811,59.33780884
15.6,6.475299107,87.90764131
15.6,-0.390920447,236.2549576
15.7,38.16853431,92.13024752
15.7,11.49263498,87.23015561
15.7,57.86706474,0.502789972
15.7,66.6872981,243.6325046
15.7,29.31007044,40.76448738
15.7,-14.47433466,21.47398173
15.7,16.70296324,212.8017188
15.7,29.96634641,80.5966152
15.7,11.53634739,128.4366867
15.7,0.386811851,317.2233877
15.9,54.30740649,116.5174143
15.9,17.37229134,117.2971452
15.9,75.70677579,3.627694955
15.9,98.33264559,307.9585663
15.9,45.86619028,55.2610612
15.9,-11.34453456,36.9628663
15.9,18.16665418,302.6017817
15.9,41.71281588,106.7539747
15.9,18.91492838,180.9419208
15.9,2.274928528,404.1796149
16,78.46440582,150.9000945
16,24.55511669,149.7488991
16,96.05992998,8.132871522
16,131.023657,380.5547038
16,64.7482359,68.31880966
16,-6.141401481,58.93347497
16,20.41765079,398.6659733
16,50.97384567,139.842735
16,27.9954973,246.8086272
16,6.386824818,473.1472609
16.2,106.1888113,191.2688762
16.2,31.81238831,174.5793634
16.2,119.1209375,14.08308411
16.2,159.7556296,432.7530182
16.2,81.80841295,85.41800432
16.2,1.741274584,89.02344459
16.2,24.19039787,499.9104209
16.2,56.35121812,173.8007506
16.2,38.02985887,314.8273332
16.2,13.29564361,493.0010488
16.4,134.3822102,220.3051281
16.4,38.55088412,177.9739726
16.4,145.9675512,21.85673727
16.4,181.1078023,431.3430421
16.4,97.41664355,100.6547895
16.4,12.198831,123.4640784
16.4,29.49965134,596.8121791
16.4,57.61613697,192.0905105
16.4,48.52809872,359.7686123
16.4,21.1582633,444.8750448
16.6,165.7711648,218.2927391
16.6,44.15863929,154.7149259
16.6,172.5138815,31.59739376
16.6,188.947312,367.2494018
16.6,114.5384839,101.7659946
16.6,23.86757658,150.849512
16.6,33.98646965,666.3640746
16.6,54.18446704,178.3166743
16.6,58.90103764,356.0340973
16.6,25.84084032,341.5065552
16.7,204.5479911,181.6303566
16.7,46.59773446,114.272346
16.7,186.6720703,41.54271829
16.7,176.4257859,268.5911378
16.7,130.9157825,88.60304649
16.7,35.90361399,158.5808786
16.7,34.33024332,683.88442
16.7,45.66450852,136.9659068
16.7,66.56450023,299.3000776
16.7,24.27644018,225.3664409
16.9,245.1007419,127.1023845
16.9,43.57563133,73.12725143
16.9,177.2234316,47.6671673
16.9,144.4778918,178.3827945
16.9,137.1307057,66.96824603
16.9,48.17685646,143.2195114
16.9,28.58875458,639.7187549
16.9,33.39694487,87.87773724
16.9,67.7049812,212.6880805
16.9,17.57938263,137.0890784
17.1,267.8040267,77.8863561
17.1,35.30454247,43.11665511
17.1,144.8780992,45.99020109
17.1,103.9551919,119.9015992
17.1,125.1321148,43.89513508
17.1,59.15410588,111.1574677
17.1,18.35988902,543.1863952
17.1,20.62588869,49.41102251
17.1,60.50813421,129.2823393
17.1,9.767084788,84.19769106
17.2,254.2881235,46.51385977
17.2,24.91376177,25.39193138
17.2,102.4809482,36.42436336
17.2,67.69714398,87.20457824
17.2,97.04559424,25.27420763
17.2,62.97791151,74.86512007
17.2,8.229432048,412.3827813
17.2,10.44768567,27.44155857
17.2,47.11472781,70.98380912
17.2,3.983749459,54.5769747
17.4,204.9784686,30.69720634
17.4,15.84602191,15.10980032
17.4,64.3937335,23.24096309
17.4,41.99161091,63.88587143
17.4,63.97562392,12.74799244
17.4,55.42867209,43.70563088
17.4,0.914851459,273.4811031
17.4,4.160981032,16.38445423
17.4,32.01280118,35.72546633
17.4,0.780650628,35.87926684
17.6,140.8950846,21.87763056
17.6,9.638771375,8.492766227
17.6,37.51645926,11.50802692
17.6,26.15145041,43.71272122
17.6,36.88122366,5.759130181
17.6,38.04219527,21.51708189
17.6,-3.683596479,160.3956682
17.6,1.338738184,10.31737172
17.6,18.98581609,16.77767933
17.6,-0.762462446,23.87370554
17.8,86.2221021,14.51356969
17.8,5.907800314,4.150161408
17.8,21.14430407,3.748281381
17.8,16.98193021,27.05235635
17.8,19.91975814,2.541872254
17.8,17.27059913,8.514493854
17.8,-6.414514026,98.31499958
17.8,0.547891827,6.358987263
17.8,9.671612867,14.06940665
17.8,-1.434895413,16.56324263
18,51.43191413,7.770364392
18,3.490080096,1.794226547
18,11.72891691,-0.542641807
18,11.76451326,14.78626517
18,10.9581663,1.470796666
18,-0.093111784,2.756572283
18,-8.256057452,78.44648741
18,0.931111399,3.836052432
18,3.929712417,19.61954416
18,-1.77378672,11.76927802
18.1,32.62959967,2.763855445
18.1,1.948352193,0.710204127
18.1,6.549528028,-2.965901081
18.1,8.915803974,7.588667385
18.1,6.16473358,1.089862698
18.1,-11.20325481,1.298524128
18.1,-9.400659,68.88530388
18.1,2.13015835,2.301053827
18.1,0.694869351,20.78522011
18.1,-2.121238298,8.134832367
18.3,22.14549909,-0.10164029
18.3,1.370481279,0.1327989
18.3,4.108977023,-4.572775123
18.3,7.205072197,3.957020604
18.3,3.258394978,0.789746704
18.3,-17.01919631,1.660929243
18.3,-10.10697509,50.45274881
18.3,2.792661606,1.353114338
18.3,-1.118274357,13.64904652
18.3,-2.385579725,5.341495679
18.5,14.93894946,-1.396319865
18.5,1.350225716,-0.171725983
18.5,3.384964645,-5.728062506
18.5,5.745384096,1.789047106
18.5,1.387158697,1.14447461
18.5,-19.72267195,1.80965034
18.5,-10.60879879,28.7290921
18.5,1.744003089,0.734201975
18.5,-2.010656782,5.280723828
18.5,-2.552664455,4.027381269
18.7,9.386416855,-1.935169766
18.7,1.17932407,-0.11860798
18.7,3.417821886,-6.519338932
18.7,4.231823868,0.191699433
18.7,0.284451956,1.538297254
18.7,-20.88905473,0.952822721
18.7,-10.83405191,11.15822221
18.7,1.77147216,0.34389013
18.7,-2.317807082,2.285299544
18.7,-2.641926076,3.405245039
18.9,5.516077084,-2.195018881
18.9,0.653470589,0.173042207
18.9,3.534131437,-6.906294601
18.9,2.905430752,-0.848611431
18.9,-0.358869793,0.800310879
18.9,-20.94823423,-0.651078924
18.9,-11.39609245,-1.266992989
18.9,5.037995382,0.092891724
18.9,-2.424777192,0.944595866
18.9,-2.621882316,2.480192841
19,3.649245465,-2.504104695
19,0.339812951,0.407013789
19,3.771781644,-6.914140065
19,1.997062551,-1.537914258
19,-0.822279298,-0.854218715
19,-20.34461543,-1.967741729
19,-11.33188005,-9.997928896
19,8.794712321,0.241742295
19,-2.65529445,0.48426311
19,-2.699060821,1.205532186
19.2,2.677408887,-2.829443718
19.2,0.449484284,0.227032806
19.2,4.451700266,-6.827663509
19.2,1.322602082,-1.992171048
19.2,-1.239332634,-1.385954733
19.2,-19.48037546,-2.365307564
19.2,-10.21247007,-16.49339406
19.2,8.794296511,0.899052032
19.2,-2.994008791,1.445679683
19.2,-2.827494903,0.159841558
19.4,1.76819509,-2.955346755
19.4,0.464385936,-0.440293492
19.4,5.598598593,-6.494648693
19.4,0.848216985,-2.166835727
19.4,-1.558979931,-1.508167224
19.4,-18.06104421,-2.048904681
19.4,-9.377524903,-21.11659736
19.4,5.441845044,1.482611243
19.4,-3.270888777,2.681928702
19.4,-2.960323407,-0.444086597
19.6,0.007138873,-2.994432156
19.6,0.547964736,-1.271394623
19.6,7.017012132,-5.842296204
19.6,0.701858712,-2.212983859
19.6,-1.484689003,-0.612113128
19.6,-16.41427814,-1.567161943
19.6,-9.655606838,-22.81098294
19.6,3.478603623,1.715725115
19.6,-3.41860046,4.551018389
19.6,-2.956665561,-1.040394968
19.8,-1.742222979,-3.010371735
19.8,0.762739177,-2.211236383
19.8,8.627410933,-4.96682301
19.8,0.772970122,-2.245495411
19.8,-1.324196659,1.457949436
19.8,-14.59361844,-1.414088555
19.8,-10.52400521,-21.2985683
19.8,2.553190653,1.701622429
19.8,-3.347044151,6.277992582
19.8,-2.719374088,-1.616535037
20,-2.140487164,-3.061063114
20,1.051521195,-3.064082084
20,10.20385116,-4.119522856
20,0.611292045,-2.121050779
20,-1.329440036,2.095496756
20,-12.73943926,-1.415443661
20,-10.57219724,-18.88895786
20,2.044965331,1.401548656
20,-3.156184939,6.828115598
20,-2.552234919,-2.27739747
20.2,1.27376932,-3.245481394
20.2,1.028971939,-3.828328372
20.2,11.23151684,-3.41547763
20.2,0.223698747,-1.925103653
20.2,-1.83183142,0.185567355
20.2,-10.68098648,-1.673803603
20.2,-9.748602068,-17.57267936
20.2,1.001290133,0.591666645
20.2,-3.247467573,5.525742542
20.2,-2.417371237,-2.669790576
20.4,5.966365174,-3.386414063
20.4,0.56007159,-4.648022515
20.4,11.38290916,-3.032358777
20.4,-0.148466758,-2.047550534
20.4,-2.118646179,-2.462199668
20.4,-8.144912325,-2.147314683
20.4,-8.926863173,-18.0436507
20.4,-0.164262858,-0.296166049
20.4,-3.367041859,3.265848851
20.4,-2.0882522,-3.384054435
20.6,7.768170903,-3.365270237
20.6,0.126676084,-5.371473683
20.6,10.46653669,-3.028301154
20.6,-0.429306867,-3.232044223
20.6,-1.235871534,-2.88885916
20.6,-5.105351943,-3.383803911
20.6,-8.038960097,-20.77738323
20.6,-0.943310787,-1.102211697
20.6,-2.91758845,1.333884675
20.6,-1.845268694,-4.452430441
20.8,4.772665056,-2.850015111
20.8,-0.333013369,-6.065438212
20.8,8.078759251,-3.346191634
20.8,-0.767333236,-3.960070814
20.8,-0.154715178,-3.361949489
20.8,-1.701276503,-4.958055122
20.8,-7.142486873,-25.10588527
20.8,-2.029286412,-2.032586442
20.8,-2.178863968,-0.366685806
20.8,-1.569375414,-5.50814565
20.9,0.491363346,-2.203393081
20.9,-0.725819309,-6.722736088
20.9,4.196233182,-3.736762009
20.9,-1.536711861,-3.804290246
20.9,-0.054115996,-4.164388888
20.9,1.661461803,-6.56994882
20.9,-6.050873028,-30.39021943
20.9,-2.496471715,-2.908063764
20.9,-2.184326552,-0.627553483
20.9,-1.154130316,-6.668886002
21.1,-2.029918618,-2.025854179
21.1,-1.081663117,-7.183216676
21.1,-0.093154911,-4.129216407
21.1,-2.510246295,-4.081760681
21.1,-1.226742156,-4.490021206
21.1,4.309168855,-7.860306337
21.1,-4.6135872,-34.583116
21.1,-2.526891942,-3.081383619
21.1,-3.003299174,1.483254638
21.1,-0.462411018,-7.732309044
21.3,-2.780857844,-2.50766371
21.3,-1.413160481,-7.583408457
21.3,-3.294269373,-4.479375974
21.3,-3.461991633,-4.656522375
21.3,-2.756894316,-4.233032719
21.3,5.977070564,-8.814970452
21.3,-3.144211276,-37.8930094
21.3,-2.691531691,-2.678181176
21.3,-3.797301624,7.370654206
21.3,0.214114363,-8.780957044
21.5,-3.255294213,-3.20943079
21.5,-1.501302681,-7.65726777
21.5,-4.827553823,-4.574985729
21.5,-3.911671242,-5.034277067
21.5,-3.365834814,-4.313691779
21.5,6.492669585,-9.184910884
21.5,-1.731900897,-40.14523694
21.5,-2.86709332,-2.131416349
21.5,-4.048757824,10.38145916
21.5,0.273272673,-9.611097182
21.7,-3.541231414,-3.802155081
21.7,-1.397342548,-7.650441551
21.7,-5.095938162,-4.330424433
21.7,-3.814935268,-5.635645565
21.7,-3.704359277,-5.258652609
21.7,6.173947499,-9.058449854
21.7,-0.831939058,-40.69317663
21.7,-3.000422756,-1.799249907
21.7,-4.20435001,5.716464394
21.7,-0.220072589,-10.38622202
21.9,-4.228691207,-4.191131066
21.9,-1.158053204,-7.577346824
21.9,-4.859211928,-3.848113224
21.9,-3.488048247,-6.252505636
21.9,-3.933899551,-5.735541111
21.9,5.641561764,-8.700016891
21.9,-0.398852417,-40.94854592
21.9,-3.277246867,-1.873682486
21.9,-4.427699694,-1.870585888
21.9,-0.765180031,-11.12940945
22.1,-4.942771964,-4.406416145
22.1,-1.005269589,-7.547777167
22.1,-4.379528485,-3.321858225
22.1,-3.296577574,-5.043317302
22.1,-4.058568741,-4.735989443
22.1,5.664972864,-8.120581537
22.1,0.739000446,-41.01159479
22.1,-3.606387465,-1.987043251
22.1,-4.424049971,-3.564647427
22.1,-1.109166611,-11.36855852
22.3,-5.310738722,-4.343133897
22.3,-1.095007623,-7.585597476
22.3,-3.862990365,-2.902418384
22.3,-2.176426894,-2.557697606
22.3,-4.183188998,-2.610571993
22.3,6.286194407,-6.941861353
22.3,2.232816155,-36.81675642
22.3,-3.566728934,-1.220777606
22.3,-4.303449905,3.879031856
22.3,-1.377593798,-10.94770786
22.5,-5.462210218,-4.321980289
22.5,-1.265099288,-7.502659963
22.5,-3.391178019,-2.688665939
22.5,0.487670696,-0.966253999
22.5,-4.18059123,0.28454982
22.5,6.619970555,-4.229843154
22.5,2.699875735,-21.20451138
22.5,-2.70508769,0.455346595
22.5,-4.58193474,11.95395317
22.5,-1.513750559,-10.74531855
22.8,-5.666645275,-4.343408225
22.8,-1.379778507,-6.826315842
22.8,-3.069313612,-2.698710018
22.8,4.381518557,-0.887309254
22.8,-4.22226756,3.222255404
22.8,6.338874587,0.209147047
22.8,2.075019142,7.872556472
22.8,-0.735747417,1.971506887
22.8,-4.771969744,17.60669356
22.8,-1.406950936,-11.45376439
23,-5.807897903,-3.753126675
23,-1.183181333,-4.926308956
23,-2.75077712,-2.821278927
23,9.561841394,-1.927193566
23,-4.019338057,4.258758554
23,5.317128555,3.946375645
23,1.454509919,42.03009205
23,1.742305945,2.347942183
23,-3.566998996,16.91715994
23,-0.923192067,-12.65208671
23.2,-5.617211625,-2.414440335
23.2,-0.610242594,-2.743394651
23.2,-2.239851603,-3.009973626
23.2,14.7616166,-3.127391993
23.2,-2.927666943,1.846828621
