x,group,y
30.1,Mucositis,-0.999099016
30.1,Mucositis,26.46011789
30.1,Mucositis,10.90274582
30.1,Mucositis,14.50843658
30.1,Mucositis,23.33056757
30.1,Periimplantitis,78.4319501
30.1,Periimplantitis,25.79556976
30.1,Periimplantitis,-0.205813736
30.1,Periimplantitis,61.39399515
30.1,Periimplantitis,8.72653711
30.1,Periimplantitis,12.85543033
30.1,Periimplantitis,67.51531785
30.1,Periimplantitis,24.3174276
30.1,Periimplantitis,37.67471527
30.1,Periimplantitis,214.0830024
30.1,Periimplantitis,88.44370416
30.1,Periimplantitis,25.85204018
30.1,Periimplantitis,12.95871962
30.1,Periimplantitis,33.64198658
30.3,Healthy,35.42815642
30.3,Healthy,11.99642621
30.3,Healthy,65.32874816
30.3,Healthy,21.58541283
30.3,Healthy,37.14035333
30.3,Healthy,18.79234423
30.3,Healthy,4.387511568
30.3,Healthy,-3.9546635
30.3,Healthy,15.78854256
30.3,Healthy,-1.969993518
30.3,Gingivitis,31.90049235
30.3,Gingivitis,5.350156221
30.3,Gingivitis,18.05197058
30.3,Gingivitis,28.83464428
30.3,Gingivitis,-0.171539407
30.3,Gingivitis,41.0203285
30.3,Gingivitis,82.87823017
30.3,Gingivitis,31.0891446
30.3,Gingivitis,47.11656095
30.3,Gingivitis,11.75548726
30.3,Mucositis,18.09686977
30.3,Mucositis,9.999739879
30.3,Mucositis,22.3165525
30.3,Mucositis,2.728866126
30.3,Mucositis,20.03967274
30.3,Mucositis,42.31584804
30.3,Mucositis,24.60677102
30.3,Mucositis,55.55843396
30.3,Mucositis,64.35734617
30.3,Mucositis,3.160596127
30.3,Mucositis,-2.162053295
30.3,Mucositis,19.89656982
30.3,Mucositis,10.28035144
30.3,Mucositis,13.10680302
30.3,Mucositis,27.20804702
30.3,Periimplantitis,58.04995011
30.3,Periimplantitis,20.06185958
30.3,Periimplantitis,-0.947674475
30.3,Periimplantitis,59.80989835
30.3,Periimplantitis,7.974058505
30.3,Periimplantitis,13.18719073
30.3,Periimplantitis,62.63159522
30.3,Periimplantitis,22.30615902
30.3,Periimplantitis,33.60051402
30.3,Periimplantitis,156.588279
30.3,Periimplantitis,78.9816307
30.3,Periimplantitis,6.181410676
30.3,Periimplantitis,13.07634974
30.3,Periimplantitis,31.72596565
30.6,Healthy,32.50749734
30.6,Healthy,10.2011092
30.6,Healthy,49.27325766
30.6,Healthy,18.04004356
30.6,Healthy,30.57903118
30.6,Healthy,18.09746127
30.6,Healthy,2.650203001
30.6,Healthy,-4.371940634
30.6,Healthy,12.20606626
30.6,Healthy,-2.402079267
30.6,Gingivitis,28.26796414
30.6,Gingivitis,4.543345874
30.6,Gingivitis,15.74712209
30.6,Gingivitis,23.46036575
30.6,Gingivitis,-0.535810938
30.6,Gingivitis,33.66399362
30.6,Gingivitis,68.7493581
30.6,Gingivitis,31.03062095
30.6,Gingivitis,46.27063079
30.6,Gingivitis,7.251641359
30.6,Mucositis,20.39238575
30.6,Mucositis,5.346778597
30.6,Mucositis,16.75949272
30.6,Mucositis,1.675798805
30.6,Mucositis,13.95589248
30.6,Mucositis,41.87204641
30.6,Mucositis,20.20829437
30.6,Mucositis,42.05568011
30.6,Mucositis,57.33076983
30.6,Mucositis,1.906110519
30.6,Mucositis,-2.782171847
30.6,Mucositis,15.09273899
30.6,Mucositis,10.12277956
30.6,Mucositis,11.33852898
30.6,Mucositis,30.32024946
30.6,Periimplantitis,42.44085431
30.6,Periimplantitis,14.35420474
30.6,Periimplantitis,-1.310679077
30.6,Periimplantitis,51.42521103
30.6,Periimplantitis,7.560122498
30.6,Periimplantitis,13.78375765
30.6,Periimplantitis,57.22595648
30.6,Periimplantitis,20.51854487
30.6,Periimplantitis,30.11946212
30.6,Periimplantitis,115.2826457
30.6,Periimplantitis,72.15835393
30.6,Periimplantitis,-2.82771042
30.6,Periimplantitis,13.47054961
30.6,Periimplantitis,26.96487593
30.8,Healthy,28.69758852
30.8,Healthy,8.915124587
30.8,Healthy,39.90977711
30.8,Healthy,15.55889182
30.8,Healthy,25.08488509
30.8,Healthy,16.20717648
30.8,Healthy,1.674854638
30.8,Healthy,-4.257777687
30.8,Healthy,8.55617834
30.8,Healthy,-2.802357397
30.8,Gingivitis,25.03643131
30.8,Gingivitis,4.140665797
30.8,Gingivitis,12.97228172
30.8,Gingivitis,18.16951128
30.8,Gingivitis,-1.075753382
30.8,Gingivitis,30.85172127
30.8,Gingivitis,55.6316636
30.8,Gingivitis,32.17410528
30.8,Gingivitis,44.72160858
30.8,Gingivitis,3.578420699
30.8,Mucositis,23.45101854
30.8,Mucositis,1.515477923
30.8,Mucositis,13.19918466
30.8,Mucositis,1.10618843
30.8,Mucositis,8.899359347
30.8,Mucositis,42.80901487
30.8,Mucositis,14.33213146
30.8,Mucositis,31.72921459
30.8,Mucositis,49.13745086
30.8,Mucositis,2.366254586
30.8,Mucositis,-3.196305249
30.8,Mucositis,11.57582422
30.8,Mucositis,10.17814631
30.8,Mucositis,9.072494969
30.8,Mucositis,33.53352746
30.8,Periimplantitis,32.96808487
30.8,Periimplantitis,11.83655429
30.8,Periimplantitis,-1.08849826
30.8,Periimplantitis,39.28214312
30.8,Periimplantitis,7.63673932
30.8,Periimplantitis,14.37576942
30.8,Periimplantitis,49.96082935
30.8,Periimplantitis,19.74577579
30.8,Periimplantitis,27.14117463
30.8,Periimplantitis,92.83441517
30.8,Periimplantitis,66.64753311
30.8,Periimplantitis,-6.209017837
30.8,Periimplantitis,14.23626145
30.8,Periimplantitis,21.68232029
31.1,Healthy,24.87008155
31.1,Healthy,8.245922385
31.1,Healthy,36.25747075
31.1,Healthy,13.22839017
31.1,Healthy,21.41762026
31.1,Healthy,13.3417965
31.1,Healthy,1.659799913
31.1,Healthy,-3.853139001
31.1,Healthy,5.337928172
31.1,Healthy,-3.137597001
31.1,Gingivitis,22.21535201
31.1,Gingivitis,4.005130897
31.1,Gingivitis,10.36890821
31.1,Gingivitis,14.17499742
31.1,Gingivitis,-1.749113705
31.1,Gingivitis,31.33926161
31.1,Gingivitis,39.40112377
31.1,Gingivitis,34.50643788
31.1,Gingivitis,43.25711338
31.1,Gingivitis,1.753848649
31.1,Mucositis,27.07168616
31.1,Mucositis,-0.374569513
31.1,Mucositis,10.9779509
31.1,Mucositis,0.718428166
31.1,Mucositis,5.868385559
31.1,Mucositis,44.18209921
31.1,Mucositis,9.431388651
31.1,Mucositis,25.87924663
31.1,Mucositis,40.94000377
31.1,Mucositis,3.435785651
31.1,Mucositis,-3.513347143
31.1,Mucositis,8.597679767
31.1,Mucositis,10.26075414
31.1,Mucositis,7.562259499
31.1,Mucositis,36.92278734
31.1,Periimplantitis,27.59243857
31.1,Periimplantitis,10.85336876
31.1,Periimplantitis,-0.093855821
31.1,Periimplantitis,27.73158365
31.1,Periimplantitis,8.448248196
31.1,Periimplantitis,15.35055236
31.1,Periimplantitis,41.4877228
31.1,Periimplantitis,19.70332166
31.1,Periimplantitis,24.8150764
31.1,Periimplantitis,82.5066428
31.1,Periimplantitis,62.15942691
31.1,Periimplantitis,-7.194427965
31.1,Periimplantitis,15.46258135
31.1,Periimplantitis,17.61788664
31.3,Healthy,21.8787531
31.3,Healthy,8.302716984
31.3,Healthy,36.58457642
31.3,Healthy,10.72509728
31.3,Healthy,19.29273858
31.3,Healthy,10.26590868
31.3,Healthy,2.32412726
31.3,Healthy,-3.318281211
31.3,Healthy,2.646910231
31.3,Healthy,-3.30010385
31.3,Gingivitis,19.34321343
31.3,Gingivitis,3.645390594
31.3,Gingivitis,8.4787768
31.3,Gingivitis,11.14695928
31.3,Gingivitis,-2.599504089
31.3,Gingivitis,34.34412326
31.3,Gingivitis,21.8894603
31.3,Gingivitis,38.07127824
31.3,Gingivitis,43.24991894
31.3,Gingivitis,0.928505556
31.3,Mucositis,31.63077762
31.3,Mucositis,-0.555591582
31.3,Mucositis,9.790398239
31.3,Mucositis,0.463893997
31.3,Mucositis,5.182274951
31.3,Mucositis,45.46770009
31.3,Mucositis,6.818222164
31.3,Mucositis,24.27418082
31.3,Mucositis,34.08422851
31.3,Mucositis,5.038042808
31.3,Mucositis,-3.747487331
31.3,Mucositis,6.088301744
31.3,Mucositis,10.32256198
31.3,Mucositis,7.25238952
31.3,Mucositis,41.64925635
31.3,Periimplantitis,24.31143184
31.3,Periimplantitis,9.661872948
31.3,Periimplantitis,0.644657849
31.3,Periimplantitis,19.42270492
31.3,Periimplantitis,9.753084274
31.3,Periimplantitis,17.10301771
31.3,Periimplantitis,33.95153678
31.3,Periimplantitis,20.43288969
31.3,Periimplantitis,23.42028771
31.3,Periimplantitis,77.36480304
31.3,Periimplantitis,59.09579042
31.3,Periimplantitis,-7.743494888
31.3,Periimplantitis,17.05766505
31.3,Periimplantitis,15.2713076
31.6,Healthy,19.66616621
31.6,Healthy,8.951002734
31.6,Healthy,39.971391
31.6,Healthy,8.443016326
31.6,Healthy,17.83256655
31.6,Healthy,7.554878181
31.6,Healthy,3.510086019
31.6,Healthy,-2.671212322
31.6,Healthy,0.963283102
31.6,Healthy,-3.375004059
31.6,Gingivitis,16.29881238
31.6,Gingivitis,3.258036776
31.6,Gingivitis,7.455941954
31.6,Gingivitis,9.021788578
31.6,Gingivitis,-2.880294371
31.6,Gingivitis,40.53797725
31.6,Gingivitis,7.027209368
31.6,Gingivitis,42.77820371
31.6,Gingivitis,45.08493312
31.6,Gingivitis,1.566655803
31.6,Mucositis,37.41850754
31.6,Mucositis,-0.543600121
31.6,Mucositis,9.646344926
31.6,Mucositis,0.391406384
31.6,Mucositis,5.664840756
31.6,Mucositis,47.13904011
31.6,Mucositis,5.569249414
31.6,Mucositis,26.0594288
31.6,Mucositis,28.98108284
31.6,Mucositis,7.255268718
31.6,Mucositis,-3.688454357
31.6,Mucositis,4.250076417
31.6,Mucositis,10.53184955
31.6,Mucositis,6.851552687
31.6,Mucositis,47.20321913
31.6,Periimplantitis,21.91477808
31.6,Periimplantitis,8.869506539
31.6,Periimplantitis,1.223042872
31.6,Periimplantitis,14.44315813
31.6,Periimplantitis,10.99239427
31.6,Periimplantitis,19.61138077
31.6,Periimplantitis,28.26322451
31.6,Periimplantitis,21.68437327
31.6,Periimplantitis,22.88888638
31.6,Periimplantitis,73.56909125
31.6,Periimplantitis,58.30498244
31.6,Periimplantitis,-7.931194316
31.6,Periimplantitis,18.86570236
31.6,Periimplantitis,14.28038285
31.8,Healthy,17.49349026
31.8,Healthy,9.978197293
31.8,Healthy,46.02211604
31.8,Healthy,6.82944325
31.8,Healthy,16.29983785
31.8,Healthy,5.587931519
31.8,Healthy,5.123758921
31.8,Healthy,-1.63641988
31.8,Healthy,1.089126352
31.8,Healthy,-3.402344096
31.8,Gingivitis,13.13651809
31.8,Gingivitis,3.073514006
31.8,Gingivitis,7.404886247
31.8,Gingivitis,8.385298194
31.8,Gingivitis,-2.502767676
31.8,Gingivitis,50.16796022
31.8,Gingivitis,-3.063472657
31.8,Gingivitis,48.36424303
31.8,Gingivitis,48.22336505
31.8,Gingivitis,3.037067857
31.8,Mucositis,44.18502678
31.8,Mucositis,-0.515959021
31.8,Mucositis,10.61781776
31.8,Mucositis,0.682142359
31.8,Mucositis,6.101899641
31.8,Mucositis,50.4444747
31.8,Mucositis,5.162664482
31.8,Mucositis,29.76011361
31.8,Mucositis,25.05360056
31.8,Mucositis,9.932001282
31.8,Mucositis,-3.378941703
31.8,Mucositis,3.663363691
31.8,Mucositis,11.03049022
31.8,Mucositis,5.468233928
31.8,Mucositis,52.23125103
31.8,Periimplantitis,19.74512681
31.8,Periimplantitis,8.511244587
31.8,Periimplantitis,1.707662496
31.8,Periimplantitis,11.97112548
31.8,Periimplantitis,11.85164725
31.8,Periimplantitis,22.53508013
31.8,Periimplantitis,23.82187553
31.8,Periimplantitis,23.54713313
31.8,Periimplantitis,23.1381921
31.8,Periimplantitis,70.31158535
31.8,Periimplantitis,59.60857149
31.8,Periimplantitis,-6.788452438
31.8,Periimplantitis,20.83141384
31.8,Periimplantitis,14.86088133
32.1,Healthy,14.83058753
32.1,Healthy,11.34611103
32.1,Healthy,54.98888957
32.1,Healthy,5.969626334
32.1,Healthy,14.7055032
32.1,Healthy,4.695922844
32.1,Healthy,6.979590145
32.1,Healthy,-0.056820758
32.1,Healthy,2.868709076
32.1,Healthy,-3.450018189
32.1,Gingivitis,10.33784318
32.1,Gingivitis,2.989398627
32.1,Gingivitis,8.135095867
32.1,Gingivitis,9.658754101
32.1,Gingivitis,-1.598542675
32.1,Gingivitis,62.48393995
32.1,Gingivitis,-8.455549164
32.1,Gingivitis,54.78328105
32.1,Gingivitis,52.35240641
32.1,Gingivitis,4.285405569
32.1,Mucositis,51.64967162
32.1,Mucositis,0.114077967
32.1,Mucositis,12.76658563
32.1,Mucositis,1.304801992
32.1,Mucositis,6.647635516
32.1,Mucositis,55.67682458
32.1,Mucositis,5.543619389
32.1,Mucositis,34.20721937
32.1,Mucositis,21.82710071
32.1,Mucositis,13.0478808
32.1,Mucositis,-2.742826569
32.1,Mucositis,4.305021328
32.1,Mucositis,11.62211986
32.1,Mucositis,3.454078748
32.1,Mucositis,54.73368577
32.1,Periimplantitis,17.86275274
32.1,Periimplantitis,8.263217527
32.1,Periimplantitis,1.99853465
32.1,Periimplantitis,10.86405243
32.1,Periimplantitis,12.58766832
32.1,Periimplantitis,25.90855375
32.1,Periimplantitis,19.67239715
32.1,Periimplantitis,25.53120425
32.1,Periimplantitis,24.20332751
32.1,Periimplantitis,68.30070673
32.1,Periimplantitis,63.05002341
32.1,Periimplantitis,-2.883663451
32.1,Periimplantitis,22.94410497
32.1,Periimplantitis,17.16258742
32.3,Healthy,11.76667727
32.3,Healthy,13.30960791
32.3,Healthy,67.30989507
32.3,Healthy,5.873256745
32.3,Healthy,13.42217841
32.3,Healthy,5.030688823
32.3,Healthy,8.903858906
32.3,Healthy,1.87153838
32.3,Healthy,5.02464486
32.3,Healthy,-3.312558418
32.3,Gingivitis,8.159953941
32.3,Gingivitis,2.832176471
32.3,Gingivitis,9.32870921
32.3,Gingivitis,11.86954606
32.3,Gingivitis,-0.15144772
32.3,Gingivitis,76.18638332
32.3,Gingivitis,-10.61437308
32.3,Gingivitis,62.14071745
32.3,Gingivitis,57.72070638
32.3,Gingivitis,4.835114753
32.3,Mucositis,59.47875557
32.3,Mucositis,0.987412019
32.3,Mucositis,15.97529954
32.3,Mucositis,2.171400794
32.3,Mucositis,7.730095875
32.3,Mucositis,61.04406469
32.3,Mucositis,6.089456895
32.3,Mucositis,39.03776751
32.3,Mucositis,19.26154808
32.3,Mucositis,16.17509661
32.3,Mucositis,-2.050023957
32.3,Mucositis,5.576176243
32.3,Mucositis,12.19675804
32.3,Mucositis,1.769687852
32.3,Mucositis,53.70736814
32.3,Periimplantitis,16.74506007
32.3,Periimplantitis,10.29933834
32.3,Periimplantitis,2.070130179
32.3,Periimplantitis,10.41959933
32.3,Periimplantitis,13.49811943
32.3,Periimplantitis,29.52617119
32.3,Periimplantitis,16.64409115
32.3,Periimplantitis,27.83219244
32.3,Periimplantitis,25.86117959
32.3,Periimplantitis,69.41941057
32.3,Periimplantitis,68.36187082
32.3,Periimplantitis,4.747944402
32.3,Periimplantitis,24.83709354
32.3,Periimplantitis,20.96726874
32.6,Healthy,8.65307567
32.6,Healthy,15.91285072
32.6,Healthy,82.93114817
32.6,Healthy,6.266870316
32.6,Healthy,12.8504415
32.6,Healthy,6.738624393
32.6,Healthy,10.86082926
32.6,Healthy,3.765216472
32.6,Healthy,5.945089443
32.6,Healthy,-3.004799703
32.6,Gingivitis,7.071461656
32.6,Gingivitis,2.597054967
32.6,Gingivitis,10.94708281
32.6,Gingivitis,14.54519275
32.6,Gingivitis,1.443816502
32.6,Gingivitis,91.50458359
32.6,Gingivitis,-10.5544767
32.6,Gingivitis,70.63650288
32.6,Gingivitis,64.41990167
32.6,Gingivitis,4.631301308
32.6,Mucositis,67.31916386
32.6,Mucositis,2.621334583
32.6,Mucositis,20.19917385
32.6,Mucositis,2.718089004
32.6,Mucositis,9.791725758
32.6,Mucositis,63.75175932
32.6,Mucositis,6.227484668
32.6,Mucositis,46.05425185
32.6,Mucositis,17.78092339
32.6,Mucositis,18.85888704
32.6,Mucositis,-1.343712513
32.6,Mucositis,7.274019186
32.6,Mucositis,12.77554848
32.6,Mucositis,0.990106011
32.6,Mucositis,49.68712305
32.6,Periimplantitis,17.34786906
32.6,Periimplantitis,15.20560622
32.6,Periimplantitis,2.001261516
32.6,Periimplantitis,10.43014871
32.6,Periimplantitis,14.63830713
32.6,Periimplantitis,33.42461768
32.6,Periimplantitis,15.0588539
32.6,Periimplantitis,30.56479666
32.6,Periimplantitis,28.03396076
32.6,Periimplantitis,75.86799696
32.6,Periimplantitis,74.65311886
32.6,Periimplantitis,16.40419262
32.6,Periimplantitis,26.43107332
32.6,Periimplantitis,25.93410809
32.8,Healthy,5.999168245
32.8,Healthy,18.88119117
32.8,Healthy,101.4195001
32.8,Healthy,7.146316239
32.8,Healthy,13.04665163
32.8,Healthy,9.708943188
32.8,Healthy,12.99936557
32.8,Healthy,5.413211476
32.8,Healthy,5.289339547
32.8,Healthy,-2.58067486
32.8,Gingivitis,6.885493136
32.8,Gingivitis,2.366208882
32.8,Gingivitis,12.93345273
32.8,Gingivitis,16.61542479
32.8,Gingivitis,3.427288726
32.8,Gingivitis,108.6311988
32.8,Gingivitis,-8.649431566
32.8,Gingivitis,80.29004837
32.8,Gingivitis,71.56321223
32.8,Gingivitis,3.401007023
32.8,Mucositis,74.98874635
32.8,Mucositis,5.002757123
32.8,Mucositis,25.15650701
32.8,Mucositis,3.051476759
32.8,Mucositis,12.06090521
32.8,Mucositis,62.7439102
32.8,Mucositis,5.801863107
32.8,Mucositis,56.76677558
32.8,Mucositis,17.32599377
32.8,Mucositis,21.46404823
32.8,Mucositis,-0.466095488
32.8,Mucositis,9.568594423
32.8,Mucositis,13.51518806
32.8,Mucositis,0.509943394
32.8,Mucositis,44.02702166
32.8,Periimplantitis,20.47172416
32.8,Periimplantitis,19.11389761
32.8,Periimplantitis,1.950668846
32.8,Periimplantitis,11.07935382
32.8,Periimplantitis,15.59988183
32.8,Periimplantitis,37.37860475
32.8,Periimplantitis,14.80999179
32.8,Periimplantitis,33.76046362
32.8,Periimplantitis,30.64094842
32.8,Periimplantitis,88.87289923
32.8,Periimplantitis,81.98694108
32.8,Periimplantitis,31.11401578
32.8,Periimplantitis,27.7474113
32.8,Periimplantitis,31.19390487
33.1,Healthy,4.111704296
33.1,Healthy,21.93017332
33.1,Healthy,120.8487555
33.1,Healthy,8.368988827
33.1,Healthy,13.76210798
33.1,Healthy,13.62770991
33.1,Healthy,15.29150911
33.1,Healthy,6.982705237
33.1,Healthy,4.147634488
33.1,Healthy,-1.991187287
33.1,Gingivitis,7.406136373
33.1,Gingivitis,2.199635858
33.1,Gingivitis,15.5371268
33.1,Gingivitis,18.39635227
33.1,Gingivitis,5.343398343
33.1,Gingivitis,127.0439412
33.1,Gingivitis,-4.956404321
33.1,Gingivitis,90.36396785
33.1,Gingivitis,77.68495203
33.1,Gingivitis,1.195185095
33.1,Mucositis,81.80928164
33.1,Mucositis,7.535202528
33.1,Mucositis,30.44090855
33.1,Mucositis,3.369818943
33.1,Mucositis,15.14775588
33.1,Mucositis,59.72074521
33.1,Mucositis,5.754481936
33.1,Mucositis,70.55549599
33.1,Mucositis,17.76684268
33.1,Mucositis,24.59570892
33.1,Mucositis,0.712192839
33.1,Mucositis,12.80266192
33.1,Mucositis,14.67389742
33.1,Mucositis,0.362975227
33.1,Mucositis,37.97744516
33.1,Periimplantitis,26.09362723
33.1,Periimplantitis,18.93552811
33.1,Periimplantitis,1.757351416
33.1,Periimplantitis,12.81966599
33.1,Periimplantitis,15.75452282
33.1,Periimplantitis,40.62916362
33.1,Periimplantitis,15.81171373
33.1,Periimplantitis,36.96798764
33.1,Periimplantitis,33.23396226
33.1,Periimplantitis,107.5060596
33.1,Periimplantitis,90.1249789
33.1,Periimplantitis,47.2335828
33.1,Periimplantitis,29.0156244
33.1,Periimplantitis,36.78948331
33.3,Healthy,3.124969464
33.3,Healthy,25.08719409
33.3,Healthy,139.6307069
33.3,Healthy,9.97145058
33.3,Healthy,14.88328002
33.3,Healthy,18.46510392
33.3,Healthy,16.97832323
33.3,Healthy,8.437373129
33.3,Healthy,3.329578189
33.3,Healthy,-1.467543409
33.3,Gingivitis,8.222654854
33.3,Gingivitis,2.067355109
33.3,Gingivitis,18.72402731
33.3,Gingivitis,23.05664946
33.3,Gingivitis,6.388277062
33.3,Gingivitis,147.7117614
33.3,Gingivitis,-0.080338957
33.3,Gingivitis,99.90493185
33.3,Gingivitis,81.67277558
33.3,Gingivitis,-1.483659101
33.3,Mucositis,87.2431142
33.3,Mucositis,9.453360528
33.3,Mucositis,35.82473527
33.3,Mucositis,4.177225915
33.3,Mucositis,18.81654321
33.3,Mucositis,57.14026735
33.3,Mucositis,6.891646498
33.3,Mucositis,84.0314878
33.3,Mucositis,19.05078272
33.3,Mucositis,27.91739342
33.3,Mucositis,1.886114488
33.3,Mucositis,16.45480797
33.3,Mucositis,16.31695846
33.3,Mucositis,0.870340689
33.3,Mucositis,32.57001947
33.3,Periimplantitis,33.12513106
33.3,Periimplantitis,16.15822028
33.3,Periimplantitis,1.349588172
33.3,Periimplantitis,16.27770886
33.3,Periimplantitis,14.94702537
33.3,Periimplantitis,42.36525099
33.3,Periimplantitis,17.83884429
33.3,Periimplantitis,39.73958283
33.3,Periimplantitis,35.44687158
33.3,Periimplantitis,129.2288217
33.3,Periimplantitis,97.71849782
33.3,Periimplantitis,63.7584469
33.3,Periimplantitis,30.38452604
33.3,Periimplantitis,43.73013001
33.6,Healthy,3.609293361
33.6,Healthy,28.2561934
33.6,Healthy,157.9550345
33.6,Healthy,11.81621377
33.6,Healthy,16.54171687
33.6,Healthy,24.02475535
33.6,Healthy,17.96421997
33.6,Healthy,9.400307668
33.6,Healthy,3.065534082
33.6,Healthy,-1.207869781
33.6,Gingivitis,9.289972232
33.6,Gingivitis,2.191986796
33.6,Gingivitis,22.32410187
33.6,Gingivitis,25.91708444
33.6,Gingivitis,6.818908662
33.6,Gingivitis,171.0710662
33.6,Gingivitis,4.786210667
33.6,Gingivitis,108.4645372
33.6,Gingivitis,84.05718795
33.6,Gingivitis,-4.293016738
33.6,Mucositis,90.6750205
33.6,Mucositis,10.70741994
33.6,Mucositis,41.07455227
33.6,Mucositis,5.364168849
33.6,Mucositis,21.75052173
33.6,Mucositis,55.95896933
33.6,Mucositis,8.304443604
33.6,Mucositis,92.63236568
33.6,Mucositis,20.98088438
33.6,Mucositis,30.83502902
33.6,Mucositis,2.896075355
33.6,Mucositis,19.34272082
33.6,Mucositis,18.20663675
33.6,Mucositis,1.762704724
33.6,Mucositis,28.40382615
33.6,Periimplantitis,40.33022488
33.6,Periimplantitis,15.14027414
33.6,Periimplantitis,0.893675517
33.6,Periimplantitis,21.5966648
33.6,Periimplantitis,13.65664698
33.6,Periimplantitis,42.24889695
33.6,Periimplantitis,20.23362414
33.6,Periimplantitis,42.01181557
33.6,Periimplantitis,36.85157346
33.6,Periimplantitis,151.9714096
33.6,Periimplantitis,102.8480868
33.6,Periimplantitis,79.08980819
33.6,Periimplantitis,31.4158412
33.6,Periimplantitis,52.27113492
33.8,Healthy,5.747948137
33.8,Healthy,31.2378548
33.8,Healthy,176.5097395
33.8,Healthy,13.25386819
33.8,Healthy,18.59736843
33.8,Healthy,30.05028011
33.8,Healthy,18.74890215
33.8,Healthy,9.756280095
33.8,Healthy,3.276050839
33.8,Healthy,-1.181427528
33.8,Gingivitis,10.45075374
33.8,Gingivitis,2.404495157
33.8,Gingivitis,25.49432319
33.8,Gingivitis,23.93324925
33.8,Gingivitis,7.005901866
33.8,Gingivitis,193.9864896
33.8,Gingivitis,8.029685674
33.8,Gingivitis,115.896957
33.8,Gingivitis,86.39936205
33.8,Gingivitis,-7.17433772
33.8,Mucositis,91.60700911
33.8,Mucositis,12.0430209
33.8,Mucositis,45.41406929
33.8,Mucositis,6.685248311
33.8,Mucositis,22.49637162
33.8,Mucositis,55.65420014
33.8,Mucositis,9.774222472
33.8,Mucositis,94.2670079
33.8,Mucositis,23.25356436
33.8,Mucositis,33.10869961
33.8,Mucositis,3.745913985
33.8,Mucositis,20.46915519
33.8,Mucositis,19.79184367
33.8,Mucositis,2.534270288
33.8,Mucositis,26.06215423
33.8,Periimplantitis,47.35973167
33.8,Periimplantitis,16.33784811
33.8,Periimplantitis,0.38476849
33.8,Periimplantitis,28.25842101
33.8,Periimplantitis,12.70390548
33.8,Periimplantitis,40.78907117
33.8,Periimplantitis,23.14921537
33.8,Periimplantitis,43.87430849
33.8,Periimplantitis,37.37313394
33.8,Periimplantitis,174.5664056
33.8,Periimplantitis,103.7812571
33.8,Periimplantitis,89.51996998
33.8,Periimplantitis,31.86845898
33.8,Periimplantitis,60.65948025
34.1,Healthy,8.995993749
34.1,Healthy,33.74405684
34.1,Healthy,194.1123052
34.1,Healthy,14.14666693
34.1,Healthy,20.87696837
34.1,Healthy,36.14607775
34.1,Healthy,19.33360173
34.1,Healthy,9.394558888
34.1,Healthy,3.844225615
34.1,Healthy,-1.186312396
34.1,Gingivitis,11.51823265
34.1,Gingivitis,2.424858706
34.1,Gingivitis,27.45317306
34.1,Gingivitis,19.34701447
34.1,Gingivitis,6.910296419
34.1,Gingivitis,214.016323
34.1,Gingivitis,8.815928418
34.1,Gingivitis,121.7787283
34.1,Gingivitis,88.79730186
34.1,Gingivitis,-9.902729439
34.1,Mucositis,89.72585141
34.1,Mucositis,13.5654132
34.1,Mucositis,47.81980592
34.1,Mucositis,7.573112011
34.1,Mucositis,21.82631274
34.1,Mucositis,55.73397828
34.1,Mucositis,11.0408503
34.1,Mucositis,90.62021529
34.1,Mucositis,26.15518162
34.1,Mucositis,34.29070452
34.1,Mucositis,4.369776945
34.1,Mucositis,19.32988364
34.1,Mucositis,20.69072292
34.1,Mucositis,3.265254216
34.1,Mucositis,25.72806735
34.1,Periimplantitis,53.83819938
34.1,Periimplantitis,17.48468171
34.1,Periimplantitis,0.137381094
34.1,Periimplantitis,34.98878323
34.1,Periimplantitis,12.18737897
34.1,Periimplantitis,38.67090073
34.1,Periimplantitis,26.53778767
34.1,Periimplantitis,45.20997393
34.1,Periimplantitis,37.39981358
34.1,Periimplantitis,193.7783994
34.1,Periimplantitis,101.0316858
34.1,Periimplantitis,90.06412747
34.1,Periimplantitis,31.65911055
34.1,Periimplantitis,65.64327504
34.3,Healthy,11.94313474
34.3,Healthy,35.59557502
34.3,Healthy,207.6678222
34.3,Healthy,14.62434815
34.3,Healthy,23.03950335
34.3,Healthy,41.88044832
34.3,Healthy,18.95313225
34.3,Healthy,8.496569111
34.3,Healthy,4.682086165
34.3,Healthy,-0.844332942
34.3,Gingivitis,12.09976562
34.3,Gingivitis,2.242540865
34.3,Gingivitis,28.18672142
34.3,Gingivitis,17.14093394
34.3,Gingivitis,6.777620904
34.3,Gingivitis,232.203355
34.3,Gingivitis,8.417405163
34.3,Gingivitis,125.2846407
34.3,Gingivitis,90.52512159
34.3,Gingivitis,-12.23221998
34.3,Mucositis,85.53210775
34.3,Mucositis,15.22296105
34.3,Mucositis,47.73373264
34.3,Mucositis,7.970767571
34.3,Mucositis,21.11013212
34.3,Mucositis,56.15871655
34.3,Mucositis,12.24070773
34.3,Mucositis,84.82509445
34.3,Mucositis,29.58684916
34.3,Mucositis,34.35705691
34.3,Mucositis,4.541709462
34.3,Mucositis,16.68403853
34.3,Mucositis,21.04099725
34.3,Mucositis,3.763028171
34.3,Mucositis,27.26698907
34.3,Periimplantitis,58.10633343
34.3,Periimplantitis,18.54908245
