MW,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis
28,21.65360565,15.55182518,78.02857148,26.56232514,53.54855576,-8.214985796,4.744504154,3.822435442,12.8314676,0.718164472,25.96476548,12.12825214,11.16528342,70.72381832,33.78587808,193.2097324,85.70546787,89.68730446,56.03286945,34.02920058,19.8388898,5.137261504,41.99414395,16.39824158,16.84830189,75.18217834,3.049913121,28.54879644,61.10660952,13.90416025,4.969091804,55.43413983,29.07086484,6.48710713,0.716570363,48.21708789,12.31555998,2.562659288,15.29544392,12.18735518,35.8901691,56.65383407,25.98299162,80.14871833,125.486216,157.5217721,17.87726017,23.4485269,9.662973915
28.2,25.81684789,16.62511258,84.90932429,28.39859242,57.34070775,-5.452860827,5.153011181,4.101545491,14.50086576,0.14237471,29.10518502,12.5380798,13.25552445,67.54447262,33.11166571,192.6371239,88.83817716,88.46340346,63.31172222,31.9495831,21.93990998,8.949505819,45.79197347,16.77599109,19.73556516,79.11548851,5.652372233,32.35160008,65.51896252,11.76977304,5.730663512,58.32122165,28.969527,7.21566251,1.103869087,54.65543177,15.92870569,3.055959751,20.34534975,13.17095041,37.63501952,56.88812892,26.40861667,81.42495754,143.0433832,173.2208554,26.98037471,24.57343997,13.64022561
28.5,29.10647733,17.30680829,91.97510544,30.66586359,58.70592604,-1.56443853,5.432724395,4.661244559,15.5074324,-0.248326809,32.01315142,13.10796504,14.73909342,63.32525062,31.8708096,188.8466164,93.58437202,85.5024976,68.6966422,29.61420879,24.53007922,11.59328129,49.86262222,16.86051439,22.06159147,81.6963954,7.923761212,35.95133921,68.980007,9.972932334,6.04610534,60.77365598,27.80015916,8.212157629,1.174304497,60.72152931,19.67774785,3.571013293,25.05035654,13.9840394,37.86403376,58.16535531,26.52083441,80.68409491,160.445265,186.5834671,42.50220136,24.78526927,16.81569672
28.7,31.69215442,17.70624318,101.4908655,31.44172435,58.49823885,2.604444528,5.946144096,5.088762159,16.45533578,-0.333026576,34.88970329,13.17155011,15.94779973,58.61842597,29.79876777,179.7992474,100.8878317,80.36752421,68.10216439,27.19777852,26.59837715,13.97779113,54.39450678,16.43304734,24.1507833,81.85380979,9.630275443,40.13967576,72.27533776,8.349694903,6.017320727,63.00370472,25.66461412,9.508725104,1.314378413,66.99065739,21.94879239,4.173313458,29.15243972,14.61953397,35.60467394,60.95134742,26.74637371,77.4582355,181.8433326,192.011787,68.41719772,23.97280243,19.02418702
28.9,33.885434,17.84460889,114.5704915,30.68812363,58.05131126,6.590433531,6.851332995,4.949090099,17.66280128,-0.290978831,37.80415468,12.26225222,17.1107967,52.93250381,26.07473525,163.6363241,112.1944742,72.80178458,62.52445487,24.96198284,27.17253485,16.49772276,58.46245231,15.57805244,26.40753616,78.94479888,11.07397731,46.23021049,75.16575723,6.952649613,5.526720781,63.84767395,23.02901717,10.91481691,2.377661376,76.18988526,22.82488,4.497300826,32.8051095,15.02274389,30.89955818,64.23048946,27.21741647,71.76241149,213.0047793,184.8282869,101.2269578,22.04364884,22.22620587
29.2,35.78177171,17.61936892,128.3223744,30.2695346,57.67308107,10.20520456,7.798042455,4.08741734,18.87974903,-0.357931619,40.49320899,10.84079749,18.21562033,47.02196563,20.36723774,141.6992465,126.6301239,63.27976335,56.44789877,22.70460806,25.63678181,18.1854308,59.73573375,14.06502863,28.8390738,73.25872962,13.017524,55.12406945,77.13203855,5.518351456,4.624793444,60.91781697,19.94636091,12.47610304,4.808792084,89.31773603,23.01104294,4.264006056,36.76756226,14.80410546,25.07592875,67.94731314,27.39068905,64.27076547,253.0292268,166.2654817,126.0607623,19.54896466,26.16497892
29.4,37.38984144,17.17050789,135.4677571,31.58359989,56.47599167,13.15476581,8.494668097,2.607536926,19.8021326,-0.505619479,42.13773442,9.615765933,19.21274218,42.18737672,13.62101053,117.4515202,138.1718582,53.27170045,51.93738783,20.74157063,22.64990287,18.24360393,56.25010125,11.91533296,31.06385494,65.6327734,16.25888965,65.76854418,77.74161989,4.795658927,3.449610799,53.77562092,16.87771719,14.07850557,8.646786239,102.1538389,23.53263265,3.306135523,42.04506835,13.71003614,19.79246706,72.12646876,27.28143268,56.38818005,288.2059407,142.6352575,125.9813976,16.82978131,28.89687003
29.6,38.29716776,16.59499732,129.7161575,32.56170831,53.66516993,15.43755711,8.648707333,0.785813541,20.34424931,-0.633566328,41.95770726,8.552954526,19.8266945,38.67974052,7.700880292,93.30764523,137.9872394,44.28124452,47.92734298,19.17804523,19.63514292,16.30996181,48.63147199,9.190355478,32.17724037,57.42735783,20.57023842,74.27396263,76.74899265,4.992199706,2.069393968,44.31416394,14.16450607,15.14936185,13.461624,106.5579623,25.90991448,1.926681023,49.14884265,11.90919137,15.87986196,73.83093848,26.83930379,49.00202377,297.1780995,120.2211898,98.7966348,14.69443053,30.57711868
29.9,38.24334556,15.60458436,111.4051387,30.72668374,49.0747987,17.10168542,7.924971543,-1.159790841,20.12627361,-0.906034504,39.65525654,7.501514411,19.99990303,35.90229296,3.810534846,71.06400165,123.8317386,37.39607326,46.8314132,17.71900378,17.57081864,14.64785596,39.04963933,6.55050651,30.74170918,50.12190783,24.38328569,75.69668325,74.13307775,5.226767146,0.510475724,34.7297953,12.12919581,15.27885807,18.58032458,97.54896203,27.61509233,0.781550017,56.74399081,10.03199285,13.59269101,71.94636668,25.99990639,42.67982276,268.9487418,102.0699893,59.32460006,13.41962318,32.39638944
30.1,37.29706063,13.98706442,87.35906025,26.38897926,43.51631916,18.31183296,6.353507448,-2.852238982,18.63287508,-1.413515811,35.9841438,6.501284557,19.47417035,32.90279491,1.26418253,53.48426916,102.2660696,33.00409154,47.09336125,15.50947992,17.05125421,13.27298974,29.8480172,4.229876902,26.41079385,44.93095504,26.10508678,68.43115558,69.97930686,4.627502547,-0.999099016,26.46011789,10.90274582,14.50843658,23.33056757,78.4319501,25.79556976,-0.205813736,61.39399515,8.72653711,12.85543033,67.51531785,24.3174276,37.67471527,214.0830024,88.44370416,25.85204018,12.95871962,33.64198658
30.3,35.42815642,11.99642621,65.32874816,21.58541283,37.14035333,18.79234423,4.387511568,-3.9546635,15.78854256,-1.969993518,31.90049235,5.350156221,18.05197058,28.83464428,-0.171539407,41.0203285,82.87823017,31.0891446,47.11656095,11.75548726,18.09686977,9.999739879,22.3165525,2.728866126,20.03967274,42.31584804,24.60677102,55.55843396,64.35734617,3.160596127,-2.162053295,19.89656982,10.28035144,13.10680302,27.20804702,58.04995011,20.06185958,-0.947674475,59.80989835,7.974058505,13.18719073,62.63159522,22.30615902,33.60051402,156.588279,78.9816307,6.181410676,13.07634974,31.72596565
30.6,32.50749734,10.2011092,49.27325766,18.04004356,30.57903118,18.09746127,2.650203001,-4.371940634,12.20606626,-2.402079267,28.26796414,4.543345874,15.74712209,23.46036575,-0.535810938,33.66399362,68.7493581,31.03062095,46.27063079,7.251641359,20.39238575,5.346778597,16.75949272,1.675798805,13.95589248,41.87204641,20.20829437,42.05568011,57.33076983,1.906110519,-2.782171847,15.09273899,10.12277956,11.33852898,30.32024946,42.44085431,14.35420474,-1.310679077,51.42521103,7.560122498,13.78375765,57.22595648,20.51854487,30.11946212,115.2826457,72.15835393,-2.82771042,13.47054961,26.96487593
30.8,28.69758852,8.915124587,39.90977711,15.55889182,25.08488509,16.20717648,1.674854638,-4.257777687,8.55617834,-2.802357397,25.03643131,4.140665797,12.97228172,18.16951128,-1.075753382,30.85172127,55.6316636,32.17410528,44.72160858,3.578420699,23.45101854,1.515477923,13.19918466,1.10618843,8.899359347,42.80901487,14.33213146,31.72921459,49.13745086,2.366254586,-3.196305249,11.57582422,10.17814631,9.072494969,33.53352746,32.96808487,11.83655429,-1.08849826,39.28214312,7.63673932,14.37576942,49.96082935,19.74577579,27.14117463,92.83441517,66.64753311,-6.209017837,14.23626145,21.68232029
31.1,24.87008155,8.245922385,36.25747075,13.22839017,21.41762026,13.3417965,1.659799913,-3.853139001,5.337928172,-3.137597001,22.21535201,4.005130897,10.36890821,14.17499742,-1.749113705,31.33926161,39.40112377,34.50643788,43.25711338,1.753848649,27.07168616,-0.374569513,10.9779509,0.718428166,5.868385559,44.18209921,9.431388651,25.87924663,40.94000377,3.435785651,-3.513347143,8.597679767,10.26075414,7.562259499,36.92278734,27.59243857,10.85336876,-0.093855821,27.73158365,8.448248196,15.35055236,41.4877228,19.70332166,24.8150764,82.5066428,62.15942691,-7.194427965,15.46258135,17.61788664
31.3,21.8787531,8.302716984,36.58457642,10.72509728,19.29273858,10.26590868,2.32412726,-3.318281211,2.646910231,-3.30010385,19.34321343,3.645390594,8.4787768,11.14695928,-2.599504089,34.34412326,21.8894603,38.07127824,43.24991894,0.928505556,31.63077762,-0.555591582,9.790398239,0.463893997,5.182274951,45.46770009,6.818222164,24.27418082,34.08422851,5.038042808,-3.747487331,6.088301744,10.32256198,7.25238952,41.64925635,24.31143184,9.661872948,0.644657849,19.42270492,9.753084274,17.10301771,33.95153678,20.43288969,23.42028771,77.36480304,59.09579042,-7.743494888,17.05766505,15.2713076
31.6,19.66616621,8.951002734,39.971391,8.443016326,17.83256655,7.554878181,3.510086019,-2.671212322,0.963283102,-3.375004059,16.29881238,3.258036776,7.455941954,9.021788578,-2.880294371,40.53797725,7.027209368,42.77820371,45.08493312,1.566655803,37.41850754,-0.543600121,9.646344926,0.391406384,5.664840756,47.13904011,5.569249414,26.0594288,28.98108284,7.255268718,-3.688454357,4.250076417,10.53184955,6.851552687,47.20321913,21.91477808,8.869506539,1.223042872,14.44315813,10.99239427,19.61138077,28.26322451,21.68437327,22.88888638,73.56909125,58.30498244,-7.931194316,18.86570236,14.28038285
31.8,17.49349026,9.978197293,46.02211604,6.82944325,16.29983785,5.587931519,5.123758921,-1.63641988,1.089126352,-3.402344096,13.13651809,3.073514006,7.404886247,8.385298194,-2.502767676,50.16796022,-3.063472657,48.36424303,48.22336505,3.037067857,44.18502678,-0.515959021,10.61781776,0.682142359,6.101899641,50.4444747,5.162664482,29.76011361,25.05360056,9.932001282,-3.378941703,3.663363691,11.03049022,5.468233928,52.23125103,19.74512681,8.511244587,1.707662496,11.97112548,11.85164725,22.53508013,23.82187553,23.54713313,23.1381921,70.31158535,59.60857149,-6.788452438,20.83141384,14.86088133
32.1,14.83058753,11.34611103,54.98888957,5.969626334,14.7055032,4.695922844,6.979590145,-0.056820758,2.868709076,-3.450018189,10.33784318,2.989398627,8.135095867,9.658754101,-1.598542675,62.48393995,-8.455549164,54.78328105,52.35240641,4.285405569,51.64967162,0.114077967,12.76658563,1.304801992,6.647635516,55.67682458,5.543619389,34.20721937,21.82710071,13.0478808,-2.742826569,4.305021328,11.62211986,3.454078748,54.73368577,17.86275274,8.263217527,1.99853465,10.86405243,12.58766832,25.90855375,19.67239715,25.53120425,24.20332751,68.30070673,63.05002341,-2.883663451,22.94410497,17.16258742
32.3,11.76667727,13.30960791,67.30989507,5.873256745,13.42217841,5.030688823,8.903858906,1.87153838,5.02464486,-3.312558418,8.159953941,2.832176471,9.32870921,11.86954606,-0.15144772,76.18638332,-10.61437308,62.14071745,57.72070638,4.835114753,59.47875557,0.987412019,15.97529954,2.171400794,7.730095875,61.04406469,6.089456895,39.03776751,19.26154808,16.17509661,-2.050023957,5.576176243,12.19675804,1.769687852,53.70736814,16.74506007,10.29933834,2.070130179,10.41959933,13.49811943,29.52617119,16.64409115,27.83219244,25.86117959,69.41941057,68.36187082,4.747944402,24.83709354,20.96726874
32.6,8.65307567,15.91285072,82.93114817,6.266870316,12.8504415,6.738624393,10.86082926,3.765216472,5.945089443,-3.004799703,7.071461656,2.597054967,10.94708281,14.54519275,1.443816502,91.50458359,-10.5544767,70.63650288,64.41990167,4.631301308,67.31916386,2.621334583,20.19917385,2.718089004,9.791725758,63.75175932,6.227484668,46.05425185,17.78092339,18.85888704,-1.343712513,7.274019186,12.77554848,0.990106011,49.68712305,17.34786906,15.20560622,2.001261516,10.43014871,14.63830713,33.42461768,15.0588539,30.56479666,28.03396076,75.86799696,74.65311886,16.40419262,26.43107332,25.93410809
32.8,5.999168245,18.88119117,101.4195001,7.146316239,13.04665163,9.708943188,12.99936557,5.413211476,5.289339547,-2.58067486,6.885493136,2.366208882,12.93345273,16.61542479,3.427288726,108.6311988,-8.649431566,80.29004837,71.56321223,3.401007023,74.98874635,5.002757123,25.15650701,3.051476759,12.06090521,62.7439102,5.801863107,56.76677558,17.32599377,21.46404823,-0.466095488,9.568594423,13.51518806,0.509943394,44.02702166,20.47172416,19.11389761,1.950668846,11.07935382,15.59988183,37.37860475,14.80999179,33.76046362,30.64094842,88.87289923,81.98694108,31.11401578,27.7474113,31.19390487
33.1,4.111704296,21.93017332,120.8487555,8.368988827,13.76210798,13.62770991,15.29150911,6.982705237,4.147634488,-1.991187287,7.406136373,2.199635858,15.5371268,18.39635227,5.343398343,127.0439412,-4.956404321,90.36396785,77.68495203,1.195185095,81.80928164,7.535202528,30.44090855,3.369818943,15.14775588,59.72074521,5.754481936,70.55549599,17.76684268,24.59570892,0.712192839,12.80266192,14.67389742,0.362975227,37.97744516,26.09362723,18.93552811,1.757351416,12.81966599,15.75452282,40.62916362,15.81171373,36.96798764,33.23396226,107.5060596,90.1249789,47.2335828,29.0156244,36.78948331
33.3,3.124969464,25.08719409,139.6307069,9.97145058,14.88328002,18.46510392,16.97832323,8.437373129,3.329578189,-1.467543409,8.222654854,2.067355109,18.72402731,23.05664946,6.388277062,147.7117614,-0.080338957,99.90493185,81.67277558,-1.483659101,87.2431142,9.453360528,35.82473527,4.177225915,18.81654321,57.14026735,6.891646498,84.0314878,19.05078272,27.91739342,1.886114488,16.45480797,16.31695846,0.870340689,32.57001947,33.12513106,16.15822028,1.349588172,16.27770886,14.94702537,42.36525099,17.83884429,39.73958283,35.44687158,129.2288217,97.71849782,63.7584469,30.38452604,43.73013001
33.6,3.609293361,28.2561934,157.9550345,11.81621377,16.54171687,24.02475535,17.96421997,9.400307668,3.065534082,-1.207869781,9.289972232,2.191986796,22.32410187,25.91708444,6.818908662,171.0710662,4.786210667,108.4645372,84.05718795,-4.293016738,90.6750205,10.70741994,41.07455227,5.364168849,21.75052173,55.95896933,8.304443604,92.63236568,20.98088438,30.83502902,2.896075355,19.34272082,18.20663675,1.762704724,28.40382615,40.33022488,15.14027414,0.893675517,21.5966648,13.65664698,42.24889695,20.23362414,42.01181557,36.85157346,151.9714096,102.8480868,79.08980819,31.4158412,52.27113492
33.8,5.747948137,31.2378548,176.5097395,13.25386819,18.59736843,30.05028011,18.74890215,9.756280095,3.276050839,-1.181427528,10.45075374,2.404495157,25.49432319,23.93324925,7.005901866,193.9864896,8.029685674,115.896957,86.39936205,-7.17433772,91.60700911,12.0430209,45.41406929,6.685248311,22.49637162,55.65420014,9.774222472,94.2670079,23.25356436,33.10869961,3.745913985,20.46915519,19.79184367,2.534270288,26.06215423,47.35973167,16.33784811,0.38476849,28.25842101,12.70390548,40.78907117,23.14921537,43.87430849,37.37313394,174.5664056,103.7812571,89.51996998,31.86845898,60.65948025
34.1,8.995993749,33.74405684,194.1123052,14.14666693,20.87696837,36.14607775,19.33360173,9.394558888,3.844225615,-1.186312396,11.51823265,2.424858706,27.45317306,19.34701447,6.910296419,214.016323,8.815928418,121.7787283,88.79730186,-9.902729439,89.72585141,13.5654132,47.81980592,7.573112011,21.82631274,55.73397828,11.0408503,90.62021529,26.15518162,34.29070452,4.369776945,19.32988364,20.69072292,3.265254216,25.72806735,53.83819938,17.48468171,0.137381094,34.98878323,12.18737897,38.67090073,26.53778767,45.20997393,37.39981358,193.7783994,101.0316858,90.06412747,31.65911055,65.64327504
34.3,11.94313474,35.59557502,207.6678222,14.62434815,23.03950335,41.88044832,18.95313225,8.496569111,4.682086165,-0.844332942,12.09976562,2.242540865,28.18672142,17.14093394,6.777620904,232.203355,8.417405163,125.2846407,90.52512159,-12.23221998,85.53210775,15.22296105,47.73373264,7.970767571,21.11013212,56.15871655,12.24070773,84.82509445,29.58684916,34.35705691,4.541709462,16.68403853,21.04099725,3.763028171,27.26698907,58.10633343,18.54908245,0.258141886,40.83705571,11.42987718,36.1072083,30.08611009,45.36245808,37.26910698,202.8207701,96.95423362,79.09818732,30.89584835,66.84445644
34.6,13.18038181,36.43255672,215.2710717,14.75578465,24.76121765,47.03492184,17.27685832,7.322818965,5.318315164,-0.521391737,11.95035075,1.911737428,28.30842285,15.33179571,6.860859018,250.8669726,8.408366206,125.1144512,89.91001567,-13.88961503,79.47182583,16.89927093,45.88069178,8.028974886,20.68943232,56.99966154,13.77017275,78.95323619,33.22119458,33.18429696,4.367135475,13.93790489,21.19033935,4.492468059,29.14811341,57.98820622,19.81994433,0.331944103,45.72926563,10.00619421,33.36787912,33.03450051,44.41897071,37.10606264,195.6170186,93.552493,61.30106312,29.74187858,65.89864349
34.9,12.75358843,36.05873518,217.997129,14.8599553,25.80173323,51.44749878,15.18510884,6.017411639,5.14942362,-0.245947107,11.18376692,1.369948432,28.1147235,12.30128181,6.983334623,267.0447017,9.103352136,120.224435,86.680722,-14.66785056,71.85328196,17.64029556,43.47996278,7.969912454,20.14783712,58.2000066,15.24827415,72.05919528,36.15884887,31.30666748,4.037714537,11.74328571,21.43533164,4.867032797,29.88351418,52.6701323,20.67315672,-0.024262563,49.45488252,8.399207178,30.35424912,34.73826497,42.65757694,36.91796619,173.4717702,91.41805668,43.51354802,28.34106078,64.57237332
35.1,11.41175278,34.28786309,216.4798719,15.16343345,26.06660956,55.09167914,13.39306095,4.716269263,4.224948406,-0.186112725,10.21714788,0.661569463,27.53048098,8.612544307,6.490943621,277.4772477,10.36765748,111.1685834,80.86728171,-14.38437306,63.14961382,17.11249401,41.09887106,8.046602703,19.10913069,58.97547086,15.78559636,63.05769366,37.83943648,29.6502226,3.827330752,10.00855769,21.8000529,4.426853678,30.09796237,44.38845663,21.01504977,-0.65319114,51.05431584,7.121596404,27.10576185,35.4363376,40.48547333,36.46495857,145.8583933,89.7787258,30.01866926,26.76651688,62.95244514
35.4,9.872562058,31.47816324,209.7178439,15.80613881,25.83042222,58.12845021,11.50323096,3.458138463,2.964545958,-0.315533795,9.306989729,0.053920938,26.19573275,4.540032468,5.301233677,279.5031571,11.39064429,99.47935463,72.69456083,-12.73464345,53.65009594,15.98998842,39.09560406,8.156888804,17.82130489,58.7545118,14.80252448,53.12595417,38.44827012,28.83682663,3.562916821,8.376389532,22.03326074,3.433567398,31.85512594,36.76070678,20.95388043,-1.060850795,49.50991224,6.216373651,23.83870801,36.59616194,37.89409948,35.8385923,122.7944693,87.91241568,21.07359491,24.89814362,60.76717708
35.6,8.624754073,28.36282735,195.4353689,16.31698487,25.18243361,60.25907314,9.41831187,2.207984138,1.842697519,-0.68277747,8.589959277,-0.243861673,24.17433258,1.53991755,3.86758628,270.0802258,11.01762303,86.85588662,63.62906982,-9.773101916,44.252296,15.03249222,37.54454602,8.195606288,16.74059376,57.47723764,12.56890223,44.37305968,38.78967485,28.7645588,3.206109617,6.51092752,22.15368138,2.361411965,37.15609927,31.85801226,20.71389687,-1.114732776,45.15661563,5.631866178,20.87385089,38.72209399,34.86157849,35.14424106,108.249243,85.71474744,14.71096552,22.84536735,57.89516739
35.9,7.392798899,25.43348984,173.7845713,16.32587191,24.30974348,60.93916547,7.271307972,1.125892103,1.009065539,-1.106481415,7.94893958,-0.351374861,21.76967528,0.256612778,3.242854601,247.6215935,8.445385444,73.99600395,54.97575683,-6.903481254,36.18452891,13.64789848,36.47265556,7.935891365,15.78257338,56.04775016,10.10835407,37.95578316,39.19045784,29.53056662,2.858400821,5.007357942,22.2286509,1.604762462,44.71585498,29.8724763,20.84084174,-1.074138968,39.68972556,5.208890884,18.51859795,41.55859697,31.67212693,34.63662504,100.4566774,83.19069863,9.660626312,21.05046824,54.37851901
36.2,6.178598639,21.62417266,147.6391036,16.04197706,23.70359233,59.8764135,5.51526996,0.428187785,0.456938743,-1.28374097,7.267610116,-0.440762703,19.19492278,0.081538261,3.420318543,214.3969345,4.767009458,62.31708,48.83804353,-5.019799597,29.96617068,11.48906131,36.00653359,7.513634321,15.02322892,55.33308471,8.304022332,33.69836322,39.85892898,31.00008429,2.573720312,3.320015605,22.07887176,1.257235005,50.25594172,29.4598904,21.19847476,-1.117896742,34.67015856,4.889677209,17.06544621,43.67980783,28.84523548,34.32157371,96.22213662,80.46302109,5.57057916,19.8689564,50.38749325
36.4,5.218770669,18.55189548,121.5100817,15.96789368,23.10457204,57.40036375,4.306706041,0.249682464,0.371557166,-1.045132968,6.471027502,-0.558432111,16.51326129,0.103827327,4.626968675,176.6024011,1.240795349,53.26861317,48.03153152,-5.760074732,25.8803026,9.590958862,35.89879495,7.134817557,14.5711246,55.38105616,7.259686998,31.01506821,40.52277129,32.75414363,2.379684464,2.010108178,21.37039646,1.017638054,50.68641195,29.61922368,21.94896022,-1.237132069,30.7352075,4.370326687,17.05704931,43.6560542,26.5785311,34.12163755,94.01237864,77.73014062,2.431282722,19.28121424,45.90640269
36.7,4.349270163,16.8738984,99.21280064,16.48564333,22.07526156,54.19272159,3.461058637,0.359845538,0.628820203,-0.685468536,5.617767817,-0.157812149,13.73603095,-0.317409107,7.004523019,141.9638309,-1.813010956,46.82751756,52.67420945,-9.903499724,23.43292173,8.306081673,35.9139732,7.061614592,14.28797353,55.34111903,6.503946089,29.24288183,40.86768847,34.86713609,2.385382104,1.362557013,19.84702449,0.595658999,44.4641812,30.01944454,23.25393554,-1.370213965,27.52133511,4.939303297,18.35938195,42.27553138,25.15569353,33.98371606,93.63007907,75.32618836,-0.005041177,18.87989404,40.84241872
37,3.464660295,16.0779036,82.83770327,17.92697635,19.86621966,50.16188642,2.71276829,0.340188035,0.795049358,-0.360798947,5.052310249,0.878989963,11.01924343,-2.029639875,9.423678778,115.6503436,-2.719502675,41.87939601,57.44146531,-16.30978091,21.51622522,7.354831107,35.65056879,7.12627171,14.08240858,54.53209674,5.629732148,28.1179557,40.5808258,37.21765277,2.4637998,1.463056204,17.88682338,-0.026944698,34.78607948,30.68155654,24.61286904,-1.298863089,24.36620765,1.936074347,19.22263927,40.25799391,24.61427286,33.68872317,95.20036817,73.16515014,-2.023871336,18.30927926,35.52885434
37.2,2.635669896,15.33650503,72.53065086,19.88109874,18.67961945,45.21728987,1.956512315,0.451107988,0.836706167,-0.044011815,4.903425252,1.960668471,8.597728534,-4.787601568,9.450663708,97.20372928,0.219846175,37.54328019,54.70305415,-22.52912515,19.73363241,6.687259629,34.49316471,7.041836641,13.66472214,52.44044794,4.903854794,27.36115763,39.94508305,39.35410514,2.352749629,2.550639755,15.87982779,-0.478866801,31.41831645,31.50706516,25.63439018,-1.120371114,21.29084438,4.614370056,17.3080625,38.29984783,24.92443703,33.10796405,98.70039662,70.72166124,-3.969121438,17.33420931,30.35628422
37.5,1.980986709,14.14691008,67.36292937,20.97427346,19.5789875,40.33243631,1.520240395,0.344522782,0.758085027,0.664277416,4.903145767,2.074194772,6.733357684,-7.16937053,6.332941232,83.67811009,4.130349566,33.23516045,43.71332664,-26.91398053,17.74175471,5.965874367,32.66588255,6.543708548,12.96125715,49.56848894,4.523302277,26.68193744,39.81421697,41.25462953,1.962825919,3.521600565,13.71527276,-0.480051283,33.86290577,32.06902146,25.65863438,-1.145317246,18.430489,9.479900979,12.82879997,37.01203834,25.65898565,32.01637366,102.8331859,67.70644364,-6.079652249,16.11489429,26.07146417
37.8,1.937819504,13.15061173,65.5089001,20.23619769,20.36110545,36.6225061,1.490862623,-0.468671062,0.765906776,1.560515633,4.663390753,1.693537099,5.473058477,-8.684786753,2.044495513,72.43371382,5.943475888,28.76868038,30.65025955,-30.75258731,15.75058831,6.057056758,30.29863454,5.835067104,12.30437105,46.55750307,4.358675869,25.97622829,40.55685085,43.22283927,1.522632301,3.182172875,11.54518553,-0.249603154,33.60819527,31.93360367,24.80362962,-1.272526904,16.19904575,10.23899391,7.882337853,36.70495702,26.3472317,30.59120757,105.8250319,64.11705279,-8.542455772,14.80358786,22.50781522
38.1,2.200811204,12.89598885,64.98644402,17.96820559,20.0825731,34.47759434,1.835343086,-1.980380709,1.009025649,2.296805566,4.119421098,1.471344803,4.79069197,-9.814554464,-1.936978159,63.08051975,5.41173842,24.38094471,20.96581109,-34.26077532,13.88268534,6.262369024,27.39637305,4.932253854,11.73882736,44.17446567,3.905206397,25.25943489,41.5197126,45.40643263,1.146549372,1.665321782,9.534221968,0.052228819,25.50877733,31.19792631,23.21840706,-1.441320825,14.65400843,5.639824052,4.566933621,37.95780587,26.71903977,29.41884666,106.0885977,60.27755448,-11.15671847,13.62854645,19.27112693
38.3,3.538601461,11.82429867,64.36983232,15.45659667,18.65926536,33.45389282,2.289558234,-3.273729782,0.591718621,2.487033689,3.314248451,1.638144823,4.45662597,-10.87067657,-5.256586286,55.62689262,4.189471383,20.80539616,15.48502116,-36.95891859,12.14780802,6.035909223,24.2328362,3.881284428,11.23468474,42.63131821,3.311295607,24.40455201,41.8369091,47.37847555,0.863599803,-1.951219607,7.883071785,0.247461693,14.27965026,29.92373916,21.10704375,-1.516611541,13.17883314,0.724559397,2.918642387,39.94997698,26.88197053,28.39427692,103.117391,56.57156269,-13.57540483,12.9592844,16.259466
38.6,5.363771643,10.66342377,63.96697044,13.63684521,17.36384227,32.37109308,2.781551924,-4.12264121,0.473419295,2.071238312,2.346082661,1.521792467,4.070729175,-10.64733293,-7.270342029,49.02612698,2.388461853,18.30013523,12.65379423,-38.47565832,10.86084214,5.14040696,20.96230978,2.534447023,10.61510259,41.7569548,3.233270033,23.12391025,40.93590087,47.37214266,0.660585288,-5.595110055,6.684404577,-0.044415111,9.137901946,28.14351629,19.21515057,-1.476392589,11.34850419,1.368336833,2.376400261,40.1164123,27.04496215,27.46884966,97.79859738,53.38804197,-15.14536719,12.83483927,13.40324152
38.9,6.533656027,9.394189396,64.98671369,12.49770316,17.20785022,29.94841613,3.484313793,-4.603137805,1.277728573,1.476871224,1.501030548,1.511315647,3.445933297,-8.716874778,-8.463902285,42.96929752,-0.064730901,16.47893293,11.37310285,-39.24638204,10.35193098,3.540170662,18.42398679,1.303969592,9.723311151,41.33069,3.332985581,21.1164617,38.80517498,45.26540607,0.584473066,-8.017926302,5.913986332,-1.051348995,6.395971871,26.14337321,17.45185727,-1.546160331,8.768653686,0.487558669,2.403484493,38.13409694,27.35218224,26.67080179,91.59597994,51.02352555,-15.86787697,13.0325978,11.15529266
39.2,5.586759478,8.060292256,68.15553192,11.64478452,17.02495825,25.75895999,4.600778281,-4.938328334,2.36352582,0.870401335,0.73868964,2.098082259,2.659108857,-6.214952781,-9.191962394,37.72697257,-2.303952878,15.23061735,11.03301745,-39.07147472,10.44385787,1.867424734,16.62552867,0.509415103,8.808336256,41.08616803,3.301944596,18.88538974,35.90789353,42.43237823,0.563267813,-9.017441902,5.705816097,-2.18699252,3.983262482,24.23440563,15.85839718,-1.752727907,5.394579695,0.492842215,2.939249871,35.00351373,28.10785697,26.22065499,85.71596475,49.45038373,-15.9450699,13.23375578,9.448314181
