MW,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Gisngivitis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Mucositis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis,Periimplantitis
58.4,-3.668068763,60.57921381,171.5087491,5.051593378,11.86017625,-1.725574481,8.467448266,12.18242907,0.189989066,-0.826779415,6.98367269,-1.426264856,9.467489257,-11.14642313,-2.184348531,50.98277687,-14.60805927,37.08803045,79.73560354,-37.24565476,88.54726696,19.89036692,14.16465977,-3.392435158,31.19701989,50.37120578,0.37461721,33.44319267,30.26574816,8.244785725,1.47970505,31.61413149,22.45598151,2.47112063,-2.51647473,22.86902667,5.406819109,1.863658972,-12.84548012,-1.404797374,73.40491145,19.15231691,33.06328826,25.93683307,109.4239784,70.73890844,22.95458099,28.34012607,30.71160877
58.7,-3.625122825,70.32429786,203.6932026,5.374917795,12.63013564,-1.076536444,11.97265688,20.99187033,1.701983729,-0.539107075,9.184843476,1.190577407,12.0956288,-10.83854198,-2.74111781,49.04249531,-15.23206349,55.75038277,114.723935,-37.92429904,115.6899529,23.74534188,18.64803909,-1.748058085,36.37533146,56.77121736,2.531440736,40.356041,31.1310244,5.333241084,1.842264015,37.92998972,27.32925806,2.395881909,0.418768998,23.40487429,3.723586238,3.771747248,-10.98034005,-1.65882248,141.2751509,19.50339231,37.536877,27.95121216,118.4089768,76.36568305,33.95290732,35.37478101,38.84732318
59.1,-3.441224366,81.22193289,243.437699,6.085774595,13.59620767,0.588670551,16.23669081,32.12956446,3.980541697,-0.135630078,12.23173949,4.773491599,15.61648046,-10.48275529,-3.229514261,46.95001394,-15.69927223,85.8666459,182.4305662,-38.44462677,166.2033592,28.37883326,25.34101889,0.328164942,42.32827025,65.09608682,5.145667307,49.38028672,33.11539807,2.994321536,3.140890925,47.89799419,34.45713131,2.785171269,1.413425776,24.13339255,3.031255885,6.010138363,-8.529105494,-0.516043169,264.0091733,21.12410972,43.82562117,30.8807449,129.7824413,84.30995355,50.26312564,45.92001911,49.54729247
59.4,-3.178273039,93.7257581,292.8150731,7.186926136,15.00119465,2.892341529,21.42196342,47.64869434,6.452040762,0.505398334,17.1096434,9.87932155,20.3335241,-10.12694454,-3.499646621,44.78908459,-16.08285357,139.4747513,314.7487218,-38.62741806,300.8540342,34.72072734,34.88741096,2.592681092,49.97405206,76.20701565,8.253237833,61.15078449,36.18281512,1.212961035,5.372406689,63.87081021,45.80557116,2.519566921,0.350827533,25.17796632,4.283736752,8.094347595,-5.836187319,3.34901803,459.0347065,23.57643341,52.10389343,35.13368127,144.72417,96.47480858,70.56515483,63.01076407,63.41217884
59.8,-2.82589091,108.8610052,359.7336762,8.976797114,16.97446549,5.954621465,28.28780761,74.14227396,8.658280015,1.658861823,25.3184792,17.67244582,26.62408624,-9.77110672,-3.524231879,42.55115127,-16.37235407,236.8248854,538.723623,-38.43048085,574.0078754,43.78415455,48.58236234,5.438482541,59.95243229,95.9897588,12.03157255,76.05725082,40.52046056,-0.652069136,8.737385642,90.24518319,64.83509588,3.842006717,-1.417691002,26.71460113,6.353060144,10.41044287,-2.559334841,7.621507568,708.6305969,26.56768297,62.15774054,41.87650775,164.6539754,116.9166399,102.4183429,92.28307861,79.94428737
60.1,-2.373533392,128.9727815,472.2836781,11.52652724,19.57309951,10.43596067,36.52220096,124.5387497,11.63063809,3.249651905,38.90656973,31.1520647,35.38409556,-9.345399205,-3.425125812,40.47513397,-16.69363015,404.1951482,838.6166896,-38.64511177,953.8743564,57.47519897,69.30131468,10.52834388,73.05101853,136.8027509,16.15212731,94.16984053,46.17148477,-2.320425298,14.34352114,136.8660806,95.97159419,7.756013053,-2.467129955,29.51534169,9.807146678,14.66512999,1.631555485,9.523702739,955.7088233,30.22876249,72.45696129,52.33467792,191.6795264,151.5038044,178.8631814,139.3148158,100.9140155
60.5,-1.413418463,158.7308986,675.4872191,15.19842766,22.83982976,16.72671905,45.60981187,212.609447,17.33966166,4.969570101,61.10281559,56.3086515,48.11368462,-8.791597244,-3.099252317,38.69596273,-17.07316145,647.2951103,1142.543547,-39.61428424,1320.158486,78.999859,108.0662516,20.82850207,91.39934704,212.5037085,20.79368544,115.9171982,53.36279434,-3.56071009,23.9828304,217.9120733,141.8305526,11.9415492,-2.222221622,33.98212183,14.75593012,23.69170687,7.462224912,10.04807713,1137.776527,34.85586979,80.43812498,67.52475368,232.1768491,205.5692625,344.398297,204.7732358,128.5795348
60.8,0.762857372,205.2990743,982.3695817,20.83082263,27.10311693,24.7307951,57.84555606,340.3223725,27.21776827,6.575847843,97.21092885,100.1669751,67.07025183,-8.205908163,-2.656711237,37.16867565,-17.42600552,929.3123771,1360.104839,-40.32300321,1554.324601,115.2010213,182.4611751,39.18258059,121.0233188,326.1252971,26.05894882,146.23548,62.24969282,-4.356995337,38.95327759,339.770907,199.2074786,14.91877453,-0.834428003,40.84080493,20.97332501,41.91823364,16.1787428,13.41180196,1222.553061,41.12734946,85.67657989,87.04221801,304.6935511,278.1178643,602.8087811,279.8808658,168.5964727
61.2,4.142348031,279.9774072,1332.846206,28.91005758,33.41380886,34.46937429,81.10883013,488.2943903,43.59645572,8.561120737,153.4517293,162.841212,97.14763779,-7.516585945,-1.835000506,36.4600121,-17.69211609,1179.200488,1437.960449,-40.18524831,1625.428984,180.7612375,306.9755068,67.01420699,171.4074556,460.470636,31.98330911,200.3403379,73.83833855,-4.699943762,58.96035099,486.3496216,256.962743,18.08114522,1.431529505,51.99083833,29.65256478,72.43422235,29.34950331,21.5636678,1210.790908,50.74681604,93.30733876,107.8878363,437.466712,358.4483438,891.7621318,346.6843327,237.8987631
61.5,9.194067151,393.5595541,1625.429433,39.04835884,43.97191556,46.58958798,129.3862229,620.0360142,69.42044841,12.24364589,234.5336036,234.4068635,148.2930215,-6.850989129,-0.977553864,35.8961254,-17.90595794,1329.99258,1376.310073,-39.31511541,1572.770949,289.0521539,473.6668904,101.7974059,255.4944288,580.3121055,39.12962152,302.0335079,90.98456632,-4.694569751,81.06452253,619.8174343,298.9430326,25.28559562,4.15154079,70.28339241,45.31266918,112.8770752,49.71336728,34.50405745,1117.006117,66.55416973,116.0490838,125.2421274,641.2812161,428.8822836,1119.488273,384.7665741,368.3423768
61.9,16.54207864,541.960984,1794.22866,49.81710338,62.23401054,62.3068447,214.4570596,695.2311644,109.9226415,19.10672125,338.3137318,297.0010697,235.1048614,-6.363332834,0.147912109,36.41806513,-17.72778438,1350.135871,1208.859083,-32.95214746,1438.523253,438.5191622,645.5070827,135.6242483,382.3585004,648.4755935,49.37961876,464.9998878,121.4675159,-4.369337327,99.0584784,701.3684875,310.6003816,38.76347329,7.173740402,100.2229214,74.23911864,154.0606021,83.29285435,51.24328039,959.4712024,92.03954455,168.9222239,133.6856515,882.810268,470.9162401,1231.30372,380.4026273,584.6315032
62.2,26.97611995,699.1877347,1839.87182,58.98411932,90.69974285,84.69425049,331.8998995,691.8733371,170.2321589,30.38300255,450.7392157,330.3859153,371.5735696,-5.87567654,1.273378082,36.94000486,-17.54961082,1246.828475,980.0348271,-26.5891795,1247.786194,599.7091538,777.0153101,156.5656358,543.5199087,642.0668882,67.9659924,670.9776968,174.7147864,-3.776632157,106.2291721,713.3744592,286.16595,58.55898805,10.43808695,145.9809998,121.8569405,181.992324,139.0456989,68.11520968,760.4613744,129.0073351,258.6434152,129.7902478,1098.134122,471.8583617,1227.425186,333.7412157,856.2153535
62.6,42.74740563,827.8250638,1792.448947,64.00012778,129.405008,124.2325983,452.0744821,613.2531929,251.6002767,46.52643382,548.3678159,320.9650685,552.7948842,-5.99198839,2.181008066,38.70771705,-16.879513,1050.958709,731.4071269,-20.94307218,1016.851577,726.4824182,835.1208349,154.9876063,707.4424393,562.4799313,104.9884544,872.0476756,256.4422531,-3.194661887,99.40162905,660.3630429,232.3392729,85.95939471,14.11058918,206.3680039,188.0977165,180.5334786,228.1461161,79.94516436,547.3501643,174.253458,376.6029102,113.954074,1235.523458,429.2059608,1131.68204,259.4282064,1090.681061
62.9,65.42198793,897.4970028,1672.815613,62.74329555,172.1530772,195.0151526,536.0009613,479.115388,343.4855991,66.12118289,608.8885227,269.1682128,742.6246755,-6.108300241,3.088638051,40.47542924,-16.20941519,804.1443725,500.9050244,-15.29696486,767.2596682,788.3347916,809.7787574,130.437745,835.6929822,435.1473506,162.9121355,1017.847352,359.1124631,-2.582985993,81.15485277,562.9859229,165.5421709,116.4174621,18.48713745,272.1891752,263.0207154,151.7465954,357.374416,82.39238209,352.2028432,219.3995867,496.2124077,91.86788409,1279.404032,355.1008096,967.5168485,179.4491633,1232.598897
63.3,94.70949754,894.594958,1492.109765,55.05471527,208.0675974,311.7036796,559.042428,324.215829,424.1982979,85.16114178,617.8205904,191.8445279,895.5650923,-6.635095986,3.470621678,42.5079429,-15.61549269,552.9349486,319.0805788,-16.44691526,529.1326437,777.9720468,708.8731723,92.70252292,899.8494574,297.9907934,235.9425206,1077.900717,463.8693355,-2.499900572,58.66379229,445.606261,103.3748474,143.6060097,23.80348016,329.1854807,329.0152932,107.61914,513.6990662,73.54329528,201.7972488,252.9803461,581.4273782,71.48258179,1238.630666,272.7203151,758.7141839,112.566052,1277.994626
63.7,126.6776855,818.6483781,1263.052641,43.60399825,224.4965548,466.0075833,515.3522768,186.7932917,471.3020874,97.22561947,571.1931715,115.0720179,977.1253335,-7.216622917,3.782519124,44.57576343,-15.03172691,341.5093493,199.4037185,-18.50300668,333.6646196,705.4357813,554.1121208,55.49144964,890.996389,183.8655055,309.0810885,1045.140007,543.6439091,-3.032182943,38.89355758,335.5645747,56.63118371,160.2145321,29.91250385,362.9469955,366.692672,64.21227027,664.129614,56.50809299,105.3145741,264.5986531,601.538346,57.91241995,1125.884304,203.4564407,537.0553207,67.20699965,1242.313047
64,155.0537743,680.9327606,1003.222671,32.50413959,212.8288542,620.0355233,418.3725163,91.75335232,472.2144386,96.35523146,475.3594347,57.58710279,975.6721043,-7.793636707,3.892416551,47.64708226,-14.65994045,195.8355242,135.2991276,-24.43977408,199.749007,588.6026821,382.3203608,28.59058528,810.6820021,108.1415394,363.0127079,929.0558656,572.4711227,-3.984098389,25.64659041,255.3618973,27.50201381,160.8672723,36.64037347,362.6441541,361.5934884,31.9673209,772.9419708,37.90947411,53.37519734,250.7836964,545.9031014,51.36475246,956.4532259,157.3674777,339.8513849,41.86614007,1138.786121
64.4,172.7593077,508.1421583,738.0524415,24.71534671,175.7771762,733.4703187,296.1805487,40.22462045,426.9183105,81.52285379,351.6081879,24.23233443,896.1214349,-8.369261837,3.940160126,51.02716979,-14.3533784,113.5025468,109.0310869,-31.57059562,124.2853839,449.9450511,232.8111575,14.04685454,669.8974309,67.3021344,379.6963359,751.478633,538.4074794,-4.937597321,19.65916487,214.1884472,12.55815961,144.8618301,43.7447541,325.1915123,312.7774975,13.70933107,818.5534486,24.10338738,29.44110776,218.2614497,432.3629866,49.33795738,756.7076406,132.1391819,194.995247,30.43400709,981.4974549
64.7,173.883908,337.7184434,501.7135695,20.74072356,127.3618013,782.5919042,180.9569299,17.0948956,345.8326058,58.33294085,230.781313,9.133380769,751.3023855,-8.766483426,4.243424981,55.29218986,-13.60556324,74.28502131,104.0836977,-35.95480625,88.69878432,315.1645114,128.6946752,8.600765144,496.2954598,49.11778661,348.7662928,548.9862577,454.4948405,-5.450148386,19.10605888,207.6275618,6.340385287,116.3375474,50.64105576,260.0762721,235.1475934,5.723163333,797.7436034,17.52457731,20.8438902,180.1476397,299.3073002,49.78590175,563.2320097,120.4875179,110.7136305,26.82874624,789.4820572
65.1,157.8309987,202.3863458,324.5802981,19.44711674,83.67275563,755.7534117,97.59446697,8.814391126,248.3702162,35.23558892,137.6727046,3.782988091,566.7865109,-9.066393992,4.68606508,60.0399004,-12.61706456,60.03121463,109.9352077,-38.84086548,75.20777763,204.6262299,70.25998914,7.68012842,329.0725437,43.15032209,273.6107817,364.3456085,353.1008312,-5.754401574,22.03355665,224.703246,4.241076735,83.72479088,57.18010802,188.4961119,153.6942208,3.05388949,714.0034139,16.84530815,20.24151447,147.9722478,184.3697707,51.60926127,411.4847996,116.6365878,74.90928314,27.00129578,586.3418795
65.5,131.1951136,115.1116043,217.2828341,19.75955505,54.66306318,665.1010055,48.00496069,7.713147317,158.4801683,18.22537141,79.33409426,2.511955564,380.6536654,-9.193129588,5.456805845,64.68265883,-11.17960162,59.25639216,120.7770569,-38.66791311,73.93740956,128.5636148,42.72698612,8.988631991,199.460454,42.60512697,183.4129001,228.7247778,267.0071544,-6.127576601,26.64075419,254.7253395,3.545572683,56.54282794,62.67216616,131.6747271,89.22351794,2.261898902,577.5223955,18.93892421,24.21127757,126.4430806,106.9677523,53.84895616,320.2776441,116.8235679,68.54102458,29.12683216,399.5649139
65.8,104.5576279,68.30031649,166.9640828,21.0785005,40.29039692,531.2268477,23.13839996,9.862825824,93.36866707,8.505685506,49.59552835,2.826756912,228.9132752,-9.165931879,6.519191646,69.2321265,-9.343059351,65.96043034,133.8020746,-35.77583933,80.41032503,84.83630776,31.7309731,12.09724353,118.2123407,44.89854642,106.0954939,150.5283671,213.3156928,-6.655507067,32.8797638,290.0921462,3.75862408,38.79687746,67.56256785,98.49043733,48.65033341,2.721650381,414.75849,22.17952485,31.49772215,114.8984004,65.16669776,56.22532671,284.8713565,119.5742798,78.42381457,32.50012704,250.1898101
66.2,86.96318625,46.8545919,151.3831638,23.29166011,36.06883076,382.8909629,12.43957382,14.02136489,55.90022134,3.979166628,36.35110615,4.341690166,127.9127048,-9.033184488,7.767210753,73.61718993,-8.432624306,77.3965846,148.0490832,-33.81380506,92.41788963,64.14687701,28.79441529,16.42015187,75.22550978,49.25831026,53.59820555,116.6700746,191.5116148,-7.166405218,42.12073234,325.3471926,4.959239257,30.46893546,73.14955722,85.87759681,27.89447236,4.083604513,262.1818446,26.21726454,41.88438654,111.4136569,46.80344188,58.75493557,287.0399226,124.4742945,99.16916342,36.64536204,148.2927054
66.6,81.5380229,39.28036457,154.1338225,26.25869502,37.44400734,249.6801167,9.023264266,20.15004033,38.73890374,2.192442947,31.910904,6.546587581,71.71845392,-8.74965184,9.280420298,77.76739018,-8.845199582,93.54161761,162.6665467,-33.18039865,109.3316694,57.06893187,29.92543728,21.53410605,56.12683757,54.96061614,24.02548743,108.0865624,192.8166587,-7.352819724,53.46274175,354.8367887,7.105580468,27.6358956,82.41760724,85.79627685,19.59891143,5.390093237,148.3217914,30.9009739,56.33693189,114.6368506,40.72391999,61.4045104,309.3162553,131.0379918,128.6688429,41.20512786,89.62552517
66.9,86.2286557,38.97977061,167.5748214,29.55873651,41.54596437,150.9537711,8.941504605,28.238527,32.951348,1.819797697,31.0700575,9.504888898,44.4993237,-8.250305631,10.9590309,82.39926771,-8.916992782,116.2211656,177.862522,-32.27306343,131.9157951,57.5691447,33.63073863,27.39195829,49.7909354,61.81106205,10.1250451,112.9615256,208.97831,-7.316066199,64.70984086,376.5426095,9.91281202,26.93057851,101.4191032,91.65450071,17.83983368,6.928598004,80.34819187,35.73436978,76.86183343,123.7475779,40.34153773,63.66398566,341.2577263,138.916153,164.5414689,46.16489926,60.94894077
67.3,97.37847636,42.61532512,188.4559564,32.95988535,47.35250491,91.02229016,10.83897812,38.16290031,33.02691602,2.224864244,32.41775356,13.30492636,33.20796413,-7.233006873,13.03460402,88.18717071,-8.170908997,148.5675608,196.1525298,-30.70829904,162.1834859,62.97702005,39.54337765,34.22017412,49.55050433,70.27225713,5.093335004,125.4292412,234.8642934,-7.204786541,74.38928657,389.3600188,13.6001363,27.39576442,136.9329688,100.0640563,18.99258112,8.966554832,47.01036798,40.3028414,106.6604144,137.7348729,42.81905362,65.01683415,377.5201296,147.4765178,203.7485011,51.68477601,49.24440777
67.7,111.6270671,49.14918796,215.7817844,36.23375573,54.07388074,62.84712961,14.26772876,49.93294675,35.84480688,3.013852789,35.36000182,18.31389418,30.37446158,-6.032134343,15.23098502,94.43952192,-7.166563353,195.1750007,222.5588241,-29.0468008,203.4821036,71.39010043,47.83843123,41.78617017,52.65504777,80.64474781,4.734100438,142.6171996,267.3319665,-6.89953881,81.47565286,389.6771466,18.06478215,29.39156021,192.7659004,109.538884,21.46531348,11.59832482,33.59827826,43.96183642,148.7082314,155.1453882,47.2844963,65.48179661,414.0450735,155.8081462,242.0632429,57.94261739,47.97948452
68,126.4977229,58.68892234,249.295743,38.68644558,61.13672333,52.20433376,18.77561578,63.50151752,40.16374081,3.985030735,39.70735056,24.6109386,31.78295235,-3.974584205,17.99113612,102.8592981,-4.956995703,259.134124,262.680035,-26.93387792,260.9185876,81.66485361,59.39521362,48.34706039,57.99937132,93.83694913,6.690252806,162.1004666,303.6048266,-6.116745383,85.24279185,376.5877632,23.31839566,32.69507666,259.7678691,119.3411122,24.92525692,13.87346487,29.80069156,46.65295573,204.7216808,174.0329405,53.39868753,65.11262986,447.0649186,163.3133765,274.7963288,65.38787248,53.79181699
68.4,140.583948,72.10275655,290.4189476,39.53530865,68.02660996,50.07857359,24.51400639,78.34553043,45.28097485,5.405147052,45.88770756,32.53960682,35.82304835,-1.840965829,20.77896018,111.4606946,-2.722976169,339.4082256,318.1732276,-24.79573439,338.6381382,93.47990073,75.30735015,52.69519147,65.16118726,110.8616987,9.542853136,182.0465781,340.0856356,-4.535127232,84.24222662,354.9088943,29.49562168,36.80221495,317.7118417,128.3566697,29.30190775,16.24791932,31.20725678,48.34125935,273.4110535,191.6073628,61.10615659,64.37776544,473.7087367,169.0425632,299.6652109,74.76523447,64.44753004
68.8,152.2009232,90.97208881,342.916143,38.5881283,73.83847211,52.90338504,31.61454619,95.44380371,51.59176939,7.711821317,54.81448801,42.66422743,42.24836259,1.509744352,24.0095516,122.9680157,-0.097726506,428.3135122,382.690216,-22.25406065,433.251638,107.1475116,97.33599394,54.79259173,74.09512181,132.3020887,12.6116693,201.7728667,371.9680398,-1.756350578,78.58587241,333.3703889,37.30534338,41.06745521,345.1683251,135.510442,34.31683411,18.93071137,35.43286004,48.48207072,347.4370855,204.3557767,70.14458823,63.91875029,493.0896407,173.1617737,318.8628833,86.47180688,80.69995595
69.2,159.6352384,117.7980405,412.7432912,36.52102274,77.75490053,58.98337687,41.341502,116.7636458,59.47487817,10.79792692,67.30560991,56.54191692,51.5197776,4.860454534,27.24014301,134.4753368,2.527523157,509.9240012,442.4274536,-19.71238691,529.9290995,124.3308393,127.3150843,55.46037257,85.23044874,157.7003152,16.10404451,219.8658507,393.4166679,2.539976543,71.01129892,316.4137509,47.50542627,44.83037174,331.3042856,139.4490378,39.60291052,22.24483419,41.38708089,46.80647385,413.8229871,208.9181168,79.82842797,64.28767122,507.0127748,177.0076593,340.00622,99.84602205,104.6577056
69.5,161.2999911,155.1678981,504.5628144,34.39830143,79.37844559,67.74383492,54.87498774,143.0125147,68.39734956,14.28179996,84.42301098,75.62481384,64.93639793,10.05518292,30.97689409,145.9747845,4.080863785,564.7230947,482.1253145,-16.24258081,606.5994817,147.3943911,165.540786,55.86997939,99.98205905,185.9431148,20.1811099,235.0332298,398.7193295,9.611749358,63.60211109,303.3011647,60.12310943,47.92739714,281.4627517,139.5972151,45.05348832,27.97734672,48.43620033,43.84506962,458.2819647,203.2125277,89.86164843,65.45879552,519.1733048,182.2597124,371.810502,112.6964857,139.5784693
69.9,156.0788968,203.8832371,615.475854,33.11996984,79.47773222,79.50973434,74.23373349,171.0224283,78.15571159,17.86155801,106.7970242,99.85665573,83.97818837,15.36516245,34.74528015,157.47374,5.567210098,579.8521156,492.32425,-12.71476644,644.1310514,177.6373876,209.6876591,56.65186895,120.1691758,213.4009003,24.93199022,248.1803469,384.1557697,20.78163487,57.25993368,292.6104909,73.92932403,50.79170321,211.511337,136.0677949,50.70060962,35.75667106,56.49959445,40.66322594,470.771902,188.0314978,100.2172345,66.75412907,533.1287495,188.9270042,415.7154798,121.8389583,188.9490043
70.3,144.4493859,261.28301,731.2275538,33.22769955,79.02720698,95.49004922,101.7251266,194.3273793,90.24660363,21.45328642,134.8447873,125.2663878,110.2869462,23.12584037,39.39061829,169.5807472,6.686422501,556.0257738,472.2678852,-7.683287843,635.0335198,213.4543695,253.7559358,57.25843492,146.8163868,234.3173065,30.30700153,263.319578,351.0228899,39.46362675,51.86048969,280.6888752,86.38957895,54.09817319,141.1025561,129.5820953,56.47229026,43.42674248,66.25636191,37.4286695,449.1010954,167.0857643,111.8583571,67.09439379,550.4463011,194.9210846,463.0637499,123.9978567,252.3897651
70.7,128.2705606,319.6927138,832.2832558,34.64982522,80.0946528,117.8366639,135.0228962,206.2879789,107.44122,25.06690833,166.6545902,145.1719485,145.6496184,31.41166794,44.22387473,181.8180512,7.726963352,503.9285454,428.0206287,-2.329595486,584.1315839,249.6917403,289.0607582,56.32739194,180.5331189,242.6605625,37.3945386,285.8717029,306.2938811,77.20077117,46.58047224,263.2666992,94.08471255,57.65690938,85.90224534,121.879914,62.58182899,47.61711912,79.44557874,33.65534079,398.5520625,145.9570623,126.0726579,66.01225829,568.8769648,197.146697,497.9336324,117.5376568,324.6529427
71,110.4100522,367.7727682,902.385393,36.46268027,84.33768808,147.3050812,167.7069195,202.7397487,130.3115845,28.6021432,197.9372481,152.8914889,189.7620651,42.41496043,50.38181109,194.0132495,9.887048007,437.0841244,369.0077826,5.535790297,504.7579181,279.4898735,307.5700219,52.52995998,219.0308318,235.2232686,46.94021623,317.692176,259.8862138,142.8627453,40.60919416,238.2797301,94.63971755,61.18468309,50.30726079,115.9649953,69.11191887,47.92016308,97.50958196,29.18189369,330.3464945,129.7039997,143.604959,63.55248901,581.6313236,193.0389037,505.6029598,103.8069487,393.5204007
71.4,93.90671922,393.9204614,933.4492521,37.83498218,92.24942318,183.7158212,192.0146906,183.7223702,156.3355182,31.68744907,222.4389757,145.4384762,238.9091213,54.55052997,57.09169741,206.1909038,12.51360925,368.6058835,306.5559172,14.44771501,413.5618303,296.4594155,304.0936156,45.50660589,256.9603798,213.2244067,59.46804165,354.4109927,220.7148855,234.229099,33.86260496,206.2780377,87.83204052,64.55295541,31.7446603,114.1008742,75.57961554,42.13308214,122.8836106,23.99775255,258.5475771,119.8883679,163.2086378,60.90098323,580.0555691,181.2117218,480.1023985,86.51989251,443.6240197
71.8,80.95478325,391.0135224,926.5710397,38.21521601,102.3477417,225.015936,201.2313838,153.4892391,181.0906179,33.41319877,234.2534354,124.7920558,285.6745358,69.58707395,66.25825349,219.9370491,15.42131482,309.1795681,250.3742225,26.89973247,325.5437663,296.0064812,280.033692,36.53806779,286.2994888,181.9734231,74.73099795,386.4253987,193.3027703,334.5834201,26.92635814,169.1461002,75.93426334,66.96348041,24.33888556,116.9626636,80.44073746,33.26980524,157.2268469,18.55612458,194.8973895,114.4739714,180.2618392,58.6231393,557.4613659,163.2803275,425.2118603,69.81099365,463.4324245
72.2,72.95517208,359.3776914,889.435523,37.42907991,110.3748494,266.6648165,192.2643523,119.234493,199.2726612,32.91936184,230.3409792,97.76729384,320.9621695,86.65430004,77.14447838,234.7811382,18.52582143,263.4038824,205.5581225,41.82981485,251.0384144,278.2483226,242.1225861,27.61000441,299.7372942,148.6269156,91.07925732,402.442476,177.0856675,419.0861036,20.34618951,131.6207433,62.601194,67.34093129,23.07001043,122.0632847,81.89563312,31.07756343,199.5323062,13.72747251,145.3819706,110.3437612,188.5962035,56.93900221,512.5907997,142.8235246,351.8629126,56.2578948,449.6323106
72.6,69.5325561,306.720421,832.9571092,35.28370354,112.9868391,301.7007976,167.4006147,88.28951186,206.4820855,29.85137742,211.3377621,72.35392053,336.895881,106.3621773,92.19679834,253.6660505,21.38015158,230.2341853,172.6452588,60.86515314,193.6233491,246.8440974,199.1303171,20.18291201,294.2842964,119.9725664,104.9018257,394.298166,167.7448078,466.4686473,14.74191613,99.23359582,50.83566407,65.04744579,25.61106303,126.160221,78.82849765,33.47791214,244.9939554,10.26235387,109.8788658,104.8875911,184.3510613,55.86512462,450.9732047,124.0872336,274.1424295,46.4559953,407.6310913
73,68.66137331,245.658242,767.3160903,32.08931288,109.0478942,322.2192282,133.8517228,64.68106386,199.8500795,24.91051822,181.6043585,53.5633633,329.5242332,129.0407872,111.9359753,277.0968887,23.95303322,206.9513629,148.6790116,84.51890432,151.1534352,207.6308312,159.300506,14.6284436,270.9935868,99.25968111,111.4046011,360.7322132,159.365108,466.0911472,10.90803366,74.20639406,42.19301599,60.39678821,30.85879149,125.9567277,71.34500565,31.06801717,285.5782385,7.91324613,85.10920133,97.44000305,167.3456647,55.96266956,382.7209261,109.7122723,204.9671237,39.42985159,347.0944352
73.3,67.91072367,188.4141207,699.7299935,29.23720571,100.0035127,321.8822846,100.5200296,48.12295063,179.9840307,19.1200471,147.6974142,41.598016,300.44044,153.8198182,136.9218255,306.9292685,26.61367861,192.1114825,130.2966382,111.3216977,119.8591544,167.5886842,127.5803314,10.96790934,234.4528108,86.47127805,107.4095379,308.4828824,147.7154783,420.6575858,8.584687371,55.36197606,36.88662256,54.26862876,37.67654624,119.8978904,59.48802079,20.04205089,312.2981565,6.207060992,67.86019786,89.12226863,141.7890431,57.14475429,317.9574597,99.85808813,152.0324731,34.61057142,279.1395651
73.7,65.32402193,141.8603085,634.9732055,27.46962356,88.723578,302.6813164,73.06067632,35.88625266,151.5292282,13.47829935,116.0398675,33.68780425,256.0227341,182.4496213,171.526577,348.497808,29.43522421,183.877897,115.345284,143.8977352,96.63719173,132.7528329,105.2174774,8.742639545,192.1080717,79.19306402,94.59888765,248.845649,131.992178,348.8673201,6.68906981,40.73955335,34.27008951,47.51074375,44.82942688,108.589473,46.79312025,12.28634735,319.1885857,4.837920488,55.67593566,81.33133294,114.0270632,59.4351299,263.542763,93.95319809,115.7371708,31.27065544,215.5043809
74.1,60.10203848,107.1092576,575.5105906,26.75956409,77.51127303,268.9030055,53.25168043,26.07394,120.6920176,8.878984346,90.96694359,27.31873006,205.1177748,211.7626168,210.5132483,396.8868093,32.39329555,180.6159628,104.5912265,177.3052276,79.96978776,105.8610326,91.63560292,7.363081991,151.5884748,74.68088145,76.37153901,192.9700078,114.4647393,267.0658465,4.83748824,30.09909792,33.45483556,41.18661189,51.93571405,94.96198619,36.28382633,10.92865991,303.5167911,3.743107896,47.52146995,74.61607483,89.47066789,61.9948608,221.8019577,90.55880821,91.79982019,29.48239073,161.9699942
74.5,52.71044266,82.32935607,520.3993611,26.74655844,69.33375792,228.3344137,39.94176949,18.62914168,93.27895889,5.625093857,73.28771039,22.05602397,156.4862382,243.2959875,263.7411592,467.4423118,35.79507556,181.1916474,98.84087321,213.4149488,69.02271592,86.11027397,83.40680395,6.329865671,118.4593966,71.40541834,57.33065189,148.1265536,98.23999764,189.414775,3.785680394,24.15914086,33.92320871,36.388904,58.65287493,82.37594352,29.55976505,10.00591902,267.9623281,2.926337234,42.98716715,68.63872522,71.08834179,65.07973796,192.0107558,88.89489008,75.16235835,28.84543537,119.9244314
