0,D1406,D1261
56.3,0.07698006223181081,1.0654965093083484
56.6,1.0440051123872562,1.8293352559392628
56.9,2.5488425901225247,2.6796847265058434
57.2,4.716153367423323,3.5398390255300725
57.5,7.844320677290705,4.410128111635984
57.8,12.500722194331686,5.317145389708944
58.2,19.95459863657936,6.537515482582712
58.5,33.17191361072147,8.339983913541184
58.8,58.1096227619917,10.822469626822263
59.1,102.2317244235938,14.44769617425718
59.4,168.21670452531475,20.174309475592604
59.7,247.57956716015065,29.684686415429635
60.0,323.39053001040537,45.10167851150354
60.3,374.78143376022973,69.60075397376546
60.6,385.4674820062475,109.26596588578032
61.0,351.6642868251656,170.7753104323049
61.3,284.52899024705414,253.94561217448268
61.6,204.37440223712449,347.37955919767853
61.9,130.87958996361743,431.2900604998911
62.2,75.68957244179853,485.1687126961865
62.5,40.82808802443838,495.04457948846687
62.9,22.012523182524347,458.0706973057729
63.2,13.334883015391151,383.95265938679483
63.5,10.021446127652428,291.22621828669395
63.8,9.581027282277535,201.64207501986598
64.2,11.081599698395154,130.85751698898144
64.5,14.165548624603106,84.59174878485325
64.8,18.559481259468807,59.974180207926466
65.1,24.51658865796483,50.14102727650934
65.5,32.88178335967395,48.994294694810065
65.8,44.87006594970713,52.801205935401285
66.1,61.531095816229296,59.3681511279764
66.4,82.72547054650495,67.35675686620871
66.8,106.8949952761212,76.08099151966513
67.1,131.01321269652442,85.0117811546736
67.4,151.26561533073254,93.54924413341162
67.8,164.34718584280427,100.98190177102906
68.1,167.95097118253682,106.75511489768834
68.4,160.99025459871606,110.78517751468394
68.8,144.39399823475057,113.4682876091796
69.1,121.06349951995172,115.66368296478649
69.4,95.28178987429888,118.69305146457
69.8,71.83563184284013,123.93220675835686
70.1,52.80629076632877,132.00358518001386
70.5,38.857793807450925,142.10304288875054
70.8,29.096329745392932,152.02276511109878
71.1,22.15319988636436,158.33561900585838
71.5,17.21233474042432,157.25101044001153
71.8,13.977335063561899,146.87586140286962
72.2,12.346844166899803,128.64739877837255
72.5,12.100762646956914,106.56211077664796
72.8,12.860996362687906,85.13724308231009
73.2,14.312673163365334,67.38504786563193
73.5,16.225863442948263,53.88508985611041
73.9,18.366327359898847,44.809477615335396
74.2,20.57824210238148,38.96969093714001
74.6,22.697998315967755,34.84995371642292
74.9,24.571981480182252,32.1155727736434
75.3,25.938991923433534,30.26097795382418
75.6,26.56717876150401,29.136298504924987
76.0,26.609359119069104,28.817855810522307
76.3,26.395377003273797,29.16802247130844
76.7,26.178008286911005,29.84342675962295
77.1,25.90070088572043,30.591258169579373
77.4,25.525939686235247,31.258302380418048
77.8,25.199035682823983,31.628773459128706
78.1,24.945154505057978,31.618004362725912
78.5,24.590042237613158,31.488369900517835
78.8,23.9773677842832,31.47981037269772
79.2,22.81925057071793,31.295604663152126
79.6,21.487019784685646,30.380167349494442
79.9,19.748673390437208,28.59374071026957
80.3,17.795076978837603,26.466595097799072
80.7,16.084115181781055,24.850601894189893
81.0,14.555023847175825,23.72331123799869
81.4,13.091012082689494,22.53612641641097
81.7,11.67198011855906,21.253810309306658
82.1,10.274062330259968,20.28586208915161
82.5,8.915590724191825,19.731867880781017
82.8,7.660714085674034,18.74100280408156
83.2,6.370239927819415,17.984805317133347
83.6,5.284672813655614,19.803559479394934
84.0,4.394569683953208,25.55202276867588
84.3,3.655185129245764,36.7386093913585
84.7,3.2076953556955687,53.567735483051656
85.1,3.0278880703340407,65.5605361324988
85.5,3.0386965705956985,60.36591692186958
85.8,3.1047554087513607,40.17845529111943
86.2,3.17050597172366,17.05182346881835
86.6,3.218146807969326,7.013053348969033
87.0,3.203562987278252,8.938221771242494
87.3,3.069505009138477,9.248702059247961
87.7,2.765841920461169,7.9064709957834145
88.1,2.2602797952222957,7.018025557535958
88.5,1.7006216833462344,6.479064324843569
88.9,1.3313393117016847,6.0320045831105045
89.2,1.1886932111245694,5.6595499896343195
89.6,1.0878684647101893,5.349564012115248
90.0,0.9620321826047874,5.0835456506487215
90.4,0.8266202399028107,4.819292074411331
90.8,0.6296670148350367,4.523583320959956
91.2,0.3302744562011502,4.1993251942425
91.6,-0.04502596540911594,3.847481300952527
91.9,-0.3884955389890127,3.4561893307709646
92.3,-0.6110846622551168,3.127191618487169
92.7,-0.7792237285143782,2.9256081120159614
93.1,-0.9395011507555722,2.7112335563048395
93.5,-0.9964698716523258,2.392311027857714
93.9,-1.0007469939266571,1.946797788000084
94.3,-1.0007847077306116,1.416936791513694
94.7,-1.0513156621594597,0.9445444086382236
95.1,-1.2326015064622338,0.6598694249909518
95.5,-1.4404919216471606,0.6133316543217479
95.9,-1.6636769741392163,0.7841858981726213
96.3,-1.878222094844288,1.073077139933772
96.7,-2.0634358163835884,1.282341932259243
97.1,-2.1798404595178367,1.2070097286873014
97.5,-2.1398478796054703,0.803112164037049
97.9,-1.9440518773494777,0.1808429840614775
98.3,-1.5845949419769276,-0.4267795030819149
98.7,-1.246038752328126,-0.9372012836005754
99.1,-1.0807339146638408,-1.1442112315586337
99.5,-1.0060222689352685,-1.245255711334749
99.9,-0.8118991903398749,-1.2542266809676674
100.3,-0.5824947798594114,-1.2582933551528757
100.7,-0.5608974468547714,-1.2788516868260569
101.1,-0.2368243160123988,-1.188813892610452
101.5,0.815587167124673,-0.9413877932968256
101.9,2.090061301081119,-0.6669155833241972
102.3,2.5897149506128008,-0.4324718980831743
102.8,1.9347466298494007,-0.280176179000906
103.2,0.7997738626808699,-0.17799699786615275
103.6,0.5229567731402591,-0.05157737132146655
104.0,0.6258412473479962,0.101986905968734
104.4,0.4456708086600695,0.26020762934196595
104.8,0.23887226867735525,0.4467878869525527
105.2,0.10922470549662774,0.6616936375891932
105.7,-0.031789644004383964,0.8379297470106642
106.1,-0.27410437162451146,0.9003007444079549
106.5,-0.5534915726069278,0.8006972568530778
106.9,-0.6938537523765229,0.5900545593285165
107.3,-0.6540704761458074,0.5036121945015986
107.8,-0.6898230006651602,0.6988269579046169
108.2,-1.0235383171208945,0.9350383749325754
108.6,-1.466260059439404,0.9109478015017392
109.0,-1.7983719410965535,0.6622317472669701
109.5,-1.8760417005756636,0.38140133844186097
109.9,-1.8371228825155064,0.1862021383456668
110.3,-1.782799196938465,-0.06806896254573105
110.7,-1.7500681582299848,-0.5471302306468908
111.2,-1.7425732041683917,-1.1077873453288858
111.6,-1.6983690267675402,-1.6161864545058129
112.0,-1.523658562962957,-1.9989800714942199
112.5,-1.3342757209549432,-2.232305064367244
112.9,-1.1840932287521275,-2.552558781584513
113.3,-1.0206701605712656,-3.090933929605692
113.7,-0.9667842358090584,-3.4609804459923503
114.2,-0.8992279828123408,-3.2009027689775875
114.6,-0.8235505486107239,-2.361547234188984
115.1,-0.7665533370531442,-1.4408120661670916
115.5,-0.6092974373712323,-0.9338047042290104
115.9,-0.3376018665775952,-0.8032954227474578
116.4,-0.15134030616991176,-0.6464895312900506
116.8,-0.18175788508081592,-0.482720686714657
117.2,-0.462080817828544,-0.43726587992138577
117.7,-0.8431001827162675,-0.531917202976537
118.1,-1.052587516583412,-0.5810073666109857
118.6,-1.2715258714961155,-0.5104407534948462
119.0,-1.5381207320540424,-0.3298669711597632
119.5,-1.7509440562724172,-0.15030156159574373
119.9,-1.9384436232613065,-0.06330145487188134
120.3,-2.147266006860062,-0.1046619846977886
120.8,-2.379568018775013,-0.06400996704065284
